"hour","mode1","mode2","mode3"
"4am",0.77529857536228,0.826403594118649,0.703195583146577
"5am",0.776620089216078,0.829194856617101,0.704811734290045
"6am",0.794510052943529,0.824703591690872,0.66498647744644
"7am",0.7596036558624,0.806773929993082,0.614401319861949
"8am",0.747851321983957,0.801257927971217,0.594022470489471
"9am",0.716940715927852,0.778535647644408,0.584479583693672
"10am",0.710411108886969,0.771003623223774,0.553554965098529
"11am",0.711710125015194,0.770180801573973,0.549381941572592
"12am",0.707563425088436,0.765321132252635,0.548933380368696
"1pm",0.701386799975845,0.762124052189103,0.5587354166304
"2pm",0.706563377932345,0.771376640665741,0.567396912943571
"3pm",0.713668095391271,0.783809131336015,0.615619330590965
"4pm",0.755723959668746,0.811874574080005,0.666268001590117
"5pm",0.779403074893387,0.829833248243692,0.696373538379986
"6pm",0.778833673402275,0.829963300025377,0.699746945011627
"7pm",0.785700847824782,0.831124224488828,0.696506238744102
"8pm",0.794856323188749,0.832610807649897,0.706340364925606
"9pm",0.797251603055981,0.835330534354073,0.715368702117338
"10pm",0.790928576011238,0.829642981258676,0.712277569605195
"11pm",0.793383702445591,0.829914537678946,0.708119705833507
"12pm",0.793905391384965,0.830051766963836,0.706554912316493
"1am",0.793131901264426,0.830071076375419,0.705842852189728
"2am",0.793546009341957,0.830444589745825,0.705179316352351
"3am",0.793230418464024,0.830210217917779,0.704373286692313
