"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6";"11511.6"
"4am";"2200.56";"1704.48";"2365.92";"5291.52";"6258.24";"8509.68";"7695.60";"3421.68";"4210.32";"2760.24";"3574.32";"6728.88";"8280.72";"3459.84";"3879.60";"4426.56";"4591.92";"4719.12";"3828.72";"2582.16";"3994.08";"3294.48";"3714.24";"3167.28";"3828.72";"2798.40";"2734.80";"3561.60";" 648.72"
"5am";"2391.36";"1729.92";"2378.64";"5202.48";"6220.08";"8407.92";"7581.12";"3307.20";"4121.28";"2772.96";"3498.00";"6728.88";"8166.24";"3421.68";"3854.16";"4235.76";"4439.28";"4591.92";"3777.84";"2544.00";"3917.76";"3205.44";"3752.40";"3103.68";"3765.12";"2772.96";"2683.92";"3536.16";"1144.80"
"6am";"3319.92";"1793.52";"2315.04";"5291.52";"6156.48";"8369.76";"7072.32";"3319.92";"3739.68";"2658.48";"3090.96";"6207.36";"7682.88";"3319.92";"4464.72";"3828.72";"4095.84";"4095.84";"3396.24";"2327.76";"3523.44";"3129.12";"3485.28";"2823.84";"3205.44";"2569.44";"2518.56";"3319.92";"3218.16"
"7am";"6894.24";"3001.92";"2378.64";"6283.68";"6258.24";"7097.76";"6207.36";"3892.32";"2429.52";"2251.44";"2200.56";"5304.24";"6665.28";"2798.40";"4757.28";"2785.68";"2836.56";"2951.04";"2544.00";"1831.68";"2633.04";"3269.04";"3090.96";"2404.08";"2200.56";"2226.00";"2175.12";"2798.40";"7326.72"
"8am";"9819.84";"4439.28";"2505.84";"7492.08";"5698.56";"5927.52";"6220.08";"4070.40";"1780.80";"1857.12";"1958.88";"5342.40";"6270.96";"2887.44";"4566.48";"2302.32";"2315.04";"2289.60";"2136.96";"1551.84";"2111.52";"3383.52";"2836.56";"2238.72";"1882.56";"1908.00";"2073.36";"2556.72";"9947.04"
"9am";"10188.72";" 4770.00";" 2391.36";" 8026.32";" 5876.64";" 5584.08";" 6003.84";" 4083.12";" 1615.44";" 1818.96";" 1882.56";" 5673.12";" 6270.96";" 2849.28";" 4566.48";" 2200.56";" 2365.92";" 2162.40";" 1971.60";" 1564.56";" 2098.80";" 3294.48";" 2696.64";" 2226.00";" 1691.76";" 1882.56";" 2073.36";" 2518.56";"10710.24"
"10am";"10430.40";" 4922.64";" 2353.20";" 8115.36";" 5660.40";" 5507.76";" 5762.16";" 4044.96";" 1539.12";" 1908.00";" 1895.28";" 5673.12";" 6181.92";" 2823.84";" 4668.24";" 2124.24";" 2353.20";" 2060.64";" 1908.00";" 1500.96";" 1971.60";" 3307.20";" 2671.20";" 2187.84";" 1640.88";" 1806.24";" 2047.92";" 2416.80";"11155.44"
"11am";"10366.80";" 4770.00";" 2276.88";" 8115.36";" 5825.76";" 5558.64";" 5813.04";" 4044.96";" 1590.00";" 1895.28";" 2009.76";" 5685.84";" 6169.20";" 2900.16";" 4706.40";" 2073.36";" 2251.44";" 2035.20";" 1920.72";" 1475.52";" 1984.32";" 3383.52";" 2722.08";" 2136.96";" 1717.20";" 1895.28";" 2047.92";" 2480.40";"11142.72"
