"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100"
"4am";"  0.0000000";"  0.0000000";"  0.3944826";"  0.3292637";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  2.5899016";" 96.1532897";"100.0000000";"100.0000000";" 99.1177044";" 99.4464678";" 98.9176536";"  0.0000000";"  1.9734243";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  3.3462600";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000"
"5am";"  0.0000000";"  0.0000000";"  0.3960604";"  0.3307791";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";" 94.6145044";" 99.5480623";" 99.5204340";" 99.0067125";"100.0000000";" 94.3180670";"  0.0000000";" 13.9225976";"  0.9842966";"  0.0000000";"  0.0000000";"  0.0000000";"  3.3789026";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000"
"6am";" 0.0000000";" 0.0000000";" 0.4051871";" 0.3458308";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";"93.6789053";"98.0000286";"97.6039034";"97.5954847";"98.5248484";"94.0001372";" 0.0000000";"14.0169868";" 1.5439386";" 0.0000000";" 0.0000000";" 0.4082819";" 3.5271599";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000"
"7am";" 0.0000000";" 0.0000000";" 1.1753012";" 0.3375036";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 1.8127420";" 0.8049625";"70.9587408";"89.1177721";"83.1532029";"92.0829503";"89.3890256";"67.0547729";" 0.8896678";"21.7312150";" 1.7360550";" 1.1396139";" 0.8910781";" 0.4552944";" 1.7699573";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 1.6218499"
"8am";" 0.7841943";" 3.4913103";" 1.8914577";" 0.7652128";" 0.8000511";" 0.0000000";" 0.3775494";" 0.5235061";" 7.7435266";" 3.0251893";"60.6646411";"78.8407915";"73.4421734";"81.4720273";"78.6308391";"57.6123830";" 4.3063922";"26.9307269";" 4.0121549";" 2.0706119";" 1.8549045";" 0.4430283";" 3.9650984";" 5.6636739";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 1.6541244"
"9am";" 0.8182851";" 3.3825833";" 2.2406743";" 0.7894006";" 0.7863476";" 0.0000000";" 0.9916546";" 0.0000000";" 7.7802314";" 2.9875199";"59.1125154";"74.5135431";"67.5059541";"80.8169918";"76.3299220";"59.1192304";" 5.4066457";"27.9909052";"10.1247456";" 2.3305806";" 1.9997795";" 0.4819564";" 4.5608038";"14.2033246";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 1.5566634"
"10am";" 1.1241587";" 3.4410078";" 1.9060951";" 0.7981928";" 0.8115140";" 0.0000000";" 1.0465400";" 0.0000000";" 8.7349886";" 3.2171326";"61.0153258";"69.6612942";"68.7731662";"79.8460689";"73.3920347";"51.3687077";" 3.8328341";"28.0253630";"10.1875054";" 2.1584397";" 2.9039354";" 0.5228481";" 4.6124780";"14.6297468";" 0.4575525";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 2.5029897"
"11am";" 1.1167483";" 3.6107172";" 1.9433258";" 0.7923850";" 0.7774309";" 0.0000000";" 0.9715033";" 0.0000000";" 8.7864737";" 2.1601704";"62.1920699";"74.0879935";"68.0966457";"82.1588422";"70.7058677";"54.8255558";" 3.6447248";"29.1145948";"10.3832133";" 2.2151414";" 2.8698584";" 0.5221712";" 4.4637361";"14.2719814";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 2.1164973"
