"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992";"73.74954606992"
"4am";"25.46578";"29.81149";"30.10663";"37.68253";"26.41978";"22.27826";"35.22461";"31.13756";"29.69389";"18.44271";"21.53078";"25.87292";"22.20431";"21.08356";"15.78969";"20.99141";"20.51254";"16.41188";"20.25136";"30.02193";"31.34693";"25.47922";"20.29471";"25.97568";"32.16597";"27.78857";"23.83273";"33.04065";"23.39844";"22.43177"
"5am";"25.45647";"29.72853";"30.22704";"37.85596";"26.56427";"22.45275";"34.57992";"31.39567";"29.78185";"19.56496";"21.23858";"25.19505";"22.09783";"23.73585";"15.50458";"20.20795";"20.67713";"14.70412";"19.61935";"29.97571";"32.48979";"26.61615";"20.49269";"26.34141";"32.84709";"27.61125";"23.91331";"32.69542";"23.91207";"22.37314"
"6am";"25.75537";"30.40135";"30.92358";"39.57854";"27.07754";"22.91212";"37.57919";"32.03591";"27.93202";"20.26984";"20.79678";"25.69413";"22.16710";"23.96840";"15.05586";"20.20671";"21.39403";"14.56805";"22.00593";"30.01745";"33.54626";"26.23507";"21.39185";"27.08100";"33.43362";"27.61125";"24.18597";"33.70419";"25.24656";"22.90643"
"7am";"27.65909";"35.29023";"32.52111";"38.62554";"32.63484";"26.23216";"38.25110";"36.91593";"24.84263";"23.77988";"15.26656";"27.82584";"18.13166";"24.32112";"13.90025";"16.66834";"23.33594";"15.19188";"24.74419";"35.70649";"31.21633";"29.25597";"23.77203";"29.29017";"35.67181";"30.73870";"26.84820";"36.02549";"28.90219";"22.83477"
"8am";"27.73072";"31.77697";"30.51243";"38.27770";"36.95316";"28.61752";"40.64871";"40.58561";"24.00468";"28.71403";"14.11093";"26.99143";"16.18129";"26.56930";"13.72652";"13.64808";"24.99919";"14.59053";"25.02337";"37.55405";"32.26529";"28.76454";"25.51568";"31.02112";"36.11148";"33.61378";"28.33595";"35.98005";"33.79283";"23.42647"
"9am";"26.96159";"31.38227";"30.57154";"38.45139";"35.19159";"30.59366";"38.28059";"40.08534";"24.32439";"28.67356";"14.51756";"28.63950";"15.16798";"26.42843";"12.61295";"14.25472";"25.56274";"14.27082";"23.85763";"34.45559";"32.97187";"29.92276";"26.65344";"27.74930";"34.72080";"32.24293";"32.54605";"36.95595";"33.07269";"21.58064"
"10am";"27.05326";"28.60675";"29.87945";"39.68448";"36.09763";"34.64106";"38.39363";"42.18107";"24.61430";"28.38490";"15.35332";"26.22526";"15.07526";"26.34802";"14.03429";"12.82698";"26.52244";"15.93338";"22.38045";"35.77890";"30.68919";"31.33874";"26.81357";"26.33544";"35.44366";"33.12139";"31.09865";"37.58385";"30.86805";"22.37334"
"11am";"26.87492";"32.59119";"29.11098";"38.26479";"35.47490";"29.68385";"36.27729";"40.22861";"25.43262";"28.25375";"13.46075";"21.67063";"17.06823";"25.94062";"17.17730";"13.20425";"26.55960";"14.96129";"23.29171";"36.41737";"29.11812";"34.02335";"27.20919";"26.25439";"37.65713";"33.44418";"29.59217";"36.96452";"30.22951";"23.07546"
"12am";"28.14865";"33.41733";"29.00520";"38.98929";"36.57381";"29.39032";"39.10691";"37.66374";"23.96217";"25.78170";"13.12767";"26.14390";"17.07356";"24.86180";"14.94624";"13.66532";"25.51226";"17.32994";"21.61571";"36.43679";"31.27642";"30.44796";"27.21777";"27.38840";"37.22489";"32.64154";"30.66083";"36.89148";"28.76093";"23.68940"
"1pm";"28.59447";"31.64285";"29.94925";"37.45277";"35.34805";"30.91076";"35.81555";"38.61754";"22.68929";"28.05177";"13.23634";"25.94619";"15.07891";"22.96821";"16.85692";"13.47732";"26.68031";"16.81466";"22.81918";"38.04611";"30.39145";"26.94916";"28.02921";"28.89463";"36.35534";"30.98960";"29.91884";"39.19186";"29.83110";"22.68139"
"2pm";"27.64562";"28.52685";"30.89393";"39.39434";"33.52226";"32.75835";"36.57564";"35.95039";"24.23614";"27.76922";"13.56464";"30.62554";"13.54967";"22.61848";"17.02056";"15.08838";"28.03205";"18.67835";"25.76350";"35.53227";"28.91214";"26.42909";"26.46757";"25.69672";"34.71262";"32.54374";"28.62629";"38.62704";"24.74249";"25.71337"
"3pm";"27.46673";"31.12020";"29.86161";"38.79863";"34.47294";"30.35406";"37.92739";"36.84200";"25.27573";"26.92983";"15.57649";"28.40141";"15.13729";"20.49831";"17.43554";"14.54477";"25.30133";"19.19268";"26.01643";"35.07772";"27.36731";"26.90633";"26.55648";"26.47946";"38.34445";"32.87899";"29.33982";"39.50151";"24.05509";"23.91637"
"4pm";"28.26919";"29.98240";"31.46916";"38.17530";"32.66635";"27.66283";"36.90901";"36.88994";"22.64886";"26.44004";"16.84667";"26.47073";"16.56617";"25.17593";"21.88546";"13.63419";"25.13653";"18.35315";"23.83281";"33.81337";"30.78373";"25.36913";"23.76492";"26.46370";"38.60358";"32.13708";"26.99618";"40.72225";"23.61197";"24.02426"
