"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244";"9469.244"
"4am";"  28.199";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"  42.431";"   7.941";"3149.990";"2729.630";"4999.931";"4278.377";"   0.000";"2287.186"
"5am";"  28.199";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"  62.946";"   7.941";"3063.887";"2706.704";"4965.222";"4313.086";"   0.000";"2271.389"
"6am";"  15.729";"   0.000";"  24.623";"  40.403";"   0.000";"   0.000";"  70.239";" 107.898";"   7.941";"2978.425";"2654.121";"4635.204";"4269.471";"   0.000";"2271.389"
"7am";" 574.542";" 256.408";" 358.844";" 243.253";"   0.000";" 140.890";" 108.836";" 635.357";"  20.950";"2129.260";"2254.480";"3649.226";"3554.367";"  43.389";"1905.254"
"8am";"1284.570";" 609.363";" 899.531";" 337.158";"  57.065";" 164.674";" 283.467";" 800.077";"  45.506";"1663.919";"2019.547";"2786.070";"2899.874";"  55.859";"1151.192"
"9am";"1380.574";" 552.531";" 952.332";" 473.739";"  57.065";" 292.245";" 296.525";" 890.239";"  70.304";"1544.587";"1876.339";"2830.918";"2633.853";" 145.893";"1034.192"
"10am";"1432.050";" 559.588";" 920.207";" 550.912";"  70.997";" 261.628";" 245.222";" 884.108";"  45.506";"1546.367";"1876.376";"2660.912";"2563.290";" 174.105";"1015.465"
"11am";"1339.783";" 554.734";" 997.157";" 273.210";"   0.000";" 237.903";" 181.143";" 843.009";"   9.239";"1672.714";"1854.124";"2909.911";"2740.199";" 122.909";"1091.223"
"12am";"1138.920";" 371.390";" 711.930";" 244.769";"   0.000";" 141.298";" 107.137";" 561.517";"   0.000";"2106.932";"1774.157";"3487.564";"3113.604";" 172.493";"1476.932"
"1pm";"1267.033";" 706.506";" 883.815";" 366.251";"  13.314";" 187.452";" 298.187";" 791.067";"  49.853";"1798.438";"1867.498";"2727.604";"2704.794";" 130.139";"1195.410"
"2pm";"1381.082";" 735.626";"1000.501";" 469.215";"  13.314";" 343.530";" 263.478";" 920.360";"  49.853";"1618.810";"1672.488";"2502.208";"2559.505";" 210.297";"1087.590"
"3pm";"1342.294";" 691.987";"1051.823";" 414.342";"  13.314";" 322.150";" 352.741";" 961.831";"  47.975";"1660.731";"1814.674";"2314.699";"2590.586";" 242.792";"1057.036"
"4pm";"1128.575";" 535.466";"1076.160";" 362.362";"  13.314";" 129.603";" 271.999";" 803.219";"  42.467";"1912.845";"1942.996";"2872.974";"2382.345";" 176.955";"1149.836"
"5pm";" 440.329";" 243.834";" 555.517";" 385.916";"  31.918";" 128.256";" 158.780";" 538.250";"  35.564";"2316.962";"2319.943";"3733.511";"2809.103";" 201.406";"1620.206"
"6pm";" 186.928";"  80.988";" 348.671";" 279.251";"   0.000";"  63.181";"  76.682";" 317.480";"  13.932";"2699.243";"2414.525";"4387.323";"3602.920";"  64.773";"1945.116"
"7pm";" 197.120";" 165.427";" 168.854";"  35.613";"   0.000";"  38.088";"  54.668";" 238.943";"   7.941";"3024.349";"2509.508";"4512.820";"3878.075";"  76.885";"2118.825"
"8pm";" 141.706";" 131.351";" 144.796";"   7.606";"   0.000";"  53.507";"  34.577";" 215.067";"   7.941";"3064.537";"2369.141";"4818.265";"3942.751";" 154.363";"2149.891"
"9pm";" 154.176";"  59.295";"  71.882";"   7.606";"   0.000";"  53.507";"  34.577";"  53.188";"   7.941";"3066.322";"2429.741";"5026.579";"4073.855";"  77.478";"2175.893"
"10pm";" 130.530";"  45.248";"  71.882";"   0.000";"   0.000";"  39.313";"  10.907";"  12.278";"   7.941";"3093.096";"2489.647";"5061.733";"4082.605";"  43.179";"2242.861"
"11pm";"  28.822";"   0.000";"   0.000";"   0.000";"   0.000";"  39.313";"   0.000";"  12.278";"   7.941";"3159.250";"2571.990";"5123.013";"4125.784";"   0.000";"2330.872"
"12pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"  12.278";"   7.941";"3144.202";"2641.772";"5123.013";"4193.067";"   0.000";"2344.919"
"1am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"  12.278";"   7.941";"3144.202";"2641.772";"5123.013";"4193.067";"   0.000";"2344.919"
"2am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"  12.278";"   7.941";"3144.202";"2641.772";"5123.013";"4193.067";"   0.000";"2344.919"
"3am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   7.941";"3204.138";"2641.772";"5123.013";"4193.067";"   0.000";"2344.919"
