"11am",7613.0554,6447.2301,2164.8664,2100.936,5458.557,3990.4385,3022.4786,1979.7206,1145.2754,1180.5268,21001.5608,9647.8062,6441.184,671.0707,2574.9589,921.2644,4120.2825,6542.7075,1534.0899,1661.8365,1338.1616,8265.0012,1904.8118,1132.9553,1924.7931,473.5278,0,2651.0263,1520.6334,948.7972,2181.4392,3724.6589,1514.0154,870.7396,1276.6827,682.4742,1311.3752,2579.8613,2756.1243,1545.5825,1633.862,1639.616,3964.8793,996.8563,1162.0629,932.7987,597.3992,559.1643,1357.7272,6832.4251,3380.6085,1194.2566,1273.8695,0,2287.1143,1710.9465,0,4713.9128,1708.0365,0,800.2809,7416.1638,722.7537,668.672
"12am",6925.7199,5849.9691,1562.5876,1911.1912,4206.0651,2205.9685,2721.046,1486.4231,1247.322,1042.5239,18696.617,7376.3491,6379.1151,0,2300.3028,649.8563,3626.7288,5096.8631,1517.8714,1506.9423,1164.2288,7353.6113,1963.585,867.3268,1524.9689,428.0211,0,2498.0711,953.5822,0,2061.6025,3570.0261,1276.5279,618.6023,1183.8476,0,1047.6284,1663.9581,2274.495,1471.9891,1167.2827,1574.9703,3340.9943,996.1361,867.2657,1083.8703,0,0,0,5284.1027,2323.2166,0,775.992,0,1834.1095,1801.2229,0,3393.086,1271.273,0,0,5770.6036,0,814.9251
"1pm",7694.9212,5900.5014,1677.3244,2340.8595,5344.2443,2660.5181,3600.3614,1553.1407,1366.0346,991.3747,19698.8947,8704.2222,6296.5242,505.1078,2272.743,943.2392,3346.8967,6222.1889,1664.5687,1880.048,776.6469,8207.8301,1702.649,1322.6231,1836.6833,584.6863,0,2623.4567,1572.8957,847.7469,1663.9643,3964.6538,1471.4616,758.7463,907.8155,0,1611.9621,1981.9032,2049.6846,1438.0213,1677.7252,1593.3413,3096.4601,0,929.3466,1645.8559,760.5873,578.9476,1193.8659,6809.4521,2980.5578,1151.7132,959.7954,0,2372.6675,1845.4995,0,3556.7758,1425.9038,0,0,7018.4512,626.2314,1001.8145
"2pm",8897.8443,6251.2393,2070.5877,2276.6164,5785.3708,3009.1607,4036.6408,2076.2776,1476.964,1263.6426,19997.029,8848.4827,5830.1004,631.1035,2354.7549,1457.9023,3568.3195,6526.2615,1633.0524,2162.9572,1414.0299,10514.6117,1730.8007,1343.9493,2326.4861,910.6403,1011.0031,2645.7725,1883.0986,751.5,1606.5733,4203.8539,1359.1838,1001.8022,1028.1648,512.2973,1703.4145,2202.6044,2149.1321,1739.2468,1902.466,1895.9942,3497.0645,677.1697,1077.1869,1927.631,930.9379,625.4682,1670.5406,7830.3303,3300.1283,1175.3085,986.6835,618.1222,2530.6594,2048.318,808.4058,4116.9977,1359.7491,684.4486,1132.2581,7467.3173,970.1092,1370.1561
"3pm",8711.0014,6916.8793,2144.0374,2218.0758,5260.9092,3092.231,3582.2872,1872.5987,1315.4933,1456.3685,18996.8268,8349.9986,5234.2499,627.4109,2414.8941,1336.1515,3158.8242,6713.6536,2350.0361,1798.3505,1280.199,10274.0318,1873.369,1331.2037,2390.4855,870.5907,1161.2252,2603.2543,1773.6153,778.9328,1662.9197,4103.7752,1311.5802,884.674,835.2274,0,1781.9367,2184.2654,2049.5703,1461.8177,1801.4319,1621.2181,3082.8092,855.6817,1361.1552,1594.5341,861.1035,616.1565,1576.5104,8918.2648,2844.1575,1233.673,998.246,548.1647,2112.1905,1656.3743,891.751,4299.2586,1635.1162,745.3482,953.3405,7708.5313,1279.7461,1350.0144
"4pm",7980.0542,4935.8841,1575.9071,1621.7228,3613.6879,3375.6209,3272.7894,1383.3157,908.1098,1384.6265,14714.8959,6527.3466,3996.2326,535.2822,2213.2793,1198.3194,2614.4766,5407.1232,2491.739,1509.7549,1109.7256,8900.2557,1456.8385,912.9014,2191.0963,655.5369,495.8056,2269.2278,1827.6417,660.6685,1418.4537,3395.4725,1161.4863,930.3755,582.2628,0,1542.6545,2026.8853,1807.6669,1848.2818,1377.246,1294.9911,2629.9325,0,1125.9686,1287.9514,871.3692,526.8994,1384.7555,7001.9499,2770.2746,1075.6668,845.7905,0,2043.4215,1459.3146,0,3550.9259,1421.0137,0,989.3127,5964.9599,987.173,906.626
"5pm",5579.0384,3436.1349,1321.0844,1101.5372,2518.576,1813.2888,2160.5202,1047.6871,794.7083,777.2537,8720.3456,3602.2862,1914.2362,0,1411.6691,657.7595,1319.8061,3478.1493,2129.9095,1118.7592,0,5507.3236,1131.7905,946.095,1301.4985,0,0,1591.2089,1227.5129,628.3119,565.2545,2457.2602,864.7768,622.7345,0,0,946.7706,1321.0251,690.3006,1375.4552,1227.4076,1115.66,1325.7821,0,976.6123,958.5683,0,0,1073.3167,4523.6626,1846.6624,0,0,0,1478.1152,1353.0305,0,1570.9695,0,0,0,3181.067,924.9058,0
"6pm",3105.5262,2448.7175,1167.2907,650.4005,1236.2128,1303.6781,1652.4197,0,744.1621,0,4457.2559,1792.5837,1016.247,0,1033.1896,0,654.9496,1575.0283,1314.0468,990.6565,0,3912.1996,618.7706,439.0637,840.2291,0,0,1239.5413,618.7309,0,0,1184.3652,0,0,0,0,882.148,959.6097,0,1182.0513,1120.8629,0,810.071,0,0,0,0,0,0,2395.6037,1035.9443,0,0,0,923.6935,0,0,0,0,0,0,1432.4912,818.1263,0
"7pm",2241.7352,2352.633,722.2038,861.2149,703.5097,727.2546,1103.7205,0,867.5642,0,2376.9597,1050.4832,0,0,828.3844,0,452.4036,874.3718,557.7718,929.6654,0,2680.2674,0,0,681.6489,0,0,1171.8762,544.2064,0,0,672.5091,0,0,0,0,640.7459,639.4616,0,0,633.2036,0,0,0,0,0,0,0,0,1435.9288,0,0,0,0,991.9567,0,0,0,0,0,0,1232.5142,0,0
"8pm",2172.0923,1838.0561,770.3795,887.5431,579.9617,0,1043.7135,0,667.4522,0,1331.0604,1195.5436,0,0,911.9138,0,0,0,0,921.4963,0,2553.7929,0,0,675.6527,0,0,869.0959,0,0,0,693.6396,0,0,0,0,525.1555,578.5109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536.7649,0,0
"9pm",1506.8873,1737.3904,440.0101,961.8262,0,0,811.1512,0,0,0,1101.4933,1081.8992,0,0,887.1225,0,0,0,0,816.7713,0,1959.5486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253.3294,0,0
"10pm",969.5101,1283.3947,0,0,0,0,775.8626,0,0,0,854.3518,993.1507,0,0,0,0,0,0,0,647.4135,0,1061.6287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188.743,0,0
"11pm",0,752.3307,0,0,0,0,0,0,0,0,624.4055,690.9593,0,0,0,0,0,0,0,0,0,800.2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12pm",0,562.4111,0,0,0,0,0,0,0,0,0,538.2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
