"hour","educmen1","educmen2","educmen3","educmen4"
"4am",0.0203781222292989,0.237010473556614,0.414777983059589,-0.00663200372163651
"5am",0.0408903419515269,0.267959936416312,0.383776371645941,-0.0132147292922358
"6am",0.0150649787073823,0.242666526583232,0.339524090690326,-0.0134189432506089
"7am",0.128243961117798,0.196116222117246,0.401249533246418,0.0879161156741345
"8am",0.188701424006763,0.160720858047206,0.441903434488936,0.114674816415754
"9am",0.202822545591673,0.230369572250763,0.454370520358288,0.180299439284951
"10am",0.218050039728275,0.239165962163931,0.436414853243138,0.11215213796352
"11am",0.22116706389352,0.285884271346187,0.445492332563515,0.0771056451642842
"12am",0.235236836802185,0.151150220881151,0.30554943046536,0.105972584766477
"1pm",0.164931582925426,0.228847377054172,0.330997917617343,0.0836287764461143
"2pm",0.150241932632189,0.11923742713701,0.303536529720128,0.0741529096261314
"3pm",0.176696266117385,0.0408265518595687,0.294179902887475,0.132919342628262
"4pm",0.056310554180664,0.127147961463223,0.297933869163669,0.0624610974825381
"5pm",0.143836950680068,0.254760774590106,0.37487017953715,0.0398035344714635
"6pm",0.0544764312055123,0.292516007207867,0.450117033867115,0.00258826723750142
"7pm",0.0445013978336501,0.266008592321079,0.427689789219499,-0.00810864584686243
"8pm",-0.0179760518592571,0.253816129887079,0.392380592618888,-0.00301303112525964
"9pm",0.0568391351093075,0.234644730346766,0.387929116714896,-0.00209679229335256
"10pm",0.0610106584223185,0.259654674217199,0.405957277148538,-0.00775860801937368
"11pm",0.0521401800908836,0.251951506741545,0.413247707749157,-0.00821725149916348
"12pm",0.0492786245003718,0.248222639377692,0.410758638662443,-0.00880511082422274
"1am",0.0441162303487304,0.246905622478796,0.407251129718084,-0.00843582220135708
"2am",0.044112036127947,0.25096809159329,0.409489724026786,-0.00743231337515511
"3am",0.0301481143717596,0.234194348661502,0.407217784561995,-0.00784064035562344
