"hour","mode1","mode2","mode3"
"4am",0.125333445306159,0.261397515915328,0.203937421812294
"5am",0.127980156566227,0.274764688884532,0.225963196549846
"6am",0.219803219871242,0.274434424229403,0.196152334632246
"7am",0.339528992995423,0.300717794498465,0.173972415253577
"8am",0.297419985072157,0.130032233337375,0.101737286562406
"9am",0.34032890779394,0.140422925500862,0.0178296959058581
"10am",0.343737222819898,0.167042088814013,0.011364459092
"11am",0.400645785974661,0.155728128628364,0.0395477112692594
"12am",0.413984737189044,0.217504704821196,0.0440799980648064
"1pm",0.302550614061987,0.222433449205366,0.0589137136845644
"2pm",0.262651527731429,0.190575007694502,0.0584349800144098
"3pm",0.314505851693795,0.308153075933125,0.00865256747378958
"4pm",0.355461669241625,0.138501244748396,-0.11870871167129
"5pm",0.360302118297395,0.210149952256494,0.0297124457544746
"6pm",0.279556576163005,0.277711283603802,0.0886582324060795
"7pm",0.223413223182446,0.287902921233398,0.108706259464598
"8pm",0.194248803843277,0.274659551629137,0.102445394954696
"9pm",0.110307329209142,0.22533022015316,0.127442571886901
"10pm",0.0901541889723585,0.223030234011311,0.159907307572319
"11pm",0.100583535638525,0.222414847139248,0.160252090082725
"12pm",0.107124941063491,0.228854767065487,0.165611265067552
"1am",0.110132196377538,0.223544117670398,0.158865400865119
"2am",0.111844384214073,0.220143383405628,0.158026284013092
"3am",0.11324170529685,0.226811992290315,0.166658105320933
