"hour","act1","act2","act3","act4","act5"
"4am",-0.0389715652175392,0.0193130258624607,-0.0869573209603379,0,-0.00790135564138515
"5am",0.117240687729897,0.124602505024004,-0.0868692821146702,0,-0.110570938087741
"6am",0.0652732220755626,0.0977074222658792,-0.0864618102430066,-0.0652298850574713,0.0525129679030933
"7am",0.256531900665512,0.155538690961296,0.294640301150162,-0.108538833711176,-0.225244821106775
"8am",0.423805423655853,0.419514831988449,0.285547804165207,0.00658354907282211,-0.181470160786409
"9am",0.38981232235241,0.479449808137065,0.274877121581454,-0.199281229285295,0.0183803212154174
"10am",0.389984755949676,0.45279592105218,0.266703282974489,-0.128540499315855,-0.0333753817271847
"11am",0.349525392944956,0.457274125074612,0.201897405313309,-0.17018514642797,0.104980100047746
"12am",0.361178264971205,0.384848305972114,0.222998479879041,-0.0788074928992546,0.153967227182791
"1pm",0.415654013538473,0.457463552066004,0.327495749316908,-0.00673706017294579,-0.0706041545953655
"2pm",0.393912607998683,0.471995478880827,0.337806511454026,0.0122877561393932,-0.0517252779950545
"3pm",0.346406474980403,0.560724439835719,0.20060977829839,-0.0215801623756238,-0.0402097508641003
"4pm",0.417201292377281,0.515852712987011,0.237215198652987,0.082069569711117,0.262476850918591
"5pm",0.298622450298421,0.337527570927445,0.34759320073045,-0.158950039894294,0.0294941630955377
"6pm",0.337113454982466,0.191929071221042,0.247951366840961,-0.0643519919611755,0.0327619032585762
"7pm",0.204918860879435,0.00454671400576045,-0.0788891565743568,-0.081410121046723,-0.0117516202875123
"8pm",0.218646800792385,0.0166184793547543,-0.078701023827969,-0.0865520330860887,0.150249866797355
"9pm",0.0103985259567967,-0.048393042352932,-0.021551724137931,-0.0829996068909702,0.0153660628109088
"10pm",0.0320200291789008,-0.148676757942517,-0.021551724137931,0.000548881798278926,0.114645602874286
"11pm",0.0437761497476149,-0.156961566834312,-0.021551724137931,-0.053914857302904,0.0401405929990017
"12pm",-0.0124164139083896,-0.13848688371163,-0.021551724137931,-0.054619895770173,-0.115202291767897
"1am",-0.0697369970255718,-0.137723127551963,-0.021551724137931,-0.00281221405928544,-0.153514139788227
"2am",-0.111138218449136,-0.187489260928834,-0.021551724137931,-0.00281221405928544,-0.129785340279693
"3am",-0.192919631055338,-0.247513593813108,-0.021551724137931,-0.00310331999100435,-0.129481965260977
