"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",0.249457537053731,0.207878745313081,0.421073150696219,-0.0879683539152354
"5am",0.255038258936732,0.279004635960919,0.433778509990285,-0.093752063219904
"6am",0.267166084361172,0.258358423444372,0.389180908901727,-0.0943580173950866
"7am",0.340309858067012,0.261221369754158,0.43098333791027,-0.00027638709393241
"8am",0.358911076331601,0.306694095835584,0.508727922537855,0.0428307931185444
"9am",0.334765241473648,0.334299042412058,0.512944489858776,0.0713711621123261
"10am",0.356544060466428,0.36213753781022,0.500363193492033,0.0245600339346961
"11am",0.382276044263416,0.373251664796842,0.484362237732012,0.0136510496703592
"12am",0.421870270256039,0.210036674318199,0.384463675121851,0.0505585608702759
"1pm",0.333117563845048,0.261282356029017,0.38075805434172,0.0455533113846972
"2pm",0.321690588652997,0.152491089516189,0.360144294316971,0.018894054500665
"3pm",0.351253835498533,0.0943363640614921,0.353783229878308,0.10907961785066
"4pm",0.201549233602285,0.195879009445867,0.369393731739768,-0.000516380969732798
"5pm",0.386952281535802,0.224084212875029,0.389019678705012,-0.0518566603578421
"6pm",0.337473242366392,0.276360255666074,0.472865843817013,-0.0795198383414383
"7pm",0.269765234501391,0.234195513325964,0.439084925034604,-0.0927056308124481
"8pm",0.193535303093706,0.225609140879586,0.402150340223335,-0.0857457444091917
"9pm",0.293680377159207,0.20016100623792,0.394811269403325,-0.0857828445667457
"10pm",0.288571364206372,0.202050175983877,0.397724916967014,-0.0911038739979454
"11pm",0.272578022083328,0.204827472257663,0.413571619163536,-0.092404164748916
"12pm",0.26958714319459,0.200829224116726,0.407956597409057,-0.0925495072991592
"1am",0.260606379932682,0.201199935634514,0.405654217720654,-0.0924360728008539
"2am",0.261243083987207,0.205085561098839,0.408347672027233,-0.0913557864708033
"3am",0.241446236018658,0.197123435434118,0.410971544054381,-0.0914699930867888
