"hour","cs1","cs2","cs3","cs4","cs5"
"4am",0.16670155498658,0.346580906227182,-0.00965741820894912,-0.111305232976774,0.323935653776939
"5am",0.167743147448807,0.345984514912743,-0.0213563180333816,-0.0851067895111547,0.321076930179033
"6am",0.171198980674413,0.302333153045569,-0.0496648882598188,-0.0748254993434025,0.318973646740956
"7am",0.163034444300599,0.221779104346067,0.0606311294247544,-0.0361262486222631,0.270229247499619
"8am",-0.0127635848990997,0.201152059392354,-0.02205200400534,-0.0298500160104564,0.293455370392631
"9am",-0.0918612867630311,0.26225177646287,0.0341100660311268,0.00110428672045594,0.324703723154982
"10am",0.0332826793740671,0.237495754377474,0.0704628936683441,-0.0312492809772551,0.290366372130052
"11am",0.0244594757044197,0.224738864331053,-0.084427273771441,-0.0396529634793465,0.23949687673715
"12am",0.0624722544168723,0.228643973404497,-0.0367790116891004,-0.0719623050245796,0.176620321067192
"1pm",0.0182856396685442,0.285933625721229,-0.0498658627540888,-0.104329159124847,0.256207645688204
"2pm",0.00827245934337813,0.26738374027422,0.0179491757381068,-0.0325827790997636,0.272485170355854
"3pm",-0.023593104932444,0.25534244913447,0.0143136603425549,-0.056371910745725,0.227397071548995
"4pm",-0.00949308600126807,0.339010832839897,-0.0340606216381292,0.0311689022450069,0.333530884766845
"5pm",0.139673074058923,0.349041802500332,0.0284345755929771,-0.0572658933939428,0.487895574170745
"6pm",0.130597088678905,0.345767959597061,0.0420241021223707,-0.117707564683532,0.358062684874384
"7pm",0.111128066289011,0.355781016772348,-0.00186074246448695,-0.0300426784470812,0.32911656697755
"8pm",0.0820836285459948,0.348299388296562,-0.0728588278181394,-0.123432938772964,0.316992144239172
"9pm",0.177980959085893,0.339413600971787,-0.0918661194367782,-0.132060005870898,0.284914714759456
"10pm",0.180539182283379,0.336858567864781,-0.0711299397215243,-0.110292153091124,0.300163192545412
"11pm",0.181669429516007,0.345147642532291,-0.0704635620108572,-0.106868048998046,0.30157324326605
"12pm",0.177793428226891,0.347387943533741,-0.0641398243908121,-0.0922026917006514,0.29464884282486
"1am",0.177549988469193,0.340828137764004,-0.060797349760682,-0.101273252061836,0.290843066126091
"2am",0.176696292039264,0.34293445756225,-0.059686457866194,-0.10101916909121,0.291289465881567
"3am",0.176210735089779,0.348346377660028,-0.0510986426162482,-0.102531118954187,0.292678735548835
