"district","hour","sex1","sex2"
"001","4am",8927.52,9740.899
"002","4am",3266.643,3261.362
"003","4am",5672.878,6656.111
"004","4am",6724.907,6955.652
"005","4am",8692.524,8610.916
"006","4am",6086.32,7230.999
"007","4am",5606.846,4812.357
"008","4am",4372.597,5397.745
"009","4am",5599.006,6378.421
"010","4am",6310.048,8622.132
"011","4am",5551.75,7384.402
"012","4am",3278.4,3585.624
"013","4am",5937.783,7275.887
"014","4am",3757.762,4469.297
"015","4am",3664.318,4079.16
"016","4am",5252.168,6209.812
"017","4am",3984.929,5785.617
"018","4am",5874.091,8028.748
"019","4am",3734.217,3865.927
"020","4am",6271.868,6911.084
"021","4am",5688.694,6799.299
"022","4am",2444.176,2742.273
"023","4am",3972.529,4159.318
"024","4am",5327.392,7259.007
"025","4am",6745.43,6618.642
"026","4am",4026.963,3796.205
"027","4am",5875.659,8116.602
"028","4am",5929.598,5311.516
"029","4am",2126.495,2388.626
"030","4am",5985.287,5672.075
"031","4am",6296.3,7205.408
"032","4am",3075.822,3603.326
"033","4am",4621.239,5349.394
"034","4am",4766.118,6203.045
"035","4am",4446.252,5810.86
"036","4am",4686.772,6241.751
"037","4am",5545.73,5591.802
"038","4am",2719.304,3382.929
"039","4am",1869.435,1847.098
"041","4am",9153.401,9312.113
"042","4am",5066.705,6476.956
"043","4am",4383.258,4889.583
"044","4am",10342.858,8472.705
"045","4am",2045.434,2272.23
"046","4am",3470.755,3477.798
"047","4am",5207.756,6166.211
"048","4am",3265.812,4108.229
"049","4am",3495.213,3648.188
"050","4am",12746.22,12976.883
"051","4am",8729.408,8378.339
"052","4am",15474.734,18766.159
"053","4am",13403.509,12010.611
"054","4am",8105.008,9478.935
"055","4am",13964.359,13708.771
"056","4am",5262.08,4369.511
"057","4am",7125.866,8416.621
"058","4am",8926.078,9369.244
"059","4am",4082.041,4362.968
"060","4am",7046.826,8453.566
"061","4am",9857.816,10180.319
"062","4am",8720.662,6908.709
"063","4am",4158.765,4859.585
"064","4am",3967.042,4193.003
"065","4am",3611.651,4076.912
"066","4am",7770.805,6915.924
"067","4am",9773.856,8664.681
"068","4am",5098.611,4453.56
"001","5am",8853.607,9740.899
"002","5am",3387.603,3264.32
"003","5am",5587.658,6640.926
"004","5am",6450.923,6852.858
"005","5am",8496.883,8194.271
"006","5am",5977.549,6994.822
"007","5am",5721.907,4806.044
"008","5am",4372.597,5397.745
"009","5am",5548.833,6490.035
"010","5am",6630.295,8622.132
"011","5am",5458.487,7002.463
"012","5am",3109.999,3657.413
"013","5am",5705.946,7180.969
"014","5am",3805.069,4399.993
"015","5am",3598.607,3894.028
"016","5am",4991.545,6037.26
"017","5am",3988.893,5722.282
"018","5am",5770.453,8173.075
"019","5am",3531.011,3757.561
"020","5am",6322.114,6772.803
"021","5am",5204.776,6940.967
"022","5am",2444.176,2709.18
"023","5am",3873.277,4039.981
"024","5am",5200.098,7079.152
"025","5am",7916.728,6959.983
"026","5am",4034.664,3734.315
"027","5am",5826.817,8188.602
"028","5am",5948.768,5517.315
"029","5am",2126.495,2427.625
"030","5am",6067.459,5646.743
"031","5am",6362.794,7205.408
"032","5am",3028.734,3735.48
"033","5am",4668.578,5284.632
"034","5am",4680.787,6000.929
"035","5am",4446.252,5966.311
"036","5am",4803.107,6766.739
"037","5am",5531.811,5591.802
"038","5am",2801.761,3345.778
"039","5am",1812.932,1767.661
"041","5am",8728.946,9401.378
"042","5am",4896.89,6397.621
"043","5am",4717.053,4752.529
"044","5am",10267.093,8695.155
"045","5am",2167.49,2272.23
"046","5am",3364.402,3424.622
"047","5am",5107.074,6065.937
"048","5am",3226.601,4141.843
"049","5am",3547.628,3648.188
"050","5am",12557.778,13403.416
"051","5am",8328.022,8684.49
"052","5am",15529.44,18716.004
"053","5am",12963.839,11452.259
"054","5am",7783.23,9361.061
"055","5am",13626.026,13481.47
"056","5am",5157.748,4369.511
"057","5am",7116.544,8416.621
"058","5am",8836.459,9214.955
"059","5am",4082.041,4248.413
"060","5am",6772.946,8321.531
"061","5am",9431.149,10052.219
"062","5am",8844.044,6976.375
"063","5am",3769.224,4789.865
"064","5am",3780.253,4059.194
"065","5am",3624.303,4055.555
"066","5am",6950.641,6680.854
