"district","hour","act1","act2","act3","act4","act5"
"001","4am",98.52408,1.47591879,0,0,0
"002","4am",100,0,0,0,0
"003","4am",98.38296,1.61704258,0,0,0
"004","4am",97.27658,1.87698251,0,0,0.846434
"005","4am",93.32479,6.20892497,0,0,0.4662894
"006","4am",97.08536,2.91463929,0,0,0
"007","4am",93.74517,6.25483434,0,0,0
"008","4am",97.91404,1.0463042,0,0,1.0396586
"009","4am",97.68092,2.31907561,0,0,0
"010","4am",98.408,1.59199729,0,0,0
"011","4am",98.00189,0.71711431,0.6185842,0,0
"012","4am",100,0,0,0,0
"013","4am",99.24027,0.75973135,0,0,0
"014","4am",99.37672,0.62328113,0,0,0
"015","4am",99.09734,0,0,0,0
"016","4am",99.09751,0.27648538,0,0,0.6260087
"017","4am",93.57664,5.05407794,0,0,0.7234928
"018","4am",97.30175,2.15946893,0,0,0.5387799
"019","4am",96.48852,2.28799597,1.2234833,0,0
"020","4am",99.3602,0.63980207,0,0,0
"021","4am",97.38924,1.68130382,0,0,0.92946
"022","4am",98.09024,0.6401682,0,0,1.269593
"023","4am",98.25943,0.85224434,0,0,0.888321
"024","4am",99.49794,0.50206101,0,0,0
"025","4am",93.66972,5.13846666,1.1918171,0,0
"026","4am",98.36109,1.63891269,0,0,0
"027","4am",99.20157,0.79843134,0,0,0
"028","4am",95.38054,3.94307703,0,0,0.6763822
"029","4am",95.62388,4.37612222,0,0,0
"030","4am",95.34311,1.90004732,0,0,2.7568458
"031","4am",98.96603,0.30521917,0,0,0.7287537
"032","4am",99.60088,0.39912127,0,0,0
"033","4am",99.10085,0,0,0,0.8991526
"034","4am",100,0,0,0,0
"035","4am",96.60612,1.07583695,0,0,1.6886303
"036","4am",96.53157,2.10931426,0.6084509,0,0.7506623
"037","4am",98.98613,0.42278038,0,0,0.5910924
"038","4am",98.3248,1.67520147,0,0,0
"039","4am",99.28264,0,0.7173649,0,0
"041","4am",98.16907,1.6098523,0,0,0.2210808
"042","4am",98.86005,1.13994513,0,0,0
"043","4am",99.13675,0,0,0,0.86325
"044","4am",95.69117,4.30883413,0,0,0
"045","4am",98.42358,1.57642199,0,0,0
"046","4am",100,0,0,0,0
"047","4am",100,0,0,0,0
"048","4am",99.41506,0.58493571,0,0,0
"049","4am",96.42655,0.97989326,2.5935533,0,0
"050","4am",93.68898,6.11508845,0,0,0.1959297
"051","4am",93.13136,6.86863606,0,0,0
"052","4am",97.87725,2.12274748,0,0,0
"053","4am",97.7543,2.24570234,0,0,0
"054","4am",98.56721,1.43279411,0,0,0
"055","4am",97.75188,2.24812259,0,0,0
"056","4am",93.42611,6.57389474,0,0,0
"057","4am",97.18721,1.71380999,0,0,1.0989843
"058","4am",98.1762,1.46463063,0,0,0.3591699
"059","4am",99.75678,0.24321819,0,0,0
"060","4am",98.85128,1.14871541,0,0,0
"061","4am",98.05925,1.94074797,0,0,0
"062","4am",95.90891,4.0910905,0,0,0
"063","4am",99.7826,0.21740231,0,0,0
"064","4am",97.65291,2.3470949,0,0,0
"065","4am",97.55601,1.7207831,0,0,0.7232092
"066","4am",100,0,0,0,0
"067","4am",99.90779,0.09221013,0,0,0
