"district","hour","sex1","sex2"
"001","4am",47.82151,52.17849
"002","4am",50.04045,49.95955
"003","4am",46.01252,53.98748
"004","4am",49.15667,50.84333
"005","4am",50.23582,49.76418
"006","4am",45.70229,54.29771
"007","4am",53.81262,46.18738
"008","4am",44.75377,55.24623
"009","4am",46.74632,53.25368
"010","4am",42.25805,57.74195
"011","4am",42.91655,57.08345
"012","4am",47.76207,52.23793
"013","4am",44.93667,55.06333
"014","4am",45.67564,54.32436
"015","4am",47.32134,52.67866
"016","4am",45.82252,54.17748
"017","4am",40.78512,59.21488
"018","4am",42.25102,57.74898
"019","4am",49.1335,50.8665
"020","4am",47.57559,52.42441
"021","4am",45.55331,54.44669
"022","4am",47.12619,52.87381
"023","4am",48.8515,51.1485
"024","4am",42.32658,57.67342
"025","4am",50.47436,49.52564
"026","4am",51.47484,48.52516
"027","4am",41.99221,58.00779
"028","4am",52.7492,47.2508
"029","4am",47.09718,52.90282
"030","4am",51.34341,48.65659
"031","4am",46.63336,53.36664
"032","4am",46.05111,53.94889
"033","4am",46.34851,53.65149
"034","4am",43.45015,56.54985
"035","4am",43.34799,56.65201
"036","4am",42.88568,57.11432
"037","4am",49.79317,50.20683
"038","4am",44.56244,55.43756
"039","4am",50.30052,49.69948
"041","4am",49.57025,50.42975
"042","4am",43.89166,56.10834
"043","4am",47.26985,52.73015
"044","4am",54.9697,45.0303
"045","4am",47.37362,52.62638
"046","4am",49.94932,50.05068
"047","4am",45.78663,54.21337
"048","4am",44.28796,55.71204
"049","4am",48.92926,51.07074
"050","4am",49.55164,50.44836
"051","4am",51.02605,48.97395
"052","4am",45.19372,54.80628
"053","4am",52.7404,47.2596
"054","4am",46.09324,53.90676
"055","4am",50.4618,49.5382
"056","4am",54.63355,45.36645
"057","4am",45.84766,54.15234
"058","4am",48.78886,51.21114
"059","4am",48.33673,51.66327
"060","4am",45.46224,54.53776
"061","4am",49.19528,50.80472
"062","4am",55.79663,44.20337
"063","4am",46.11448,53.88552
"064","4am",48.61545,51.38455
"065","4am",46.97433,53.02567
"066","4am",52.91039,47.08961
"067","4am",53.00776,46.99224
"068","4am",53.37647,46.62353
"001","5am",47.6141,52.3859
"002","5am",50.92667,49.07333
"003","5am",45.69342,54.30658
"004","5am",48.4894,51.5106
"005","5am",50.90651,49.09349
"006","5am",46.07908,53.92092
"007","5am",54.34968,45.65032
"008","5am",44.75377,55.24623
"009","5am",46.09098,53.90902
"010","5am",43.47043,56.52957
"011","5am",43.80474,56.19526
"012","5am",45.95551,54.04449
"013","5am",44.27705,55.72295
"014","5am",46.37465,53.62535
"015","5am",48.02859,51.97141
"016","5am",45.25916,54.74084
"017","5am",41.07529,58.92471
"018","5am",41.38446,58.61554
"019","5am",48.44585,51.55415
"020","5am",48.27914,51.72086
"021","5am",42.85268,57.14732
"022","5am",47.42882,52.57118
"023","5am",48.94668,51.05332
"024","5am",42.34866,57.65134
"025","5am",53.21558,46.78442
"026","5am",51.933,48.067
"027","5am",41.57433,58.42567
"028","5am",51.88143,48.11857
"029","5am",46.69387,53.30613
"030","5am",51.79575,48.20425
"031","5am",46.89489,53.10511
"032","5am",44.77585,55.22415
"033","5am",46.90525,53.09475
"034","5am",43.82055,56.17945
"035","5am",42.70084,57.29916
"036","5am",41.51401,58.48599
"037","5am",49.73035,50.26965
"038","5am",45.57533,54.42467
"039","5am",50.63218,49.36782
"041","5am",48.14556,51.85444
"042","5am",43.35637,56.64363
"043","5am",49.81268,50.18732
"044","5am",54.14492,45.85508
"045","5am",48.82042,51.17958
"046","5am",49.55649,50.44351
"047","5am",45.70902,54.29098
"048","5am",43.78945,56.21055
"049","5am",49.30127,50.69873
"050","5am",48.37134,51.62866
"051","5am",48.95233,51.04767
"052","5am",45.34746,54.65254
"053","5am",53.09546,46.90454
"054","5am",45.39838,54.60162
"055","5am",50.26663,49.73337
"056","5am",54.13674,45.86326
"057","5am",45.81516,54.18484
"058","5am",48.95162,51.04838
"059","5am",49.00143,50.99857
"060","5am",44.87036,55.12964
"061","5am",48.40615,51.59385
"062","5am",55.90272,44.09728
"063","5am",44.03768,55.96232
"064","5am",48.22092,51.77908
"065","5am",47.19232,52.80768
"066","5am",50.98957,49.01043
"067","5am",53.31155,46.68845
"068","5am",53.34315,46.65685
"001","6am",45.26967,54.73033
"002","6am",52.44324,47.55676
"003","6am",44.23981,55.76019
"004","6am",47.79829,52.20171
"005","6am",51.64422,48.35578
"006","6am",48.03514,51.96486
"007","6am",56.96101,43.03899
"008","6am",44.69843,55.30157
"009","6am",46.25883,53.74117
"010","6am",44.63264,55.36736
"011","6am",44.68179,55.31821
"012","6am",46.88811,53.11189
"013","6am",44.57331,55.42669
"014","6am",45.95852,54.04148
"015","6am",46.2138,53.7862
"016","6am",45.61971,54.38029
"017","6am",38.21589,61.78411
"018","6am",40.25056,59.74944
"019","6am",49.35654,50.64346
"020","6am",48.49642,51.50358
"021","6am",43.50835,56.49165
"022","6am",44.42606,55.57394
"023","6am",48.71315,51.28685
"024","6am",42.445,57.555
"025","6am",55.33261,44.66739
"026","6am",50.89457,49.10543
"027","6am",39.37192,60.62808
"028","6am",53.42062,46.57938
"029","6am",45.14957,54.85043
"030","6am",49.18562,50.81438
"031","6am",47.67709,52.32291
"032","6am",45.2018,54.7982
"033","6am",47.43395,52.56605
"034","6am",43.15474,56.84526
"035","6am",43.32044,56.67956
"036","6am",40.02538,59.97462
"037","6am",47.73331,52.26669
"038","6am",43.90409,56.09591
"039","6am",51.12223,48.87777
"041","6am",47.77234,52.22766
"042","6am",42.61655,57.38345
"043","6am",48.66475,51.33525
"044","6am",54.34964,45.65036
"045","6am",48.59896,51.40104
"046","6am",50.76447,49.23553
"047","6am",47.47218,52.52782
"048","6am",45.37201,54.62799
"049","6am",47.29028,52.70972
"050","6am",47.12625,52.87375
"051","6am",47.93273,52.06727
"052","6am",44.06254,55.93746
"053","6am",51.53788,48.46212
"054","6am",43.85604,56.14396
"055","6am",47.70752,52.29248
"056","6am",53.88976,46.11024
"057","6am",44.11403,55.88597
"058","6am",48.30728,51.69272
"059","6am",47.12992,52.87008
"060","6am",43.66505,56.33495
"061","6am",47.2336,52.7664
"062","6am",55.86887,44.13113
"063","6am",40.98963,59.01037
"064","6am",47.57824,52.42176
"065","6am",45.09954,54.90046
"066","6am",51.0118,48.9882
"067","6am",50.69427,49.30573
"068","6am",50.73545,49.26455
"001","7am",46.48124,53.51876
"002","7am",51.77619,48.22381
"003","7am",43.97339,56.02661
"004","7am",43.57631,56.42369
"005","7am",49.61569,50.38431
"006","7am",48.44738,51.55262
"007","7am",56.86647,43.13353
"008","7am",40.40016,59.59984
"009","7am",48.82725,51.17275
"010","7am",47.54123,52.45877
"011","7am",43.46022,56.53978
"012","7am",48.03981,51.96019
"013","7am",45.78325,54.21675
"014","7am",46.16666,53.83334
"015","7am",43.41557,56.58443
"016","7am",44.31468,55.68532
"017","7am",36.56778,63.43222
"018","7am",37.18869,62.81131
"019","7am",49.42438,50.57562
"020","7am",50.10836,49.89164
"021","7am",44.32232,55.67768
"022","7am",50.1653,49.8347
"023","7am",48.27609,51.72391
"024","7am",39.60718,60.39282
"025","7am",55.28484,44.71516
"026","7am",51.22465,48.77535
"027","7am",38.80386,61.19614
"028","7am",54.18738,45.81262
"029","7am",48.94906,51.05094
"030","7am",50.29711,49.70289
"031","7am",49.2013,50.7987
"032","7am",38.59246,61.40754
"033","7am",46.50684,53.49316
"034","7am",39.72966,60.27034
"035","7am",47.66773,52.33227
"036","7am",35.96498,64.03502
"037","7am",48.55246,51.44754
"038","7am",44.49959,55.50041
"039","7am",54.22918,45.77082
"041","7am",50.14634,49.85366
"042","7am",37.58996,62.41004
"043","7am",53.91193,46.08807
"044","7am",52.95001,47.04999
"045","7am",54.67808,45.32192
"046","7am",48.55193,51.44807
"047","7am",50.27536,49.72464
"048","7am",42.30672,57.69328
"049","7am",51.31764,48.68236
"050","7am",49.6682,50.3318
"051","7am",46.85663,53.14337
"052","7am",45.60695,54.39305
"053","7am",50.68961,49.31039
"054","7am",45.7793,54.2207
"055","7am",46.72627,53.27373
"056","7am",49.7121,50.2879
"057","7am",43.48933,56.51067
"058","7am",46.73054,53.26946
"059","7am",47.44491,52.55509
"060","7am",40.2016,59.7984
"061","7am",46.97983,53.02017
"062","7am",52.01465,47.98535
"063","7am",37.93277,62.06723
"064","7am",46.95879,53.04121
"065","7am",46.43394,53.56606
"066","7am",52.83184,47.16816
"067","7am",47.36016,52.63984
"068","7am",50.92947,49.07053
"001","8am",48.84198,51.15802
