"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085";"31728.9085"
"4am";" 9200.0761";"16136.2799";"20148.8001";"13700.5532";"15951.7204";"14971.1099";"12854.6583";"16585.6408";"14878.3830";"13539.4937";"16843.5120";" 5752.9577";"17161.1058";" 5281.5760";"13841.6767";"16022.7966";" 5786.3332";" 6227.0168";"11366.8338";"18467.7683";"11089.6854";"13031.8043";"16299.7156";"19825.4330";" 5719.2158";" 6652.4990";"10751.2526";" 9838.4080";" 9753.4018";"    0.0000";"    0.0000";"   35.8843";"   44.0683";"  150.6942";"    0.0000";"  294.3744";"    0.0000";"  191.3718";"    0.0000";"    0.0000";"   74.3750";"    0.0000";"   41.9147";"  178.6818";"  164.1266";"    0.0000";"    0.0000";"    0.0000";"   42.1968";"   79.8293";"   22.5344";"    0.0000";"    0.0000";"   66.6990";"    0.0000";"   71.9088";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"  170.5763";"   36.2673";"   91.9215"
"5am";" 9200.0761";"16399.3560";"20148.8001";"13648.0704";"15765.6846";"14807.9223";"12606.5442";"16416.8385";"14793.2739";"13539.4937";"16598.1616";" 5724.7569";"17212.5892";" 5371.8327";"13685.5884";"16169.4514";" 5683.3664";" 6225.9853";"11284.3924";"18290.7947";"10849.9368";"12968.1323";"16169.3954";"19931.8451";" 5706.3190";" 6652.4990";"10526.9513";" 9839.3127";" 9762.3361";"  124.6382";"   70.9217";"   99.5563";"   44.0683";"  150.6942";"    0.0000";"  294.3744";"    0.0000";"  191.3718";"    0.0000";"    0.0000";"   74.3750";"    0.0000";"   41.9147";"  258.5111";"  164.1266";"    0.0000";"    0.0000";"    0.0000";"   84.4560";"   79.8293";"   22.5344";"    0.0000";"    0.0000";"   66.6990";"    0.0000";"  160.3956";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"  170.5763";"   36.2673";"  135.2122"
"6am";" 8938.3124";"16437.3789";"20010.2018";"13707.9769";"15598.8630";"15071.1866";"11855.5466";"15573.0462";"14350.8536";"13560.8163";"16367.1949";" 5788.2392";"17001.4514";" 5180.8934";"13296.5613";"15578.3118";" 6102.1591";" 6215.3350";"10564.2024";"17174.0638";"10463.8229";"12476.8432";"15896.2793";"20034.3476";" 5743.2680";" 6578.8356";"10164.7407";" 9552.0735";"10088.7344";"  394.5973";"   85.1091";"  561.6300";"   44.0683";"  150.6942";"  192.7288";"  437.8545";"   30.4317";"  361.9990";"    0.0000";"    0.0000";"  144.4103";"   70.0353";"  111.3639";"  179.4936";"  217.6215";"   62.8658";"   83.7689";"    0.0000";"  202.8503";"  302.5337";"   42.3130";"    0.0000";"    0.0000";"  145.3589";"    0.0000";"  184.3220";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"  170.5763";"   36.2673";"  158.1328"
"7am";" 8222.3074";"20319.8866";"17469.2708";"12393.3760";"12902.4335";"13829.5361";"10033.9369";"13421.8955";"12992.0543";"11405.9677";"14146.5410";" 4812.6470";"15156.8228";" 4942.4166";"11619.4561";"14979.2497";" 5221.8757";" 5573.9041";" 9053.7223";"14890.3159";"10221.3081";"10918.6923";"14800.3017";"20179.1264";" 5682.9039";" 5570.1343";" 9055.3034";"10935.1375";"11296.5400";" 3196.5484";"  227.2913";" 1681.0043";"   44.0683";"  415.8899";"  431.9469";"  441.9254";"  564.2660";" 1383.1441";"  295.8993";"  224.2489";"  506.9638";"  236.1566";"  127.4044";"  243.3010";"  397.0661";" 1545.6198";"  516.9444";"    0.0000";"  528.1831";"  302.5337";"   55.1503";"   58.3150";"  111.0412";"  454.2134";"  132.0249";"  290.7341";"  248.7131";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"  269.3324";"  288.7301";"  222.7353"
"8am";" 9234.6833";"23853.4420";"15919.3986";"13123.0960";"11313.2471";"12115.3487";" 9133.4734";"11660.9630";"11336.0635";" 9354.8687";"11551.7990";" 4685.2823";"14235.9487";" 4662.3504";"10575.1883";"11500.2415";" 5717.3583";" 5263.9290";" 7806.6590";"12681.6726";" 9787.1140";" 8442.7910";"14923.9340";"21615.2925";" 6862.7655";" 4524.2555";" 8992.2354";"15616.3737";"12154.6842";" 7667.8941";"  454.3986";" 2480.3111";"  630.6162";" 1720.0756";"  631.4622";"  735.3345";" 1240.2928";" 2650.2882";"  353.1524";"  385.6924";" 1280.4523";"  260.0830";"  444.6992";"  397.3177";"  827.9881";" 4156.8989";" 1224.2835";"    0.0000";" 1044.7488";"  633.7908";"  313.2987";"   58.3150";"  144.3679";" 1013.8929";"  132.0249";" 1074.7150";"  385.6944";"  148.9572";"  137.6129";"   53.0817";"    0.0000";"   39.9229";"    0.0000";"  500.7777";"  324.1018";"  897.5956"
"9am";" 9341.9058";"27750.9586";"15387.8859";"13382.1900";"11097.2388";"11510.9717";" 8083.9134";"10971.1144";"10349.1475";" 9205.1729";" 9205.9898";" 4183.9490";"14817.0063";" 4109.6298";" 9535.2764";"10508.5510";" 5579.8986";" 5256.3187";" 7256.9021";"11633.6139";"10364.0881";" 7661.1203";"15608.5203";"22397.8323";" 7165.8005";" 4145.5362";" 8955.5048";"17371.9863";"12901.4325";" 9419.4609";"  793.5271";" 2665.9285";"  927.9120";" 1755.6573";"  705.4064";"  877.5137";" 1567.2955";" 2911.2800";"  542.2423";"  538.6546";" 1829.0044";"  260.0830";"  643.4385";"  397.3177";"  820.0333";" 4949.6752";" 1341.8283";"  152.9431";" 1583.3286";"  649.9952";"  313.2987";"   58.3150";"  144.3679";" 1148.4536";"  276.6963";" 1442.2570";"  385.6944";"  148.9572";"  346.4154";"   53.0817";"    0.0000";"  102.6435";"    0.0000";"  287.9558";"  324.1018";"  897.5956"
"10am";" 9788.3989";"31166.1133";"15498.9864";"13597.6766";"10338.7701";"10497.3333";" 7241.8246";"10659.5159";" 9293.6400";" 8528.0424";" 9079.5997";" 3939.6094";"14868.4520";" 3780.4094";" 8352.1239";"10152.9765";" 5824.1165";" 4832.7967";" 6781.9105";"11610.5415";"10789.8661";" 7043.8899";"15525.7288";"22658.1293";" 7458.6842";" 3853.1839";" 8993.7355";"18141.5395";"12442.9385";"10264.5614";"  967.3515";" 3106.4226";" 1012.1363";" 1860.6553";" 1004.5372";"  991.7245";" 1726.6747";" 3157.3896";"  506.8706";"  538.6546";" 1548.8498";"  431.0485";"  455.4022";"  632.7910";"  849.1393";" 5627.9220";" 1539.1138";"  152.9431";" 1703.4000";"  649.9952";"  481.4647";"  142.0839";"  313.6421";" 1209.3170";"  359.1377";" 1370.3482";"  366.2579";"  148.9572";"  418.1709";"   53.0817";"    0.0000";"  102.6435";"    0.0000";"  287.9558";"  366.3610";"  974.5845"
"11am";" 9062.2330";"30263.7510";"15516.1818";"12935.5980";"10620.9716";"10512.1041";" 7932.7350";"10206.4025";" 9957.9673";" 8776.0110";" 9946.2425";" 3512.1700";"14344.0092";" 4186.3716";" 9184.2203";"10480.4207";" 5617.4441";" 4859.1097";" 7129.8036";"11511.5468";"10772.6259";" 7235.1876";"14999.1985";"22522.7551";" 7040.8520";" 4064.3553";" 8985.9378";"18128.8125";"12630.6996";" 9970.8140";"  903.6191";" 2884.4633";"  599.1255";" 2091.8027";"  661.5990";" 1007.4794";" 1812.0261";" 3092.4185";"  442.6010";"  461.6657";" 1235.5284";"  343.8519";"  289.1057";"  626.8967";"  849.1393";" 5720.8414";" 1630.3523";"   99.6348";" 1891.3307";"  649.9952";"  553.3039";"  142.0839";"  316.8381";" 1342.7534";"  404.0852";" 1251.0794";"  366.2579";"  148.9572";"  365.4447";"   53.0817";"    0.0000";"  102.6435";"    0.0000";"  287.9558";"  436.2501";"  837.6032"
"12am";" 9237.6947";"30147.6217";"15749.5084";"12653.1187";"11633.9529";"10624.9709";" 8611.8184";"10666.6214";"10435.6633";" 9253.3129";"11386.8709";" 4007.5139";"14266.9804";" 4014.9157";"10274.3289";"10336.1346";" 5931.2295";" 4821.4169";" 7905.6150";"11682.2801";"10474.6211";" 8243.5795";"15322.4881";"20188.4962";" 6824.1830";" 4563.8322";" 9359.6294";"16704.7498";"12225.0835";" 9272.1437";"  806.6266";" 2664.7857";"  466.4189";" 1585.4287";"  577.4543";" 1129.0993";" 1365.5561";" 2964.5332";"  353.1524";"  431.8323";" 1339.7768";"  364.3607";"  492.9587";"  392.5965";"  556.4960";" 5930.9171";" 1310.5832";"  178.6523";" 2017.4874";"  720.0305";"  320.4869";"  241.7482";"  297.6919";" 1028.5193";"  330.3355";" 1277.9963";"  418.7972";"   65.1883";"  313.4402";"   53.0817";"    0.0000";"  102.6435";"    0.0000";"   88.6272";"  446.6519";"  861.4261"
"1pm";" 9083.5508";"31509.3849";"14718.0138";"12269.7630";"10037.1404";"10864.8235";" 9495.8310";" 9795.0632";"10851.0919";" 8614.0180";"10190.7193";" 4087.3500";"13962.9975";" 4067.3291";" 9495.1354";"10803.5743";" 6176.9649";" 4895.4519";" 7129.2895";"10535.5143";" 9837.6225";" 7784.1028";"14788.6676";"22089.5831";" 6533.1721";" 4047.2476";" 9137.6115";"17471.1125";"12085.7389";" 9715.5625";" 1368.8705";" 3284.1957";"  924.8375";" 1949.1700";"  539.4044";" 1004.1711";" 1573.7345";" 3068.6052";"  463.4973";"  306.7346";" 1186.1948";"  407.5239";"  463.5338";"  606.8990";"  820.7783";" 5574.8549";" 1609.7873";"  178.6523";" 1766.3351";"  255.8370";"  320.4869";"  241.7482";"  441.3703";" 1529.8156";"  404.0852";" 1189.5095";"  355.1252";"  152.3849";"  324.7204";"   53.0817";"    0.0000";"  102.6435";"    0.0000";"   88.6272";"  401.7327";"  972.2895"
"2pm";" 9326.1893";"31728.9085";"15100.5493";"12825.3927";" 9064.7364";"10917.2151";" 8529.0379";"11576.2096";"10025.3539";" 8395.3681";" 9466.5664";" 3663.2479";"14160.5992";" 3998.5363";" 9612.8970";"10471.5619";" 5570.7646";" 4717.5512";" 6899.7306";"11398.5092";"10724.5763";" 6643.8760";"15440.8541";"22809.6986";" 6387.4108";" 3901.6539";" 8866.5263";"17126.4560";"12251.5382";" 9950.9935";" 1129.3472";" 3145.6945";" 1255.4604";" 1667.0103";"  694.6382";" 1130.3737";" 1688.3046";" 3183.6094";"  497.6665";"  440.9720";" 1384.0964";"  343.8519";"  641.8988";"  856.0650";"  658.9923";" 5478.7296";" 1379.1722";"  246.9104";" 2727.0153";"  355.5013";"  531.7265";"  142.0839";"  441.3703";" 1395.1237";"  288.2160";" 1126.6437";"  355.1252";"  152.3849";"  356.6367";"   53.0817";"   64.6510";"   75.2946";"   27.3489";"   88.6272";"  366.3610";"  972.2895"
"3pm";"10211.5878";"30302.7294";"15160.6631";"12996.3676";" 9505.0579";"10424.1338";" 9121.6161";"10927.2630";" 9699.6696";" 8461.2264";" 9309.9761";" 3114.0021";"12941.6621";" 3998.9757";"10191.6063";" 9862.4072";" 5413.7337";" 4753.9309";" 6758.8064";"11810.8521";"11842.8572";" 7402.8809";"15484.6846";"21955.6406";" 6664.8196";" 4152.7745";" 8351.0651";"16538.7261";"12204.6282";"10041.9577";" 1268.8078";" 3372.7890";" 1634.1934";" 2022.3913";"  734.6549";" 1211.4195";" 1516.1678";" 3253.6795";"  465.0600";"  466.0808";" 1206.3644";"  343.8519";"  962.8857";"  909.5205";"  563.5880";" 5523.9879";" 1407.8165";"   79.0175";" 2866.3008";"  275.6720";"  531.7265";"   58.3150";"  387.1831";" 1493.8798";"  346.1712";" 1271.9655";"  510.7187";"   65.1883";"  356.6367";"   53.0817";"   64.6510";"   75.2946";"   27.3489";"   88.6272";"  324.1018";"  936.4052"
"4pm";" 9355.8613";"28101.6392";"15777.5077";"12102.2967";"11519.2087";"10821.4809";" 9937.9096";"11550.2044";"10187.7690";" 8245.5823";"10357.5119";" 3564.1715";"13247.1874";" 4486.7684";"10045.4667";"10672.1070";" 5647.7144";" 5313.1529";" 6678.2252";"13054.6288";"11729.4560";" 7453.0975";"15787.3505";"20874.9252";" 6344.5658";" 4646.1180";" 8691.6052";"15111.4351";"11022.9848";" 9491.8145";"  856.2700";" 2523.5272";" 1223.2043";" 1810.0857";"  862.2826";" 1159.4733";" 1170.7991";" 2734.6017";"  263.7753";"  814.6918";" 1184.3894";"  217.3244";"  593.3996";"  766.5241";"  654.5278";" 4633.0320";"  982.5368";"   87.1966";" 2230.1736";"  218.2669";"  251.2609";"    0.0000";"  317.2427";" 1474.2679";"  263.7298";" 1210.3524";"  526.8760";"   65.1883";"  188.7143";"   53.0817";"    0.0000";"  102.6435";"    0.0000";"   88.6272";"  324.3020";"  810.8776"
"5pm";" 8798.7644";"26260.6225";"16534.3139";"13796.4873";"12835.4302";"12314.0259";"10470.1650";"12389.3654";"10689.0586";" 9316.2730";"12424.1456";" 4916.2018";"13901.5341";" 4426.8638";"10970.9399";"11667.4689";" 5295.5779";" 5346.9661";" 7438.6994";"14938.4712";"12268.8975";" 8142.2567";"15581.0477";"19400.4448";" 6268.1798";" 4999.7306";" 9508.0757";"12266.5117";"10114.7058";" 6298.5688";"  715.3318";" 1237.8650";"  698.6982";" 1383.9064";"  842.8686";"  959.0589";" 1040.9601";" 1490.6671";"  164.4640";"  644.0784";" 1146.5970";"   93.9617";"  475.8732";"  597.9743";"  462.0136";" 3683.9659";"  649.6669";"    0.0000";" 1951.3376";"  146.4819";"  396.8383";"    0.0000";"  158.0754";" 1075.2052";"   78.9432";" 1061.7435";"  106.4121";"    0.0000";"  139.4855";"    0.0000";"    0.0000";"  134.1278";"    0.0000";"    0.0000";"  303.3466";"  780.5546"
