"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896";"7499.896"
"4am";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"6am";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"784.902";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000"
"7am";"1207.820";"   0.000";"   0.000";" 590.466";" 620.854";"2649.146";" 525.499";"   0.000";"   0.000";"1285.030";"   0.000";"   0.000";" 934.421";"1147.065";"   0.000";"   0.000";"   0.000";"   0.000";" 626.869"
"8am";"2980.144";"   0.000";" 773.543";"1272.570";" 939.066";"6045.187";"1145.076";" 954.427";"   0.000";"2043.972";" 349.940";"   0.000";"1959.683";"1764.809";"   0.000";" 699.726";"   0.000";"   0.000";"1266.805"
"9am";"3489.458";" 349.969";" 974.576";"1452.005";" 976.660";"7277.849";"1233.065";"1076.961";" 462.204";"2183.681";" 368.651";"   0.000";"1942.704";"1797.582";"   0.000";"1167.272";"   0.000";"   0.000";"1398.920"
"10am";"3393.969";"   0.000";" 949.844";"1761.325";"1078.990";"7499.896";"1317.933";"1202.553";"   0.000";"2191.510";" 368.651";" 612.230";"2117.746";"1841.737";"   0.000";"1436.259";"   0.000";" 414.431";"1290.910"
"11am";"3431.254";"   0.000";" 986.239";"1281.630";"1081.102";"7411.342";"1185.254";"1187.923";"   0.000";"2311.589";" 368.651";" 566.234";"1890.036";"1752.987";"   0.000";" 975.103";"   0.000";" 361.685";"1384.732"
"12am";"2732.474";" 423.156";" 734.858";"1118.241";" 650.447";"5859.668";" 970.658";" 716.278";"   0.000";"1494.749";" 325.399";"   0.000";"1455.355";"1158.244";"   0.000";" 580.184";"   0.000";"   0.000";" 756.181"
"1pm";"3195.779";" 417.313";" 849.548";"1135.178";"1035.594";"6710.761";"1199.702";" 630.406";" 411.047";"2004.863";" 324.299";" 468.387";"1954.849";"1833.082";"   0.000";" 822.902";"   0.000";" 352.085";"1347.025"
"2pm";"3414.579";" 429.634";" 589.098";"1366.188";"1100.100";"7085.324";"1176.470";"1052.211";" 422.104";"2145.211";" 469.166";" 377.605";"2063.035";"1707.428";"   0.000";"1559.199";"   0.000";" 432.927";"1585.889"
"3pm";"3474.649";" 446.558";" 617.234";"1155.447";"1192.243";"6691.506";"1065.885";" 924.619";" 476.858";"2103.170";" 477.282";" 405.067";"2124.885";"1692.368";"   0.000";"1200.998";"   0.000";"   0.000";"1346.982"
"4pm";"3192.457";" 508.794";" 518.497";"1093.763";" 917.960";"6115.872";"1001.749";"1002.219";" 654.757";"1906.791";" 513.651";"   0.000";"2057.070";"1682.752";"   0.000";"1079.717";"   0.000";"   0.000";"1170.807"
"5pm";"2146.453";"   0.000";"   0.000";" 717.721";" 780.914";"3940.342";" 743.473";" 670.215";"   0.000";"1139.567";" 370.863";" 441.502";"1582.314";"1008.887";"   0.000";"1536.841";"   0.000";"   0.000";" 877.041"
"6pm";"1106.803";"   0.000";"   0.000";" 860.575";" 742.007";"2052.582";"   0.000";" 493.841";"   0.000";" 425.805";"   0.000";" 536.136";" 934.797";" 650.725";"   0.000";"1019.080";"   0.000";"   0.000";" 571.848"
"7pm";" 537.198";"   0.000";"   0.000";"   0.000";" 475.685";"1558.382";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 414.051";"   0.000";"   0.000";"   0.000"
"8pm";" 499.070";"   0.000";"   0.000";"   0.000";"   0.000";"1694.127";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000"
"9pm";" 320.695";"   0.000";"   0.000";"   0.000";"   0.000";"1447.163";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000"
"10pm";"  0.000";"0";"  0.000";"  0.000";"  0.000";"569.935";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"0";"  0.000"
"11pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"12pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0"
"1am";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";" 0"
"3am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";" 0"
