"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266"
"max";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444"
"4am";"1130.263";"1641.827";"1259.613";"1613.579";"1055.151";" 983.742";"1134.951";"1598.569";"1282.860";"1331.021";"1237.152";"2004.146";"1997.369";"1469.205";"1186.014";"1182.658";"1153.977";" 811.697"
"5am";"1130.263";"1641.827";"1259.613";"1613.579";"1055.151";" 983.742";"1134.951";"1598.569";"1282.860";"1331.021";"1237.152";"2004.146";"1997.369";"1469.205";"1186.014";"1182.658";"1153.977";" 811.697"
"6am";"1130.263";"1641.827";"1259.613";"1613.579";"1055.151";" 983.742";"1134.951";"1598.569";"1282.860";"1331.021";"1237.152";"2004.146";"1997.369";"1469.205";"1186.014";"1182.658";"1153.977";" 811.697"
"7am";"1130.263";"1641.827";"1259.613";"1558.009";"1055.151";" 983.742";"1134.951";"1598.569";"1282.860";"1277.884";"1237.152";"2015.862";"1941.892";"1469.205";"1186.014";"1182.658";"1153.977";" 811.697"
"8am";"1198.843";"1309.638";"1486.150";"1502.439";"1013.495";" 942.151";"1137.912";"1496.277";"1232.198";"1211.353";"1237.152";"1933.445";"1710.996";"1593.701";"1241.491";"1238.228";"1356.566";" 763.608"
"9am";"1539.790";"1356.880";"1520.961";"1431.157";"1049.969";" 882.435";"1061.656";"1451.058";"1419.525";"1203.614";"1192.781";"1834.623";"1624.177";"1520.381";"1145.315";"1123.933";"1253.809";" 715.519"
"10am";"1682.953";"1239.960";"1598.768";"1533.251";" 881.889";" 869.967";"1023.139";"1616.627";"1115.465";"1360.466";"1227.588";"1702.071";"1785.660";"1454.870";"1085.606";"1048.697";" 937.768";" 685.570"
"11am";"1355.281";"1425.418";"1354.707";"1674.017";" 917.969";" 869.967";"1020.235";"1667.886";"1269.275";"1305.592";"1197.639";"1799.483";"1742.440";"1308.671";"1181.782";"1103.335";"1153.977";" 763.608"
"12am";"1194.074";"1461.736";"1317.365";"1503.867";" 867.418";" 971.274";"1114.179";"1513.976";"1319.937";"1394.305";"1147.449";"1963.912";"1853.394";"1469.205";"1241.491";"1251.745";"1199.196";" 745.072"
"1pm";"1440.073";"1503.157";"1322.370";"1532.990";" 917.969";" 919.529";"1114.179";"1559.195";"1299.240";"1394.305";"1044.312";"1886.089";"1790.637";"1498.328";"1181.782";"1251.745";"1153.977";" 745.072"
"2pm";"1580.958";"1402.505";"1362.319";"1612.664";" 785.134";" 795.460";"1112.333";"1539.815";"1288.921";"1291.450";" 990.551";"1926.382";"1811.475";"1356.330";"1117.731";"1324.770";"1183.411";" 648.894"
"3pm";"1474.360";"1357.880";"1416.300";"1698.459";" 746.704";" 830.601";" 934.687";"1552.961";"1159.125";"1299.622";" 968.917";"1803.231";"1905.507";"1510.799";"1002.766";"1270.132";"1369.444";" 552.716"
"4pm";"1108.256";"1484.401";"1303.927";"1667.198";" 762.011";"1036.743";"1009.987";"1676.640";"1139.700";"1358.148";"1053.188";"2029.961";"1786.258";"1624.513";"1057.769";"1233.209";"1345.650";" 648.894"
"5pm";"1072.018";"1493.309";"1251.222";"1682.614";" 941.092";"1044.508";"1067.207";"1611.274";"1080.212";"1381.541";"1197.639";"2005.007";"1817.622";"1641.671";"1117.478";"1189.280";"1274.168";" 696.983"
