"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125"
"max";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73"
"4am";"3367.248";"3089.507";"1590.853";"1154.181";"2981.716";"1280.522";"2090.444";"2236.701";"2163.200";"1690.086";"1028.945";"1582.462";"1558.972";"3772.089";"1519.065";"3816.906";"3591.991";"2872.267";"1236.775";"1055.136";"1394.512";"1335.138";" 823.623";"1888.623";"1740.120";" 585.188";"1313.772";" 838.108";" 351.558";"2744.393";" 365.513";"1786.626";" 580.995";"2482.730";" 929.970";"1416.336";" 452.410";" 733.107";"1337.933";"1050.850";"1823.855";"2066.678";" 921.920";" 852.818";"1364.973";"3347.730";"1892.616";" 550.719";"1073.917";" 755.871";" 618.360";" 773.781"
"5am";"3367.248";"3089.507";"1723.032";"1154.181";"2911.356";"1351.877";"2118.937";"2111.212";"2108.138";"1690.086";" 979.435";"1582.462";"1575.886";"3710.931";"1423.649";"3870.104";"3469.564";"3150.454";"1145.098";"1055.136";"1394.512";"1359.052";" 799.709";"1775.282";"1740.120";" 585.188";"1313.772";" 838.108";" 351.558";"2745.892";" 358.046";"1554.711";" 580.995";"2417.598";" 929.970";"1416.336";" 452.410";" 733.107";"1292.588";"1130.372";"1823.855";"2066.678";" 953.576";" 719.263";"1420.035";"3196.741";"1892.616";" 550.719";"1073.917";" 710.748";" 618.360";" 773.781"
"6am";"3275.180";"2811.599";"1955.571";"1039.039";"3001.405";"1291.635";"2031.154";"2070.709";"1880.594";"1502.177";" 946.896";"1567.240";"1474.991";"3379.667";"1382.525";"3654.216";"3555.929";"3212.751";"1024.928";" 996.759";"1468.373";"1303.533";" 662.873";"1738.519";"1450.336";" 535.985";"1138.334";" 663.459";" 287.544";"2530.013";" 337.119";"1554.711";" 543.327";"2340.608";" 897.951";"1239.900";" 407.294";" 725.860";"1451.574";"1042.874";"1902.082";"1911.787";" 810.898";" 684.226";"1374.100";"3097.323";"1550.684";" 550.719";" 994.563";" 710.748";" 563.129";" 640.127"
"7am";"3069.128";"3299.323";"2216.783";" 962.393";"2812.660";"2108.761";"2510.766";"1846.297";"1805.699";"1389.038";" 915.443";"2198.326";"1459.759";"2385.202";"1932.384";"3482.214";"3633.834";"2991.460";" 852.276";" 873.356";"1059.728";"1372.239";" 527.109";"1711.771";"1226.569";" 325.598";" 958.002";" 454.046";" 226.123";"2175.212";" 285.334";"1687.454";" 462.316";"2341.673";" 689.700";" 880.373";" 371.717";" 602.207";"2132.234";" 989.791";"1131.288";"1275.429";" 525.966";" 473.607";"1103.656";"2114.108";"1218.327";" 673.123";" 638.877";" 640.677";" 412.205";" 404.571"
"8am";"4892.704";"3074.250";"1781.309";"1084.603";"2546.318";"3264.592";"3214.987";"1974.936";"1758.384";"1179.229";"1309.580";"2534.670";"1703.120";"1683.713";"2604.178";"2538.267";"4156.475";"2769.309";" 697.761";" 812.412";" 772.129";"1884.660";" 562.086";"1514.914";"1559.661";" 176.886";" 767.627";" 391.717";" 164.397";"2008.601";" 180.695";"1297.038";" 320.784";"2316.888";" 722.939";" 667.198";" 431.676";" 621.513";"2939.039";" 719.568";"1227.782";"1211.653";" 395.669";" 327.015";" 909.826";"2006.255";"1291.316";" 953.189";" 756.210";" 383.640";" 375.652";" 194.228"
"9am";"5008.611";"3362.200";"1748.248";" 852.216";"2935.723";"3227.038";"3534.765";"2160.713";"1669.110";"1035.185";"1159.079";"2744.077";"1455.573";"1681.790";"2833.067";"2489.329";"4203.438";"2683.532";" 706.305";" 785.258";" 896.342";"1834.639";" 444.503";"1628.973";"1853.614";" 176.886";" 535.622";" 336.940";" 167.176";"1993.948";" 243.743";"1216.017";" 384.266";"2412.549";" 690.920";" 708.707";" 386.560";" 644.735";"2979.750";" 666.413";"1146.049";"1080.818";" 364.013";" 327.015";" 810.408";"1944.098";"1179.920";" 911.581";" 852.452";" 316.866";" 375.652";" 194.228"
"10am";"5116.213";"3286.520";"1526.603";" 852.216";"3190.097";"3518.701";"3609.207";"2244.876";"1735.652";" 922.343";"1196.184";"2973.981";"1391.349";"1441.856";"2537.141";"2451.156";"4137.617";"2676.576";" 708.921";" 773.641";" 718.801";"1773.049";" 414.158";"1638.509";"1802.780";" 176.886";" 523.392";" 243.305";" 180.926";"1917.501";" 155.255";"1346.704";" 485.416";"2425.548";" 683.595";" 821.405";" 386.560";" 603.487";"2792.268";" 666.413";"1127.215";"1080.818";" 364.013";" 299.406";" 932.244";"2130.347";"1020.020";" 953.189";" 941.541";" 323.999";" 339.295";" 228.820"
"11am";"4834.953";"3603.143";"1829.673";" 852.216";"3256.315";"3084.401";"3160.707";"1855.637";"1919.344";"1041.055";"1030.577";"2525.800";"1338.614";"1461.924";"2389.494";"2668.323";"4182.759";"2908.147";" 547.380";" 766.100";" 744.544";"1686.803";" 456.195";"1683.038";"1867.576";" 176.649";" 611.750";" 321.462";" 180.926";"1791.086";" 134.328";"1279.065";" 463.529";"2559.034";" 655.958";" 773.484";" 355.732";" 507.115";"2872.931";" 733.473";" 991.007";"1360.050";" 364.013";" 313.147";" 865.470";"2228.604";"1230.799";" 911.581";" 941.892";" 271.743";" 388.250";" 228.820"
