"district","hour","mode1","mode2","mode3"
"001","4am",78.237,1887.601,2577.613
"002","4am",55.797,1590.984,1458.82
"003","4am",282.657,5499.39,1988.271
"004","4am",177.906,1818.113,570.718
"005","4am",78.584,1360.467,521.104
"006","4am",76.252,3523.003,1490.88
"007","4am",410.537,1944.469,1255.292
"008","4am",47.567,3494.782,1329.529
"009","4am",42.42,3415.823,422.477
"010","4am",370.776,1906.144,432.818
"011","4am",50.902,1659.133,531.412
"012","4am",37.019,3974.868,529.881
"013","4am",74.236,3138.636,294.614
"014","4am",42.991,2106.696,365.22
"015","4am",48.724,1854.563,145.004
"001","5am",78.237,1920.678,2577.613
"002","5am",55.797,1590.984,1458.82
"003","5am",282.657,5467.418,1988.271
"004","5am",177.906,1867.423,570.718
"005","5am",78.584,1352.55,521.104
"006","5am",76.252,3649.317,1490.88
"007","5am",410.537,1793.583,1158.68
"008","5am",47.567,3515.297,1329.529
"009","5am",42.42,3347.528,422.477
"010","5am",370.776,1820.041,432.818
"011","5am",50.902,1636.207,531.412
"012","5am",37.019,3940.159,529.881
"013","5am",74.236,3269.957,294.614
"014","5am",42.991,2106.696,365.22
"015","5am",48.724,1838.766,145.004
"001","6am",78.237,1938.874,2577.613
"002","6am",55.797,1626.776,1428.691
"003","6am",225.445,5499.617,2018.4
"004","6am",177.906,1974.417,570.718
"005","6am",78.584,1330.802,521.104
"006","6am",76.252,3736.391,1287.395
"007","6am",338.077,1849.9,1138.209
"008","6am",47.567,3411.043,1329.529
"009","6am",21.21,3134.954,422.477
"010","6am",370.776,1744.827,445.096
"011","6am",39.726,1627.881,531.412
"012","6am",37.019,3705.54,459.642
"013","6am",51.186,3298.574,294.614
"014","6am",42.991,1953.804,365.22
"015","6am",48.724,1838.766,145.004
"001","7am",320.066,3165.333,2740.728
"002","7am",116.077,1964.646,1394.008
"003","7am",154.931,5829.056,2316.15
"004","7am",134.757,2191.797,612.617
"005","7am",58.011,1052.817,283.731
"006","7am",56.867,3489.417,1285.1
"007","7am",241.465,1903.3,840.016
"008","7am",85.298,3421.187,1136.791
"009","7am",0,2258.576,374.147
"010","7am",0,1439.846,378.826
"011","7am",37.784,1372.805,471.38
"012","7am",37.019,3014.679,305.723
"013","7am",32.746,2639.887,278.217
"014","7am",0,1460.114,284.514
"015","7am",10.611,1536.446,145.004
"001","8am",540.789,3973.776,2863.575
"002","8am",212.689,3033.398,1573.52
"003","8am",114.66,6207.887,2107.667
"004","8am",134.757,1911.046,398.737
"005","8am",58.011,1162.726,221.971
"006","8am",40.551,2334.166,1472.358
"007","8am",213.135,1757.286,876.84
"008","8am",85.298,3232.813,1068.362
"009","8am",0,2019.629,231.418
"010","8am",0,1094.231,267.588
"011","8am",30.178,1533.673,439.349
"012","8am",0,2309.762,288.161
"013","8am",0,2167.635,318.066
"014","8am",0,1113.842,220.883
"015","8am",10.611,904.25,110.999
"001","9am",537.38,3828.649,3199.447
"002","9am",181.066,2804.684,1420.845
"003","9am",132.877,6140.027,2338.64
"004","9am",131.069,2222.188,465.161
"005","9am",98.282,1043.543,219.552
"006","9am",40.551,2199.185,1368.541
"007","9am",213.135,1604.617,793.109
"008","9am",85.298,3546.802,1058.159
"009","9am",0,1681.017,304.067
"010","9am",0,1079.622,228.269
"011","9am",30.178,1363.614,521.545
"012","9am",0,2424.101,337.643
"013","9am",0,1795.071,407.737
"014","9am",0,1213.706,138.262
"015","9am",0,745,159.702
"001","10am",553.141,3758.067,3149.571
"002","10am",164.55,2688.031,1599.338
"003","10am",132.877,5737.839,2115.413
"004","10am",131.069,2293.529,409.962
"005","10am",98.282,1006.589,136.285
"006","10am",40.551,2313.114,1480.724
"007","10am",356.054,1485.383,1042.027
"008","10am",85.298,3782.017,982.387
"009","10am",0,1614.057,304.067
"010","10am",0,1089.89,228.269
"011","10am",30.178,1142.554,562.403
"012","10am",0,2232.065,413.942
"013","10am",0,1741.765,404.575
"014","10am",0,1621.791,137.162
"015","10am",0,751.145,110.999
"001","11am",475.236,3725.812,3215.49
"002","11am",83.045,2221.626,1673.175
"003","11am",132.877,5477.563,2246.919
"004","11am",141.461,2229.637,433.49
"005","11am",98.282,1028.149,136.429
"006","11am",40.551,2550.153,1358.617
"007","11am",339.182,1392.216,1088.297
"008","11am",20.525,3641.106,929.811
"009","11am",0,1853.902,382.055
"010","11am",0,1149.223,286.904
"011","11am",30.178,1162.945,522.31
"012","11am",0,2498.991,360.511
"013","11am",0,1937.476,371.678
"014","11am",0,1276.134,118.481
"015","11am",0,840.845,125.046
"001","12am",338.577,2719.046,4019.63
"002","12am",75.439,1807.091,1617.621
"003","12am",132.877,4886.342,2112.042
"004","12am",118.411,2153.742,453.569
"005","12am",98.282,933.483,309.059
"006","12am",153.336,2887.793,1151.518
"007","12am",339.182,1151.812,1129.678
"008","12am",20.525,4111.08,954.086
"009","12am",0,2250.765,399.738
"010","12am",0,1479.256,224.546
"011","12am",30.178,1217.93,597.794
"012","12am",23.874,2860.507,360.511
"013","12am",0,2227.642,384.589
"014","12am",0,1737.271,125.257
"015","12am",0,1112.991,125.046
"001","1pm",285.375,2832.546,4230.285
"002","1pm",45.261,2468.893,1787.537
"003","1pm",122.266,5464.626,2277.64
"004","1pm",56.288,2059.915,391.117
"005","1pm",98.282,806.409,144.578
"006","1pm",153.336,2375.875,1359.092
"007","1pm",204.114,1565.635,958.842
"008","1pm",0,3634.433,1145.593
"009","1pm",30.178,2112.784,372.648
"010","1pm",0,1257.385,273.442
"011","1pm",0,1580.468,440.958
"012","1pm",23.874,2191.562,324.649
"013","1pm",0,1861.352,384.589
"014","1pm",10.802,1424.011,152.348
"015","1pm",21.812,860.107,153.132
"001","2pm",229.787,3223.4,4236.882
"002","2pm",45.261,2639.197,1872.652
"003","2pm",101.091,5229.922,2273.184
"004","2pm",108.019,1793.6,350.533
"005","2pm",107.452,713.566,170.264
"006","2pm",40.551,2416.991,1495.607
"007","2pm",159.416,1508.31,1143.163
"008","2pm",0,3494.902,738.809
"009","2pm",30.178,2043.815,294.572
