"district","hour","cs1","cs2","cs3","cs4","cs5"
"001","4am",276.594,55.212,2529.771,897.098,690.455
"002","4am",115.214,98.51,1474.209,637.903,628.863
"003","4am",367.901,234.103,4568.467,1296.779,1564.573
"004","4am",72.16,218.868,1483.079,528.991,398.258
"005","4am",18.888,103.944,1261.118,340.888,321.092
"006","4am",415.083,453.979,1503.589,1545.35,1258.064
"007","4am",219.643,196.335,2053.822,518.656,636.212
"008","4am",352.01,405.924,2664.445,957.686,955.458
"009","4am",145.191,223.745,2239.625,887.786,380.197
"010","4am",141.099,280.3,1671.095,390.817,271.401
"011","4am",139.321,329.674,1697.586,322.835,298.848
"012","4am",169.787,817.886,2531.492,466.859,604.051
"013","4am",119.709,268.11,2299.565,742.127,586.157
"014","4am",6.894,138.769,1420.563,596.44,313.277
"015","4am",81.97,123.993,1152.491,353.313,417.126
"001","5am",276.594,55.212,2562.848,897.098,690.455
"002","5am",115.214,98.51,1474.209,637.903,628.863
"003","5am",367.901,253.073,4617.204,1296.779,1464.894
"004","5am",72.16,218.868,1483.079,528.991,447.568
"005","5am",18.888,103.944,1253.201,340.888,321.092
"006","5am",415.083,453.979,1479.017,1696.236,1258.064
"007","5am",219.643,196.335,1957.21,367.77,636.212
"008","5am",352.01,405.924,2673.497,969.149,955.458
"009","5am",145.191,204.775,2190.3,887.786,380.197
"010","5am",141.099,280.3,1597.27,378.539,271.401
"011","5am",139.321,329.674,1686.123,311.372,298.848
"012","5am",169.787,817.886,2496.783,466.859,604.051
"013","5am",119.709,268.11,2430.886,742.127,586.157
"014","5am",6.894,138.769,1420.563,596.44,313.277
"015","5am",81.97,123.993,1152.491,365.591,389.051
"001","6am",276.594,66.405,2550.378,919.022,675.534
"002","6am",115.214,98.51,1474.209,607.774,664.655
"003","6am",367.901,253.073,4596.093,1322.439,1429.102
"004","6am",72.16,218.868,1584.558,541.283,440.791
"005","6am",18.888,92.751,1242.646,340.888,321.092
"006","6am",415.083,425.103,1424.507,1663.211,1236.135
"007","6am",219.643,124.39,1884.75,405.322,706.451
"008","6am",352.01,366.68,2564.417,1013.219,955.458
"009","6am",145.191,204.775,2019.574,863.621,362.514
"010","6am",141.099,264.571,1574.844,353.758,271.401
"011","6am",139.321,342.144,1688.217,300.196,275.958
"012","6am",169.787,753.555,2413.883,414.18,499.103
"013","6am",119.709,268.11,2455.442,738.582,593.763
"014","6am",6.894,123.564,1360.552,518.764,313.277
"015","6am",81.97,111.523,1164.961,365.591,389.051
"001","7am",217.038,66.405,2987.553,983.47,866.379
"002","7am",153.981,54.057,1838.005,639.825,632.81
"003","7am",367.901,284.407,4601.16,1352.111,1466.219
"004","7am",72.16,218.868,1563.505,490.062,513.768
"005","7am",18.888,84.263,1087.005,269.238,238.046
"006","7am",415.083,431.424,1369.429,1607.391,1156.105
"007","7am",219.643,190.014,1679.755,436.443,684.871
"008","7am",352.01,501.103,2712.813,801.133,817.04
"009","7am",145.191,181.197,1615.119,764.125,190.631
"010","7am",141.099,170.074,1359.478,325.751,184.888
"011","7am",100.554,331.651,1610.543,192.802,278.594
"012","7am",169.787,632.455,2007.057,368.425,394.375
"013","7am",119.709,218.648,2135.287,614.615,490.76
"014","7am",6.894,96.473,1018.078,518.913,259.536
"015","7am",81.97,160.249,1026.985,284.802,294.883
"001","8am",217.038,79.497,3288.557,1035.067,1117.283
"002","8am",153.981,54.057,2605.009,776.277,1074.591
"003","8am",367.901,314.111,4439.382,1395.475,1942.551
"004","8am",72.16,194.433,1487.971,303.573,366.753
"005","8am",18.888,84.263,997.603,601.405,135.388
"006","8am",425.885,455.996,1567.272,1125.256,566.169
"007","8am",208.841,152.35,1844.698,589.825,277.492
"008","8am",318.028,509.446,2720.465,784.046,594.503
"009","8am",145.191,126.383,1164.899,603.181,125.792
"010","8am",141.099,164.277,996.875,272.625,149.561
"011","8am",134.536,288.908,1529.256,232.033,247.65
"012","8am",169.787,656.89,1526.569,273.055,343.4
"013","8am",119.709,218.648,1807.952,486.165,502.061
"014","8am",6.894,81.268,877.849,392.013,131.967
"015","8am",81.97,95.918,681.717,210.256,140.329
"001","9am",217.038,66.405,3333.905,1080.87,1135.809
"002","9am",90.74,54.057,2378.381,736.584,1021.27
"003","9am",367.901,314.111,4499.864,1484.439,1975.696
"004","9am",72.16,257.08,1583.131,413.819,389.443
"005","9am",43.362,74.751,921.33,581.385,135.388
"006","9am",425.885,393.052,1504.496,1069.178,487.959
"007","9am",208.841,175.928,1694.746,538.189,285.35
"008","9am",318.028,453.756,3010.061,783.777,596.55
"009","9am",131.852,151.628,1034.067,453.776,149.37
"010","9am",141.099,201.854,945.655,232.34,149.561
"011","9am",186.642,295.918,1331.005,208.733,322.222
"012","9am",169.787,624.28,1754.628,282.427,302.4
"013","9am",119.709,218.648,1660.418,450.142,425.775
"014","9am",6.894,74.258,785.76,528.126,131.967
"015","9am",81.97,95.918,632.212,171.191,140.329
"001","10am",280.066,111.022,3264.002,1187.211,1187.624
"002","10am",115.214,67.599,2250.123,795.144,951.559
"003","10am",304.873,267.403,4199.964,1387.694,1845.297
"004","10am",97.405,213.501,1698.696,312.751,409.422
"005","10am",18.888,62.599,844.847,595.317,114.344
"006","10am",400.64,445.956,1665.152,986.987,607.947
"007","10am",208.841,165.408,1767.861,553.392,249.392
"008","10am",318.028,350.904,3028.082,974.071,650.53
"009","10am",127.271,158.638,964.678,453.776,149.37
"010","10am",141.099,210.342,947.435,232.34,149.561
"011","10am",173.303,315.469,1297.231,140.364,237.951
"012","10am",169.787,686.414,1724.759,236.148,245.457
"013","10am",98.759,218.648,1716.534,343.513,451.817
"014","10am",6.894,75.925,1187.169,496.079,167.923
"015","10am",81.97,95.918,609.609,167.16,124.405
"001","11am",217.038,91.946,3466.649,1284.813,1099.13
"002","11am",115.214,54.057,2119.204,676.599,723.181
"003","11am",367.901,267.403,4314.182,1437.491,1480.459
"004","11am",72.16,211.608,1353.399,295.03,769.606
"005","11am",18.888,72.731,808.129,604.11,153.841
"006","11am",415.083,455.996,1595.098,990.025,765.412
"007","11am",219.643,189.02,1640.575,594.328,237.559
"008","11am",352.01,342.956,2867.641,864.395,595.758
"009","11am",127.271,181.197,1162.019,551.709,149.37
"010","11am",131.86,290.36,996.631,244.618,135.276
"011","11am",148.56,218.878,1354.31,143.107,259.261
"012","11am",169.787,667.797,1880.859,279.81,277.807
"013","11am",119.709,230.111,1828.336,365.052,416.772
"014","11am",6.894,81.268,896.336,459.757,125.397
"015","11am",81.97,95.918,689.78,190.417,124.724
"001","12am",217.038,65.705,3326.082,1124.565,967.681
"002","12am",115.214,54.057,1789.232,554.875,654.622
"003","12am",387.242,236.069,4049.487,1343.56,1232.165
"004","12am",72.16,211.608,1461.659,311.018,753.972
"005","12am",18.888,119.503,994.055,303.335,188.787
"006","12am",395.742,441.975,1415.737,1532.526,613.01
"007","12am",219.643,193.484,1828.979,344.857,274.096
"008","12am",352.01,382.11,2864.152,1060.041,927.601
"009","12am",127.271,181.197,1369.18,588.362,259.848
"010","12am",141.099,213.127,1194.513,309.684,207.997
"011","12am",139.321,273.86,1454.505,154.26,232.639
"012","12am",169.787,697.309,2150.899,343.132,201.148
"013","12am",119.709,275.713,1934.447,423.087,540.622
"014","12am",6.894,145.599,1064.779,565.141,255.152
"015","12am",81.97,111.523,768.192,243.147,222.621
"001","1pm",217.038,65.705,3483.814,1097.379,954.15
"002","1pm",129.499,54.057,2088.976,682.533,1079.158
"003","1pm",335.656,267.403,4422.707,1431.347,1499.594
"004","1pm",113.354,211.608,1347.117,329.215,642.452
"005","1pm",18.888,111.015,864.293,266.703,171.806
"006","1pm",362.717,455.996,1587.736,1176.935,464.427
"007","1pm",219.643,203.041,1594.932,708.462,294.706
"008","1pm",352.01,331.49,2906.66,1011.291,590.138
"009","1pm",160.296,198.88,1213.463,562.535,194.699
"010","1pm",117.575,230.01,1079.53,282.797,183.533
"011","1pm",158.952,256.296,1655.708,154.479,234.852
"012","1pm",169.787,656.89,1709.47,203.864,204.528
"013","1pm",119.709,218.648,1670.922,390.342,497.146
"014","1pm",6.894,87.838,919.64,460.043,220.545
"015","1pm",81.97,160.249,580.711,278.07,172.946
"001","2pm",331.649,85.209,3859.128,1176.613,981.537
"002","2pm",56.223,35.253,2295.132,769.131,1123.292
"003","2pm",423.913,277.309,4232.991,1466.461,1636.823
"004","2pm",61.768,211.608,1396.387,300.298,314.964
"005","2pm",18.888,99.822,851.67,255.334,151.237
"006","2pm",362.717,351.084,1874.445,1157.801,426.988
"007","2pm",208.841,203.041,1392.115,853.492,283.904
"008","2pm",231.31,341.608,2658.263,805.014,548.729
"009","2pm",139.157,217.85,1209.578,418.08,198.163
"010","2pm",117.575,292.028,934.329,250.852,195.301
"011","2pm",158.952,214.42,1154.546,289.215,195.621
"012","2pm",169.787,642.654,1584.077,194.911,541.865
"013","2pm",119.709,218.648,1532.725,423.493,472.713
"014","2pm",6.894,94.848,1077.729,405.428,189.142
"015","2pm",81.97,172.719,557.378,237.369,155.934
"001","3pm",268.32,166.792,3615.182,1274.073,938.005
"002","3pm",97.213,53.972,2322.06,733.872,1131.989
"003","3pm",423.913,281.043,4302.673,1267.394,1413.454
"004","3pm",61.768,196.335,1414.978,436.08,326.604
"005","3pm",18.888,99.822,790.575,229.88,207.222
"006","3pm",362.717,354.715,1907.235,1062.661,503.236
