"district","hour","educmen1","educmen2","educmen3","educmen4"
"001","4am",646.974,1287.672,1371.159,1541.686
"002","4am",262.739,730.533,938.517,1253.557
"003","4am",846.859,3340.58,2841.566,1609.214
"004","4am",483.499,1175.42,928.226,340.957
"005","4am",193.457,862.215,766.526,452.241
"006","4am",797.237,1835.921,2063.001,965.756
"007","4am",625.257,1773.414,756.192,757.042
"008","4am",519.596,2222.404,1723.822,1124.045
"009","4am",222.055,1881.472,1592.679,469.264
"010","4am",262.297,1299.892,1185.444,300.132
"011","4am",444.915,1239.108,547.056,643.651
"012","4am",537.558,2534.437,1423.358,432.787
"013","4am",484.064,1516.268,1360.071,807.023
"014","4am",227.725,1165.128,821.586,454.33
"015","4am",174.966,818.695,699.388,539.133
"001","5am",646.974,1320.749,1371.159,1541.686
"002","5am",262.739,730.533,938.517,1253.557
"003","5am",846.859,3383.715,2791.197,1584.476
"004","5am",483.499,1175.42,928.226,390.267
"005","5am",193.457,854.298,766.526,452.241
"006","5am",797.237,1986.807,2063.001,941.184
"007","5am",528.645,1622.528,756.192,757.042
"008","5am",519.596,2231.456,1723.822,1135.508
"009","5am",222.055,1813.177,1592.679,469.264
"010","5am",262.297,1290.84,1108.393,300.132
"011","5am",444.915,1239.108,535.593,632.188
"012","5am",537.558,2499.728,1423.358,432.787
"013","5am",580.676,1550.977,1360.071,807.023
"014","5am",227.725,1165.128,821.586,454.33
"015","5am",174.966,818.695,699.196,523.528
"001","6am",658.167,1330.203,1371.159,1526.765
"002","6am",262.739,700.404,974.309,1253.557
"003","6am",795.385,3417.356,2755.405,1606.858
"004","6am",448.206,1289.81,956.33,390.06
"005","6am",182.264,843.743,766.526,452.241
"006","6am",775.752,1891.881,2063.001,919.255
"007","6am",580.119,1478.123,826.431,743.12
"008","6am",519.596,2204.762,1659.382,1122.388
"009","6am",222.055,1675.064,1497.008,469.264
"010","6am",262.297,1252.685,1092.664,291.08
"011","6am",444.915,1253.672,501.527,632.188
"012","6am",537.558,2456.253,1161.975,432.787
"013","6am",580.676,1522.806,1416.859,807.023
"014","6am",212.52,1143.204,712.393,447.76
"015","6am",174.966,818.695,699.196,523.528
"001","7am",598.611,1713.258,2176.319,1980.369
"002","7am",301.506,905.905,1208.49,1290.824
"003","7am",892.916,3604.019,2746.436,1665.104
"004","7am",409.906,1225.832,899.547,518.012
"005","7am",182.264,725.996,590.854,298.018
"006","7am",696.453,1951.28,1934.048,748.331
"007","7am",528.645,1425.886,663.589,689.464
"008","7am",550.589,2414.553,1620.787,753.089
"009","7am",243.005,1347.415,1131.368,255.939
"010","7am",248.302,957.805,729.762,245.421
"011","7am",395.655,1170.14,511.731,465.44
"012","7am",522.11,2100.273,917.61,261.098
"013","7am",523.345,1343.216,1219.833,547.446
"014","7am",212.52,823.153,559.05,324.942
"015","7am",161.652,715.311,635.274,418.719
"001","8am",605.605,1913.866,2480.093,2244.932
"002","8am",360.571,1309.488,1856.973,1571.404
"003","8am",769.031,3379.613,3297.707,1989.69
"004","8am",427.887,1047.492,769.788,374.657
"005","8am",171.071,604.861,875.806,185.809
"006","8am",667.326,2039.822,1058.695,645.91
"007","8am",596.927,1490.636,910.218,172.283
"008","8am",699.064,2216.582,1589.352,516.059
"009","8am",243.005,1106.28,779.495,87.952
"010","8am",189.718,896.983,425.006,212.73
"011","8am",388.013,894.418,572.086,577.866
"012","8am",436.254,1780.547,694.973,166.838
"013","8am",536.256,1298.391,962.13,404.66
"014","8am",212.52,744.474,439.022,113.746
"015","8am",125.098,597.779,307.175,234.703
"001","9am",649.765,2161.115,2417.862,2154.34
"002","9am",280.296,1077.591,1814.917,1512.62
"003","9am",780.08,3326.295,3311.604,2199.392
"004","9am",513.861,1201.931,833.172,383.58
"005","9am",152.047,564.804,853.556,185.809
"006","9am",591.29,1943.955,1033.43,604.28
"007","9am",545.896,1358.877,860.898,189.189
"008","9am",720.143,2424.051,1603.235,554.364
"009","9am",229.666,947.393,662.18,111.53
"010","9am",166.194,874.021,429.842,200.452
"011","9am",425.071,922.385,501.96,495.104
"012","9am",500.956,1839.47,755.669,146.338
"013","9am",515.306,1175.409,936.251,314.628
"014","9am",207.848,738.925,431.503,148.729
"015","9am",111.051,541.648,309.307,181.591
"001","10am",698.33,2226.717,2420.401,2163.7
"002","10am",238.498,1067.407,1857.293,1535.445
"003","10am",678.804,3379.614,2911.369,1989.746
