"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"371.153";"371.153";"371.153";"371.153";"371.153";"371.153";"371.153";"371.153";"371.153";"371.153";"371.153";"371.153";"371.153";"371.153";"371.153"
"max";"5765.038";"5765.038";"5765.038";"5765.038";"5765.038";"5765.038";"5765.038";"5765.038";"5765.038";"5765.038";"5765.038";"5765.038";"5765.038";"5765.038";"5765.038"
"4am";"1813.347";"1301.668";"3944.107";"1541.252";" 904.074";"3238.233";"2023.340";"2621.191";"1938.871";"1439.231";"1348.392";"2280.959";"1871.975";"1182.587";"1031.162"
"5am";"1838.507";"1301.668";"3887.563";"1590.562";" 904.074";"3389.119";"1775.842";"2641.706";"1870.576";"1365.406";"1336.929";"2280.959";"1968.587";"1182.587";"1003.087"
"6am";"1834.779";"1337.460";"3805.205";"1601.394";" 892.881";"3272.264";"1774.136";"2595.212";"1683.162";"1372.203";"1337.859";"2034.203";"1942.583";"1079.267";" 990.617"
"7am";"2505.154";"1231.636";"3957.862";"1887.078";" 610.773";"3239.922";"1520.160";"2213.992";"1218.133";" 894.544";"1349.572";"1589.131";"1611.940";" 798.856";" 793.565"
"8am";"3151.404";"1783.731";"4046.085";"1560.128";" 746.022";"2212.281";"1183.783";"2096.494";"1310.109";" 889.850";" 876.129";"1426.356";"1487.806";" 568.343";" 371.153"
"9am";"3132.715";"1705.781";"4023.958";"1682.890";" 746.361";"2086.228";"1058.838";"2215.617";"1161.913";" 912.623";" 918.502";"1472.057";"1377.707";" 487.580";" 372.986"
"10am";"3296.660";"1572.382";"3620.018";"1575.472";" 713.165";"2200.189";"1088.697";"2251.586";"1168.290";" 921.111";" 830.136";"1392.940";"1285.965";" 835.422";" 378.510"
"11am";"3114.580";"1252.242";"3773.755";"1882.224";" 766.253";"2332.214";"1043.792";"2189.733";"1306.405";" 885.288";" 741.632";"1532.033";"1300.597";" 562.970";" 413.534"
"12am";"2884.925";"1197.273";"3249.754";"1709.830";" 644.283";"2682.195";"1021.542";"2677.591";"1429.510";" 947.743";" 969.621";"1614.103";"1462.432";" 907.549";" 594.055"
"1pm";"3058.820";"1586.866";"3640.946";"1645.302";" 477.105";"2388.109";"1319.774";"2381.362";"1448.967";" 948.328";" 974.538";"1383.599";"1216.365";" 652.887";" 522.069"
"2pm";"3179.067";"1806.276";"3560.470";"1412.229";" 454.057";"2201.333";"1394.102";"2062.378";"1338.660";" 910.678";" 594.804";"1615.406";"1201.904";" 595.585";" 461.635"
"3pm";"3154.132";"1859.818";"3404.147";"1390.573";" 564.942";"2173.774";"1486.269";"2007.646";"1253.017";" 918.355";" 709.075";"1529.667";"1303.345";" 691.485";" 443.975"
"4pm";"3018.717";"1929.398";"3567.088";"1237.453";" 627.910";"2189.282";"1001.997";"2257.178";"1356.366";" 954.375";" 704.612";"1726.546";"1123.045";" 872.249";" 422.742"
"5pm";"2344.224";"1623.351";"3488.994";"1547.267";" 824.772";"2340.125";"1513.175";"2325.102";"1180.693";"1264.760";" 912.735";"2037.372";"1349.515";" 961.251";" 622.904"
"6pm";"2070.263";"1396.372";"3703.797";"2111.267";" 834.202";"3320.593";"1397.602";"2251.614";"1528.290";"1629.335";"1018.669";"2009.961";"1565.304";"1161.324";" 776.377"
"7pm";"1957.319";"1429.067";"3884.510";"1359.604";" 920.332";"3319.450";"1856.563";"2560.419";"1636.831";"1608.970";" 986.692";"2086.182";"1713.463";"1601.561";" 959.945"
"8pm";"1895.330";"1385.376";"4185.101";"1296.975";" 845.009";"3253.979";"1866.356";"2509.182";"1663.415";"1802.904";" 912.057";"2179.208";"1755.016";"1622.061";" 950.045"
"9pm";"1893.852";"1399.695";"4164.723";"1333.452";" 869.148";"3403.332";"1715.470";"2487.748";"1687.580";"1802.904";" 912.057";"2256.598";"1811.744";"1477.788";" 966.670"
"10pm";"2044.731";"1426.773";"4017.117";"1426.622";" 919.346";"3280.613";"1865.117";"2561.119";"1706.550";"1770.426";" 935.082";"2302.098";"1836.177";"1220.838";" 966.670"
"11pm";"1939.219";"1308.794";"3939.731";"1531.455";" 947.515";"3315.161";"2001.143";"2621.601";"1782.925";"1782.704";" 988.603";"2332.788";"1792.205";"1227.848";"1031.162"
"12pm";"1914.059";"1308.794";"3884.147";"1530.742";" 947.515";"3299.742";"2001.143";"2621.601";"1890.741";"1782.704";"1004.022";"2332.788";"1835.594";"1227.848";"1031.162"
"1am";"1914.059";"1308.794";"3859.575";"1544.284";" 947.515";"3324.314";"2001.143";"2621.601";"1917.732";"1782.704";"1004.022";"2332.788";"1835.594";"1234.418";"1031.162"
"2am";"1928.980";"1308.794";"3859.575";"1544.284";" 947.515";"3324.314";"2001.143";"2648.874";"1917.732";"1782.704";"1004.022";"2332.788";"1835.594";"1234.418";"1031.162"
"3am";"1928.980";"1308.794";"4194.352";"1544.284";" 947.515";"3324.314";"2001.143";"2596.325";"1917.732";"1507.863";"1004.022";"2332.788";"1835.594";"1234.418";"1031.162"
