"hour";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137";"138";"139";"140";"141";"142";"143";"144";"145";"146";"201";"202";"203";"204";"205";"206";"207";"208";"209";"210";"211";"212";"213";"214";"215";"216";"217";"218";"219";"220";"221";"222";"223";"224";"225";"226";"227";"228";"229";"230";"231";"232";"233";"234";"235";"236";"237";"238";"239";"240";"241";"242";"243";"244";"245";"246";"247";"248";"249";"250";"251";"252";"253";"254";"255";"256";"257";"301";"302";"303";"304";"305";"306";"307";"308";"401";"402";"403";"404";"405";"406";"501";"502";"503";"504";"505";"506";"507";"508";"509";"510";"511";"512";"513";"514";"515";"516";"517";"518";"519";"520";"521";"522";"601";"602";"603";"604";"605";"606";"607";"608";"609";"610";"611";"612";"613";"614";"615";"616";"617";"618";"701";"702";"703";"704";"705";"706";"707";"708";"709";"710";"711";"712"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548";"13871.38548"
"4am";"1812.6744";"1562.3900";"1693.7032";"1998.2507";"3082.3674";"4975.3238";"4058.5757";"2041.8198";"1205.7180";"1829.2189";"2489.5113";"1149.2164";"2065.5028";"3599.9590";"2102.1077";"2141.5376";"2050.1079";"3090.9532";"3241.5506";"1933.1405";"3504.2529";"3052.0797";"3014.3918";"3424.8363";"2400.2772";"3612.6179";"2824.2359";"1684.3840";"1491.8206";"3126.1900";"2037.6857";"2157.1978";"2233.3714";"2964.2844";"2812.1894";"2652.0868";"2933.7254";"1651.0733";"4687.4195";"3428.7172";"2868.0108";"1769.5387";"2326.6900";"3415.0830";"1298.9126";"2253.1744";"2408.8901";"2533.0612";"1885.7022";"2123.2815";"3092.9551";"1685.0124";"2305.1081";"4038.5042";"3023.9812";"1736.3106";"2516.5731";"3277.0448";"3054.1077";"3088.0239";"2757.7482";"2635.8286";"3258.0545";"3317.3231";"1032.7653";"2140.1411";"3166.7480";"2416.1683";"3041.7992";"3406.9527";"3175.5688";"3892.9169";"3618.6450";"3300.2969";"2600.7431";"2518.4149";"3039.8709";"1729.4317";"3872.9114";"2206.4057";"1883.0683";"2257.2846";"1166.6895";"2420.3085";" 919.2883";"2707.5606";"2113.5856";"2306.5872";"2747.9021";"2603.7601";"2045.8354";"4115.8254";"5764.0258";"1088.8650";"1624.8702";"1429.7411";"1760.4565";"3554.8122";"1809.0018";"3328.3787";"4522.5446";"3092.7090";"2744.6432";"3038.5804";"1577.0804";"2730.0397";"3234.8918";"2513.9057";"1822.8507";"2156.0404";"2356.7505";"2231.4345";"1925.9620";"1224.9939";"4146.9699";"2134.8583";"2797.0161";"4638.7462";"3492.6660";"4526.2148";"5820.5107";"4437.5854";"2389.4688";"2622.4376";"3922.6242";"2326.1391";"3154.9600";"3443.5380";"2410.6660";"3339.8037";"4369.7826";"3651.1855";"1826.3330";"2051.3492";"3789.2410";"3498.2665";"2879.0662";"4006.8679";"3699.2756";"2523.6800";"5046.2271";"2559.9054";"2766.8434";"2537.2755";"2834.8108";"4201.7186";"3667.9910";"3521.2009";"4966.9573";"2398.0568";"3263.8200";"5965.5272";"3701.6578";"3010.6684";"1719.1542";"2119.4862";"2371.6346";"2004.0645";"2749.6521";"6326.2724";"2535.9207";"2635.7987";"2711.8797";"5306.1951";"4408.3532";"2552.9095";"3037.7781";"5086.6377";"4279.6391"
"5am";"1963.8667";"1562.3900";"1693.7032";"1914.4965";"3082.3674";"4975.3238";"3948.4289";"1918.3834";"1168.7307";"1727.9918";"2489.5113";"1149.2164";"2065.5028";"3599.9590";"2008.4447";"2409.4805";"1960.6009";"3090.9532";"3004.1186";"1933.1405";"3737.6358";"3116.3371";"2550.6851";"3305.6914";"2553.4840";"3612.6179";"2824.2359";"1846.1582";"1491.8206";"2985.6960";"2088.3939";"2240.5918";"2113.3818";"2858.5253";"2790.7030";"2594.1235";"2933.7254";"1651.0733";"4582.4057";"3428.7172";"2910.7278";"1769.5387";"2125.8912";"3312.2092";"1226.3070";"2253.1744";"2303.0758";"2533.0612";"1842.0152";"2123.2815";"3258.7699";"1859.5217";"2360.9789";"3543.5368";"3295.8225";"1944.0869";"2475.3142";"3277.0448";"3054.1077";"3088.0239";"2681.2805";"2680.5821";"3399.5320";"3527.8859";"1077.5188";"2259.4697";"3100.4889";"2280.1699";"3041.7992";"3431.7190";"3175.5688";"3892.9169";"3797.9095";"3300.2969";"2600.7431";"2422.6057";"2937.0670";"1738.5038";"3843.8998";"1949.1408";"1883.0683";"2901.9762";"1166.6895";"2420.3085";" 904.6763";"2519.0227";"2113.5856";"2266.8801";"3010.6158";"2724.0064";"2199.7144";"4014.7843";"5807.7127";"1088.8650";"1512.3834";"1429.7411";"1760.4565";"3660.4895";"2101.0074";"3244.0632";"4599.2719";"3139.5405";"2705.9382";"3038.5804";"1673.2528";"2864.5195";"3425.0212";"2402.7363";"1794.0457";"2088.6730";"2136.9593";"2376.5520";"1827.6568";"1168.8030";"4053.9848";"2134.8583";"2797.0161";"4574.1616";"3492.6660";"4470.9116";"5791.1708";"4437.5854";"2389.4688";"2622.4376";"3922.6242";"2326.1391";"3000.2170";"3559.9594";"2556.2414";"3206.9698";"4414.6047";"3479.8654";"1826.3330";"2098.1774";"3627.3850";"3498.2665";"2879.0662";"4006.8679";"3797.5808";"2331.4157";"4671.5537";"2492.6167";"2766.8434";"2537.2755";"2691.1517";"4157.9767";"3732.9425";"3266.2385";"4841.4439";"2296.2293";"3111.9143";"5887.8232";"3759.6210";"3010.6684";"1545.6445";"1967.2926";"2371.6346";"2004.0645";"2603.8686";"6373.9843";"2416.1280";"2635.7987";"2608.8366";"5503.1347";"4311.6431";"2358.5463";"2956.3719";"5043.1200";"4449.1788"
"6am";"2066.5212";"1540.8046";"2000.9776";"1819.0316";"2818.6279";"5013.8113";"4313.2007";"2093.3811";"1079.1397";"1450.2786";"2474.1310";"1324.0105";"2031.9592";"3330.6117";"1934.9513";"2934.1445";"1885.4689";"3018.1033";"2700.2943";"2065.8317";"3778.4196";"3445.7392";"2450.6637";"3062.2463";"2745.3612";"3772.8228";"2632.2783";"2000.8935";"1497.2154";"3236.7047";"2167.1723";"2196.4397";"2138.6151";"2633.3049";"2790.7030";"2393.9048";"2923.7306";"1636.4897";"4485.9687";"3190.9358";"2698.2788";"1554.2146";"2231.2296";"3641.3997";"1283.9395";"2419.3123";"2136.2123";"2359.6236";"1700.6377";"2275.9759";"3196.4109";"2072.1491";"2313.4859";"3346.5703";"3568.9998";"1733.4147";"2573.6633";"3288.5463";"3284.7501";"2993.0834";"2369.1741";"2534.5426";"2658.8781";"3556.4648";"1335.0741";"2181.2996";"2750.1335";"2216.8395";"3149.6878";"3339.5637";"2821.7229";"3582.9226";"3667.1631";"3253.2390";"2522.9968";"2298.6970";"3081.2503";"1763.3510";"3868.2361";"2019.2106";"1417.0580";"2929.2894";"1125.0468";"2786.6600";" 904.6763";"2153.5981";"1946.5729";"3344.1435";"2791.1502";"2453.9442";"2367.3080";"3847.7010";"5454.5401";" 973.9563";"1773.9840";"1258.8267";"1688.6074";"3630.6401";"2215.2958";"3633.7327";"4416.7346";"2995.0438";"2533.2224";"3033.3610";"1541.3095";"2752.2526";"3671.8196";"1708.3864";"1688.7431";"1976.8107";"1710.1040";"2338.2844";"1682.0065";"1263.3907";"3317.9868";"1951.1882";"2330.2297";"4418.7354";"3290.9895";"4300.4455";"5598.5717";"4236.4228";"2196.5038";"2543.3220";"3833.9766";"2130.0163";"2682.5790";"3522.7948";"2362.9756";"2777.9394";"4746.8416";"2907.3774";"1546.9091";"1939.5151";"3308.4021";"3357.6729";"2614.4772";"3962.7772";"3675.7812";"2355.9927";"4584.6998";"2111.3231";"2679.9141";"2107.9048";"2528.0837";"3967.9635";"3604.1473";"3040.5452";"4841.4439";"2226.4082";"2887.4198";"5045.4729";"3353.2760";"2855.6351";"1337.1086";"1752.1788";"1941.8584";"1919.6080";"2603.8686";"5910.1044";"2048.1627";"2586.0394";"2418.0250";"4998.0020";"3670.2118";"2219.6585";"2857.2991";"4871.2942";"4311.6237"
"7am";"2663.1791";"1534.2318";"2665.5295";"2106.7444";"2968.6028";"4876.0193";"4247.0653";"2291.6217";" 977.1110";"1842.2600";"2527.2038";"1272.2989";"1976.9171";"2877.2333";"1726.3055";"5574.3756";"2116.1700";"2936.9439";"2505.8854";"1983.9094";"3981.1584";"3797.8307";"1865.2599";"2413.7799";"3487.7919";"3907.3481";"3301.3335";"2506.6091";"2015.7088";"3385.9927";"3989.5772";"2248.1211";"1517.6600";"1998.2728";"2458.5919";"2478.9679";"2670.3663";"1634.9250";"4216.2504";"2815.7986";"2405.0587";"1504.2009";"2249.2446";"3081.6351";"1770.4588";"2806.9760";"2452.3097";"2018.2915";"1382.7184";"2179.3373";"2367.6440";"2963.9683";"2195.5819";"3347.6188";"4405.1361";"1816.4025";"2390.0340";"3110.2266";"3089.2689";"2362.0510";"1878.8210";"2445.2729";"2358.9573";"3628.7420";"2218.9512";"2235.6567";"3622.0518";"2061.8713";"3257.0780";"2993.5093";"2875.5676";"3164.4645";"3721.2009";"3372.8211";"2273.2886";"2441.4334";"2416.8461";"2309.9800";"3838.6154";"1851.6615";"1210.3613";"3189.6797";" 885.3171";"3298.9710";" 734.8872";"2138.8168";"1659.0506";"7044.3449";"2500.9144";"3092.6501";"2244.4981";"3844.5028";"4333.3458";" 880.9395";"1890.6387";" 961.4427";"1625.4849";"3193.0797";"2265.4601";"3530.8240";"3950.2484";"2714.4466";"1742.4219";"3349.0993";"1543.8787";"2816.4689";"3965.9206";"1668.6889";"1271.5503";"1806.4912";"1186.0192";"2425.8449";"1467.5072";"1607.8511";"2839.2523";"1617.2409";"1980.0385";"4559.0374";"3382.2018";"4395.0894";"3680.1228";"3525.1193";"2080.9611";"2088.3999";"3672.7050";"2369.5733";"2076.4331";"3038.4824";"1950.6020";"2940.3923";"4571.6433";"2926.4912";"1176.4779";"1416.1248";"2752.1349";"3016.7612";"2641.1377";"4404.8656";"2707.9937";"2081.8315";"4279.0470";"1590.2167";"2342.7857";"1854.4809";"1766.0785";"3767.3942";"3433.0152";"2244.6007";"4268.2155";"1975.9246";"2401.6524";"4360.3765";"2580.4461";"2889.5455";"1369.6125";"1500.6082";"1343.8555";"1683.7252";"1983.5936";"4124.9539";"1885.6800";"2485.9326";"1743.5983";"4489.5847";"2118.3405";"1597.3185";"3584.9578";"4220.2525";"4428.1997"
"8am";" 3183.5703";" 2358.4169";" 5181.6968";" 2902.2825";" 2844.1089";" 3931.3930";" 3852.7900";" 2977.2092";"  808.6227";" 2364.3545";" 2938.2963";" 1660.0812";" 1949.9350";" 2947.2720";" 1506.1143";" 8073.3225";" 2591.8884";" 2931.7065";" 2124.6756";" 1791.3185";" 3678.9994";" 3993.9950";" 1743.5804";" 2035.2840";" 4951.5488";" 5283.3912";" 3787.1461";" 3796.0439";" 2404.9192";" 3906.8500";" 5352.6797";" 2239.4259";" 1426.2669";" 1969.7060";" 2555.8767";" 1866.7614";" 2278.2439";" 1489.8571";" 4299.8840";" 2581.0110";" 2079.2246";" 1303.9143";" 2311.5453";" 3368.1469";" 2053.9261";" 3661.2858";" 3777.9187";" 1780.8356";"  992.6259";" 2597.2431";" 2118.0685";" 3302.5706";" 2266.3493";" 2913.2494";" 4259.3885";" 2198.9432";" 2145.7043";" 2334.3429";" 2636.0405";" 2139.6195";" 1926.2742";" 2840.3883";" 2050.7670";" 4412.7128";" 2774.9536";" 3351.0544";" 3662.1487";" 2041.7768";" 3452.8236";" 3678.3202";" 2799.0479";" 2888.0948";" 3264.4189";" 3507.5496";" 1920.7652";" 2803.9559";" 2215.5648";" 3271.1829";" 3311.1033";" 1597.6390";" 1248.0213";" 3561.9575";"  720.2802";" 4012.1204";"  780.8485";" 2090.6629";" 1275.1775";"10062.1003";" 1446.5153";" 2955.0984";" 2225.2731";" 3434.2001";" 4973.1089";"  930.7563";" 2260.8616";" 1139.0897";" 1723.5871";" 2930.5589";" 2770.8472";" 3386.0692";" 3955.8528";" 2754.3655";" 1458.8611";" 4205.7400";" 1728.3105";" 2813.3366";" 4542.6535";" 1761.3244";"  981.3142";" 1557.3696";" 1083.0874";" 2860.5694";" 1390.4696";" 1769.8188";" 2793.1136";" 1943.8508";" 1563.1934";" 4277.7679";" 3958.1329";" 4705.5691";" 2700.6501";" 3227.6411";" 2345.0410";" 2306.6213";" 3342.7933";" 2575.6440";" 1623.5101";" 1988.3398";" 2019.7876";" 2498.4121";" 4763.0643";" 2123.1089";"  910.6974";" 1578.8303";" 2081.5157";" 3294.5036";" 2055.4193";" 5035.3944";" 2392.3108";" 2075.3853";" 3978.1325";" 1406.0300";" 1835.4592";" 1718.7950";" 1391.1031";" 3651.3162";" 3599.9059";" 2006.6720";" 3519.6820";" 1668.6044";" 2247.6991";" 3161.0201";" 1693.3175";" 2430.6899";" 1250.9114";" 1450.0558";" 1318.0417";" 1258.5169";" 1507.0968";" 3527.0916";" 1962.3286";" 2557.2816";" 2689.9291";" 4172.2078";" 1577.3662";" 1346.1875";" 3326.3826";" 3684.2169";" 4405.2716"
"9am";" 3819.1208";" 2215.6546";" 6624.5021";" 3681.6166";" 2800.8198";" 3567.0770";" 3744.0476";" 2854.3962";"  726.9871";" 2598.6785";" 3153.7355";" 1701.2871";" 1786.8172";" 2628.4532";" 1490.6775";"10135.0776";" 2846.1604";" 2862.6849";" 1881.9950";" 1781.1863";" 4298.7332";" 3912.7621";" 1652.1607";" 1718.5538";" 4934.6333";" 5931.9429";" 3559.4184";" 4261.2122";" 2753.3883";" 3736.3608";" 5449.1566";" 2131.0150";" 1382.7034";" 1992.2487";" 2074.3278";" 1428.6470";" 2358.4182";" 1502.8428";" 3976.9596";" 2647.0662";" 2159.5483";" 1181.4331";" 2339.6635";" 3225.2251";" 2206.1370";" 4006.1289";" 4471.5433";" 1700.6352";"  977.7256";" 2718.6364";" 2220.8333";" 3545.4879";" 2224.0177";" 3372.6144";" 3931.0174";" 2267.6661";" 2139.0786";" 1986.9337";" 2463.7521";" 2366.1398";" 2091.4764";" 3039.7790";" 2071.0164";" 4899.2082";" 2611.3855";" 3481.0374";" 3999.2681";" 1866.7640";" 3526.4434";" 3585.6736";" 2549.8064";" 2878.6628";" 3383.1038";" 3526.0362";" 2055.4372";" 2796.0021";" 2296.5565";" 3645.0611";" 2814.9799";" 1790.7619";" 1231.0298";" 4196.2888";"  682.9556";" 4013.6496";"  854.0628";" 1958.0821";"  897.6781";"10340.2376";" 1645.4301";" 2917.2551";" 2246.1379";" 3138.9762";" 5261.4506";"  863.0245";" 2611.2877";" 1031.0136";" 1435.8338";" 2787.0771";" 2654.1535";" 3886.4827";" 3451.9453";" 2770.9335";" 1436.0402";" 4349.4546";" 1839.3067";" 2860.9051";" 4485.7662";" 2122.9580";"  976.6918";" 1511.5343";"  952.2838";" 3098.3484";" 1197.8882";" 1738.3608";" 2759.5872";" 1921.7672";" 1579.0530";" 5021.2518";" 4012.8616";" 4622.6147";" 2552.6811";" 3083.7234";" 2184.8005";" 2432.9550";" 3230.7385";" 2982.6818";" 1322.4100";" 1961.4710";" 1931.6334";" 2405.8000";" 4804.8102";" 2092.1333";"  815.3694";" 1574.9520";" 1785.4181";" 2772.1202";" 2041.3199";" 5292.1447";" 2416.7970";" 2028.5650";" 3682.6959";" 1046.7739";" 1855.3489";" 1985.2923";" 1346.5835";" 3685.6298";" 3445.9785";" 2040.3182";" 3631.2721";" 1668.6044";" 2215.6955";" 3284.5337";" 1693.3175";" 2275.3990";" 1610.7540";" 1370.5120";" 1048.2877";" 1254.9186";" 1335.8231";" 3540.5932";" 1849.1821";" 2617.6969";" 2979.2773";" 4146.8664";" 1517.2544";" 1281.2152";" 3170.1501";" 3633.1411";" 4267.2634"
"10am";" 3631.6669";" 2645.1936";" 7528.0802";" 3821.2066";" 2542.6879";" 4185.4622";" 3442.4557";" 2912.6525";"  866.8803";" 2667.9506";" 3005.2935";" 1619.3515";" 1844.5350";" 2911.5294";" 1411.2171";" 9391.9397";" 2619.9891";" 2982.1044";" 1937.4449";" 1766.7523";" 4538.6893";" 4399.0019";" 1633.8465";" 1756.0567";" 4933.1707";" 6593.1720";" 3292.5357";" 4240.6994";" 2745.3217";" 3875.0846";" 5452.8032";" 1957.2863";" 1243.6379";" 1900.5206";" 2164.9107";" 1304.4696";" 1877.9659";" 1336.6057";" 3736.4352";" 2563.8380";" 2319.1012";" 1125.4430";" 2347.4823";" 3270.6344";" 2218.7557";" 4183.3838";" 4956.1038";" 1357.9229";"  927.0897";" 2642.4023";" 2051.9272";" 3550.9144";" 2443.8011";" 3123.0938";" 3847.7957";" 2461.9931";" 2192.5385";" 2369.4454";" 2314.8777";" 2148.0156";" 2039.7203";" 3022.1643";" 2412.4084";" 5144.9011";" 2698.6846";" 3680.6856";" 4209.3263";" 1611.9576";" 3556.5678";" 3685.3261";" 2633.1303";" 2895.7652";" 3121.8250";" 3480.9206";" 1960.1551";" 3152.4097";" 2329.4014";" 3527.8004";" 2619.2136";" 1646.2470";" 1363.5900";" 4410.8840";"  672.0563";" 4247.1695";"  726.8815";" 2027.7422";" 1110.7737";"10315.2373";" 1620.7453";" 2869.6224";" 1995.7926";" 3034.0813";" 5098.6084";"  802.2944";" 2770.6958";"  972.8910";" 1390.4197";" 2615.4520";" 2756.2990";" 3705.9527";" 3721.0143";" 2847.2523";" 1419.2840";" 4193.0004";" 1623.2516";" 3146.6252";" 4178.4650";" 1958.6026";"  816.2002";" 1617.4272";" 1022.5263";" 2795.1707";" 1195.2599";" 1880.4950";" 3399.1201";" 1906.0673";" 1508.2358";" 4862.2257";" 3936.0662";" 4434.6619";" 2440.1439";" 2907.1943";" 2054.6277";" 2394.1645";" 3392.0101";" 2667.8916";" 1384.8325";" 1991.1931";" 2020.4148";" 2510.7300";" 4707.7570";" 1975.5105";"  922.7438";" 1539.6776";" 1845.5645";" 2925.8192";" 1980.0786";" 5006.0949";" 2452.7365";" 1929.4166";" 3972.0244";" 1343.0944";" 1939.9356";" 2014.5059";" 1327.8226";" 3603.6137";" 3756.3041";" 1850.2738";" 3658.5818";" 1568.5204";" 2324.0482";" 3192.7881";" 1644.4188";" 2235.3164";" 1434.2011";" 1416.6168";" 1006.0611";" 1223.0391";" 1234.6332";" 3373.0578";" 1508.9521";" 2672.6150";" 2700.5620";" 4474.7517";" 1329.0966";" 1250.4240";" 3084.3995";" 3536.7153";" 4440.1157"
