"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",0.685105681906545,0.401812007242218,0.343803264998645,0.396098123501841
"5am",0.675453117458094,0.400444374746466,0.298346086726428,0.388669233090031
"6am",0.69433371547688,0.382192340403053,0.266536490450612,0.388570243699855
"7am",0.710026926695185,0.281771683250689,0.269747380785433,0.3807555355492
"8am",0.70154544071633,0.26709558275427,0.258295988720818,0.355691699219021
"9am",0.689466231031038,0.289407499897257,0.29497079094664,0.339150181030876
"10am",0.731478439357151,0.245138952720885,0.268503239567072,0.388336319378475
"11am",0.716567351813685,0.233160535213767,0.300635657411247,0.357268604398842
"12am",0.696772080476289,0.151297156662329,0.366283902694255,0.28443430764253
"1pm",0.706725427370508,0.158601207912688,0.282140414274026,0.303565626040493
"2pm",0.692478087719459,0.141335702254888,0.283397810976709,0.321764081731233
"3pm",0.687518497592431,0.116874404987906,0.301338555359521,0.320173635128091
"4pm",0.71525030849034,0.200120581885723,0.356464299704663,0.350971968659326
"5pm",0.70050659243037,0.245257923384902,0.289023506071714,0.364200901291765
"6pm",0.715261114330001,0.306463085533019,0.32419736887233,0.398273578208463
"7pm",0.716610151172928,0.319267178060922,0.273394291470662,0.416039651241542
"8pm",0.696359954552518,0.348626530920336,0.261870260873406,0.421845419650618
"9pm",0.693319134286035,0.371924281570641,0.277472204264403,0.433374942955598
"10pm",0.698613934479464,0.391809677326485,0.331657288511788,0.423943993184099
"11pm",0.69117852718946,0.404530012596073,0.371887057228038,0.419457886572357
"12pm",0.690991520794466,0.400118532466973,0.349091100356174,0.419458835004595
"1am",0.690459574641568,0.393854925180076,0.337514705033427,0.417716226599272
"2am",0.689616589812296,0.396298786755124,0.337672978230608,0.415626458588723
"3am",0.68921161973305,0.397552660561869,0.337363642405865,0.41861540256626
