"hour","mode1","mode2","mode3"
"4am",0.473736387882127,0.422329419751965,0.346393003208284
"5am",0.46430942382845,0.404421104657352,0.328582941788681
"6am",0.513297934359044,0.409367538681733,0.309004573031599
"7am",0.485256663600327,0.352401812337306,0.137519012504585
"8am",0.50332851092467,0.253135694973046,-0.0488791028401681
"9am",0.546494668018213,0.247316531097975,-0.0419503246328936
"10am",0.531077404873475,0.259981817779397,-0.058479376990113
"11am",0.505325753376886,0.242483621941257,-0.0434136674226761
"12am",0.496323347279926,0.381880693629029,0.157101204198036
"1pm",0.504451972795295,0.439380739317235,0.2252915136236
"2pm",0.595892222136455,0.450089475258406,0.189129253671146
"3pm",0.629349883696732,0.447696779404614,0.184004064171748
"4pm",0.624100028393864,0.444212993684148,0.190171929641451
"5pm",0.67609398801285,0.499606756185783,0.293784588219748
"6pm",0.575905172985404,0.501164621637311,0.389719246323164
"7pm",0.48017133613129,0.446137865019756,0.36190177417382
"8pm",0.474839252927596,0.431579175741763,0.338643804942819
"9pm",0.459350912122204,0.411667361750899,0.324160637663519
"10pm",0.480203167582259,0.434827061866899,0.352770771508034
"11pm",0.497591617091157,0.445559451873467,0.363348964972328
"12pm",0.500127508361981,0.450324320392472,0.364619894705541
"1am",0.498016178016683,0.447702880526013,0.362272099661892
"2am",0.497779434412221,0.440272968344379,0.355617434072018
"3am",0.501197189265908,0.441216977356837,0.354833816764936
