"hour","occ1","occ2","occ3","occ4","occ5"
"4am",0.20613076812238,0.568494894082059,0.255503794521344,0.304825283625035,-0.0271295393542251
"5am",0.169245804533971,0.562632489942646,0.240114609530845,0.341112222788562,-0.0319099177069159
"6am",0.156238207939424,0.588891861121225,0.228576680079261,0.372483894570721,-0.0211031205662061
"7am",0.0922776534739396,0.481512591340008,0.132966820231567,0.477154045250259,-0.007051075402677
"8am",0.124299367093508,0.406884773085937,0.0692029902147242,0.438026426583659,0.00644613022839119
"9am",0.119969997284294,0.38188761733501,0.144879874714549,0.455908280791429,0.00838034335451197
"10am",0.122891187343197,0.368527109361948,0.113648371613595,0.463313442809129,0.0182884449870258
"11am",0.142984434186385,0.367590926078247,0.136061194200732,0.460541876372917,-0.0353526165198184
"12am",0.18249108847379,0.450597648743728,0.116353910084415,0.510009934982754,-0.0696479056360241
"1pm",0.143143817297735,0.356113770064402,0.119618171266844,0.45208910682201,-0.0580632499266045
"2pm",0.137857779343171,0.389574768289607,0.119777807960244,0.452672370520772,-0.033673060253447
"3pm",0.149071168173528,0.360168398394496,0.168825854973232,0.441066057832228,-0.0312931486440755
"4pm",0.175363262757583,0.445845837118168,0.159144371542979,0.458861779131888,-0.0602860588121308
"5pm",0.0923785825563364,0.424919562505535,0.180362201743523,0.389111262936054,-0.0862415811674211
"6pm",0.13875955219963,0.499931793472277,0.188102549043457,0.356240756014295,-0.022467033857225
"7pm",0.139045982451618,0.509992954037731,0.229358879189797,0.337713258191087,-0.00207841963854271
"8pm",0.157724383793321,0.539414125461627,0.23143036029696,0.299886468894759,-0.0209750758247078
"9pm",0.164074258957259,0.563830113992456,0.249220651205238,0.298188274120721,-0.018345807157405
"10pm",0.216076984602162,0.55868698289574,0.268049001450779,0.280682797830667,-0.0117364192705963
"11pm",0.227207943904466,0.551930541454169,0.257166651603702,0.279190607224518,-0.0207193228157858
"12pm",0.216180620826864,0.549768214846309,0.262754739619586,0.289072562172213,-0.0203713716492312
"1am",0.212634774005268,0.569198022970978,0.261216990253721,0.29219828921393,-0.0224911426767034
"2am",0.196295441300446,0.56640660969819,0.252756609572806,0.295364450541391,-0.0257080560276426
"3am",0.200755806295988,0.560470247534585,0.24937389428726,0.290970743488439,-0.0250327449166588
