"hour","resarea1","resarea2","resarea3"
"4am",0.599892079433895,0.294277387146704,0.681983660820644
"5am",0.602125999633982,0.295353823436348,0.682367905814317
"6am",0.608176279375026,0.298654828894888,0.675649520157224
"7am",0.593695274023542,0.310322876348333,0.645184962624103
"8am",0.591738123618447,0.323706977524294,0.635318569531585
"9am",0.598328484908772,0.338465838538753,0.648464524632208
"10am",0.602190411249182,0.343718332968099,0.643393965384583
"11am",0.593617550239086,0.338604736299971,0.631861415924155
"12am",0.579384346237124,0.314134208261782,0.630983173818974
"1pm",0.590297700299169,0.335106121473659,0.652499854067653
"2pm",0.590892144415043,0.337346486178627,0.676516272517344
"3pm",0.589545683687239,0.325585612788516,0.68441361959749
"4pm",0.599038741576405,0.3189147169438,0.690432226708491
"5pm",0.594339014817419,0.296196363279696,0.682343726101812
"6pm",0.605786753976616,0.292753395430885,0.6748001210995
"7pm",0.60999391823499,0.299878729027329,0.677495263100339
"8pm",0.609085678232021,0.297727258964532,0.681127448909728
"9pm",0.602281763593733,0.293290160787803,0.678062776806152
"10pm",0.603603195728562,0.294349398298398,0.678637815403073
"11pm",0.600044972365918,0.293731629743633,0.681006680465995
"12pm",0.601184901952378,0.293395977431036,0.680774238949721
"1am",0.600339373358897,0.292221016669337,0.681988159108147
"2am",0.599924013746048,0.292581352469435,0.68134897365216
"3am",0.600335872840803,0.292650541412256,0.681108410737862
