"hour","educmen1","educmen2","educmen3","educmen4"
"4am",0.592821384333799,0.381679227937878,0.286635671233819,0.333308311877584
"5am",0.593521390935173,0.390665162162269,0.254763664022632,0.328245606359964
"6am",0.617844923390161,0.38950093983517,0.236847966597123,0.342491766795871
"7am",0.665119886215931,0.325469783230209,0.236518591141542,0.319970885714023
"8am",0.639884446229489,0.27812246029082,0.150522822957315,0.288671936861455
"9am",0.632427964020661,0.288379713169119,0.18080932376819,0.305493024362082
"10am",0.670614445474321,0.266144649217252,0.201076278378838,0.339614657983793
"11am",0.64940592413604,0.248336724797061,0.218051287743879,0.282243931520503
"12am",0.642471896999533,0.169240590663402,0.271473789964671,0.189357167062415
"1pm",0.634088275525302,0.199426183541579,0.170685586688315,0.203133206421986
"2pm",0.616630693324931,0.16148753237299,0.194883913611127,0.186351467718157
"3pm",0.617823917415999,0.160461495890563,0.170761885792622,0.218845491876274
"4pm",0.651538627227499,0.250774568179876,0.248865947579301,0.212706200869263
"5pm",0.637648480734066,0.295884728357065,0.247284386699546,0.239733504610136
"6pm",0.650795072231999,0.347016948087774,0.283831745933572,0.312975176151689
"7pm",0.636836542519575,0.347549127987686,0.257726394923325,0.319612421082118
"8pm",0.611631059692264,0.387049531771906,0.268748492610546,0.347847544312878
"9pm",0.610205872519105,0.37922622510097,0.274728731758171,0.3570839565007
"10pm",0.609624005991665,0.386931133099756,0.309496003803912,0.348091396291749
"11pm",0.606452502216856,0.389490255909307,0.328425967850634,0.341020604097438
"12pm",0.604027435881451,0.388356046728219,0.317867096079435,0.343586667314521
"1am",0.603011986561639,0.383270326643697,0.305899247567988,0.343680765380245
"2am",0.602246850728668,0.385077473424576,0.309679506317329,0.343092438908701
"3am",0.602342703785921,0.386491592603054,0.308224684022211,0.345449301186132
