"hour","age1","age2","age3","age4"
"4am",0.601080497230669,0.559488258588238,0.663946631064283,0.185591688842378
"5am",0.589499519786193,0.547069814520605,0.631834763800642,0.19789462484158
"6am",0.612105952861107,0.509284338016017,0.618123381008187,0.225794350873068
"7am",0.478331984591587,0.439785538037941,0.540930709707313,0.332171278634652
"8am",0.383503248936152,0.4294410161729,0.40596833427599,0.354167067828061
"9am",0.343764051636426,0.411470566917915,0.353236601824174,0.407101042784356
"10am",0.342868135446665,0.410836387006445,0.379975836371598,0.436262093280953
"11am",0.372598557100958,0.442379791117115,0.414521281348509,0.43035788879667
"12am",0.455013170414496,0.355758572558809,0.390878232860145,0.421778027603206
"1pm",0.372999261690234,0.438636555392722,0.428908962934792,0.383268171607312
"2pm",0.413143378307198,0.428650104928752,0.400826839825869,0.46552368087974
"3pm",0.369394810737281,0.459352431912033,0.337541335474446,0.435338195680083
"4pm",0.431115490847946,0.416686587062631,0.375707134686195,0.408915942299356
"5pm",0.465973073510963,0.478810697338569,0.50407719428857,0.255110843665318
"6pm",0.566197766176941,0.519794069028254,0.595380773755331,0.195883314157207
"7pm",0.53944332917528,0.526213398062725,0.62069662963778,0.174903751365125
"8pm",0.566492402748453,0.546880959018671,0.632172617394319,0.150741953450417
"9pm",0.596768667071633,0.563585999282384,0.637559701906677,0.161961639955052
"10pm",0.569829108174113,0.552238633840178,0.652603222127968,0.167134556531651
"11pm",0.566585096124931,0.568716936942772,0.664422552311621,0.16375976424231
"12pm",0.593705756321304,0.575425262406071,0.658854776322027,0.165441017164593
"1am",0.614047688927747,0.573139895890401,0.655030449687875,0.168975620466111
"2am",0.602617768546759,0.559945711798376,0.653199835838392,0.169569048703685
"3am",0.600316051070131,0.561477092012872,0.656411189974724,0.167536920525841
