"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387";"19551.387"
"4am";"   72.722";"   52.256";"   96.011";"    0.000";"   64.224";"  127.652";"  194.813";"   76.026";"    0.000";"   23.914";"   67.883";"   44.376";"15073.974";"14115.049";"13669.263";"10357.852";"14351.784";"15347.491";"    0.000";" 7185.915";" 7431.878";" 8675.315";" 3803.449";"10386.405";"10539.414";" 2737.816";" 6348.455";" 5067.106";"   37.380";"    0.000";"    0.000";"    0.000";"   65.132";"11562.469";"  123.869";"    0.000";"   47.742";"   65.132";"  163.013";"   20.409";"   56.242";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000"
"5am";"   72.722";"  172.186";"  235.272";"    0.000";"   64.224";"  494.439";"  212.938";"   76.026";"   62.630";"   23.914";"   13.190";"   68.290";"14763.392";"14032.386";"13314.944";"10208.612";"14201.089";"15044.247";"    0.000";" 7123.016";" 7494.777";" 8484.866";" 3707.280";"10394.158";"10326.568";" 2586.485";" 6087.482";" 5026.529";"   90.320";"    0.000";"    0.000";"    0.000";"   65.132";"11428.618";"  123.869";"    0.000";"   47.742";"  133.851";"  237.631";"   20.409";"   48.492";"    0.000";"    0.000";"    0.000";"   64.224";"    0.000";"   64.224";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000"
"6am";"  203.311";"  189.304";"  356.486";"   60.646";"   64.224";"  641.805";"  194.813";"   76.026";"   62.630";"   23.914";"  216.735";"  323.563";"14419.121";"13036.729";"13201.366";" 9944.232";"13641.319";"14905.211";"    0.000";" 6766.798";" 6853.728";" 8476.831";" 3869.912";"10048.246";" 9553.814";" 2336.012";" 5754.894";" 4488.193";"   90.320";"    0.000";"    0.000";"    0.000";"    0.000";"10931.933";"  123.869";"    0.000";"   47.742";"  267.702";"  444.377";"   20.409";"   48.492";"    0.000";"    0.000";"    0.000";"   64.224";"    0.000";"   64.224";"   88.842";"    0.000";"    0.000";"    0.000";"    0.000"
"7am";"  989.926";" 1739.254";"  779.719";"  473.836";"  501.990";" 2279.119";"  995.166";"  200.531";"  593.993";"  240.259";"  342.642";" 1347.655";"13344.921";"10612.166";"13006.801";" 8764.210";"11331.466";"12228.067";"  195.683";" 6540.463";" 5794.977";" 8176.063";" 3520.963";" 9654.065";" 9489.474";" 1788.972";" 4595.847";" 3463.830";"  161.680";"   78.805";"   88.842";"  152.165";"  116.182";" 9874.757";"  352.925";"    0.000";"   47.742";"  336.421";"  768.762";"   89.128";"  116.862";"  173.530";"    0.000";"   68.505";"  132.594";"  275.170";"  199.637";"   88.842";"    0.000";"    0.000";"    0.000";"    0.000"
"8am";" 2649.130";" 2639.135";" 1152.606";"  540.021";"  805.150";" 3124.582";" 2188.643";"  659.674";"  774.706";"  285.500";"  664.903";" 1829.205";"13149.071";" 9623.717";"13245.245";" 7257.139";"10715.943";"10784.810";"  208.636";" 6461.648";" 5200.255";" 8871.718";" 3781.710";" 9170.474";" 9800.814";" 1384.450";" 4120.407";" 3267.747";"  148.490";"  194.987";"   88.842";"  152.165";"  136.591";" 9348.102";"  431.730";"    0.000";"  160.440";"  336.421";" 1342.704";"  173.688";"  114.677";"  289.712";"    0.000";"   68.505";"  208.620";"  351.196";"  272.359";"  514.604";"    0.000";"    0.000";"    0.000";"    0.000"
"9am";" 3189.588";" 2771.273";" 1334.321";"  612.743";" 1149.655";" 3219.204";" 2498.297";"  853.317";"  851.053";"  399.111";"  727.594";" 1913.824";"12162.653";" 9098.626";"13580.743";" 6590.951";"11050.797";" 9678.837";"  257.128";" 5921.335";" 5315.042";" 9325.380";" 3371.881";" 9049.600";" 9716.850";" 1331.999";" 3886.300";" 3312.161";"  148.490";"  194.987";"   88.842";"  152.165";"  136.591";" 9064.001";"  479.472";"   68.719";"  160.440";"  570.843";" 1592.689";"  173.688";"   66.185";"  359.143";"    0.000";"  132.729";"  300.188";"  351.196";"  199.637";"  514.604";"    0.000";"    0.000";"    0.000";"    0.000"
"10am";" 3420.116";" 2703.930";" 1235.945";"  612.743";" 1392.069";" 3448.650";" 2828.884";"  976.140";" 1007.337";"  383.681";"  644.629";" 1957.669";"12059.196";" 9079.099";"13414.005";" 6123.843";"10705.686";" 9646.195";"  257.128";" 5970.884";" 5243.692";" 9334.825";" 3176.425";" 9085.007";" 9608.736";" 1449.138";" 3721.851";" 3063.761";"  148.490";"  194.987";"   88.842";"   73.360";"  136.591";" 8867.783";"  420.735";"  112.698";"  160.440";"  697.520";" 1584.520";"  173.688";"  193.482";"  359.143";"    0.000";"  132.729";"  300.188";"  501.501";"  199.637";"  514.604";"    0.000";"   52.256";"    0.000";"    0.000"
"11am";" 3383.225";" 2578.600";" 1123.579";"  678.928";" 1160.695";" 2946.714";" 2244.552";"  775.973";" 1055.824";"  394.091";"  487.879";" 1716.218";"11805.614";" 9402.564";"12624.911";" 6824.383";"11486.047";"10317.267";"  161.117";" 6154.752";" 5252.256";" 9033.081";" 3257.264";" 9555.853";" 9548.742";" 1447.767";" 3652.891";" 3242.613";"   90.320";"  200.223";"  137.334";"   73.360";"  136.591";" 9225.143";"  420.735";"  112.698";"  112.698";"  364.686";" 1318.994";"  173.688";"  114.677";"  359.143";"    0.000";"   68.505";"  300.188";"  501.501";"  199.637";"  514.604";"    0.000";"    0.000";"    0.000";"    0.000"
