"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402";"27.9648280280402"
"max";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598";"72.0351719719598"
"4am";"52.34420";"57.75924";"54.79662";"48.39044";"53.23415";"47.65967";"50.34305";"57.45026";"53.46983";"50.30878";"46.52630";"51.72758";"66.19644";"61.63032";"54.02878";"51.59404";"50.17931";"45.43769";"52.38831";"46.85360";"58.21077";"56.99816";"50.71722";"44.52112";"52.87936";"52.92889";"54.87477";"47.03685";"49.03428";"57.17534";"52.70542";"54.49467";"53.44752";"50.13910";"51.57743";"49.68144";"47.90914";"50.57396";"51.05998";"50.13950";"54.50604";"49.50304";"55.39686";"55.41937";"50.01798";"49.57937";"52.32060";"54.05630";"54.35955";"47.47403";"51.84098";"57.87811";"52.00322";"59.08932";"53.40267";"51.02129";"47.62584";"54.14451";"49.59542";"51.99037";"52.26060";"55.68724";"51.77366";"54.66026";"53.03252";"55.42570"
"5am";"52.34420";"57.31024";"54.79662";"48.57569";"53.86232";"47.96952";"51.32149";"57.91392";"53.20487";"50.30878";"46.55430";"51.30355";"65.99844";"60.63616";"54.63888";"52.02396";"50.18237";"44.76375";"51.48320";"46.82345";"58.67955";"57.27602";"51.12061";"44.50665";"52.47489";"52.26095";"53.91327";"47.98337";"48.26479";"57.06112";"52.53843";"54.45340";"53.76130";"50.14005";"52.72160";"49.95497";"47.40104";"50.63338";"51.32702";"50.68728";"54.38593";"49.20112";"56.01244";"55.82392";"50.01798";"49.20991";"52.68957";"54.66864";"53.81309";"47.26303";"51.54017";"57.17872";"52.97400";"59.19862";"53.40267";"51.89297";"48.25866";"54.14451";"48.69021";"53.15348";"51.99152";"55.68724";"52.10584";"54.66026";"52.40737";"55.91540"
"6am";"53.01465";"57.46633";"54.27949";"50.11725";"53.89630";"46.33873";"53.41710";"59.43288";"52.85279";"50.44872";"46.02496";"50.36386";"65.90120";"62.08163";"56.17445";"51.09685";"50.81350";"46.80467";"52.42445";"47.32253";"58.28802";"58.19440";"50.40983";"44.99615";"48.40851";"51.66708";"54.81309";"49.52436";"46.62194";"52.81175";"52.74632";"54.33518";"54.56589";"52.77578";"51.16902";"50.48597";"46.77306";"49.22365";"51.74224";"53.10713";"55.69224";"51.69567";"58.12070";"57.79690";"50.26908";"47.22587";"53.68711";"55.59881";"53.05385";"50.23225";"52.81379";"58.66434";"56.91984";"57.50645";"56.33805";"52.40749";"49.18185";"55.19975";"51.98143";"55.74208";"57.04373";"59.75477";"52.32100";"55.60984";"53.69421";"57.91456"
"7am";"54.87639";"56.99368";"55.69870";"55.75304";"53.47353";"44.86980";"57.07027";"55.14499";"58.58917";"51.82429";"49.22154";"49.91366";"68.30118";"57.89703";"55.80343";"51.78603";"51.65640";"42.17573";"52.77073";"52.29157";"56.20262";"63.93770";"42.27256";"42.45729";"39.18760";"49.68824";"53.04954";"48.94287";"36.21556";"43.40822";"54.89129";"49.86779";"54.02382";"57.59622";"49.01953";"51.35121";"46.78538";"47.85128";"55.64546";"57.41816";"51.12694";"50.30731";"59.06250";"56.96889";"50.80073";"51.52602";"51.36282";"58.56805";"52.86025";"51.97665";"60.27406";"60.12987";"59.69427";"54.10308";"60.23701";"53.01029";"47.76168";"52.98655";"54.96615";"56.98473";"55.22580";"61.84135";"58.80347";"57.08813";"55.20269";"58.27680"
"8am";"62.16086";"59.95976";"56.16187";"57.14578";"56.06947";"44.86020";"58.95009";"57.06197";"62.77968";"50.79105";"46.02955";"52.72940";"65.32861";"55.68733";"50.86665";"54.63107";"61.85815";"39.91450";"51.66574";"52.46831";"56.61137";"62.26842";"43.86348";"43.99202";"43.98918";"45.19246";"50.71475";"50.91372";"36.93776";"39.14954";"50.64770";"50.28893";"51.31232";"56.46993";"51.04953";"51.84692";"46.91603";"48.39281";"53.90554";"59.93213";"55.60395";"49.45335";"62.37601";"54.28423";"57.79528";"47.41662";"58.22566";"60.00057";"47.77027";"53.91796";"59.28778";"62.70517";"59.60665";"56.34781";"66.31878";"53.63615";"54.27148";"57.81542";"50.91307";"55.97834";"50.53746";"63.93222";"56.89976";"56.28756";"59.20719";"55.11151"
"9am";"57.84751";"61.24448";"56.52640";"57.28412";"57.86769";"47.25726";"53.64909";"57.94339";"60.90491";"54.86806";"43.15114";"56.93412";"63.20644";"58.74341";"53.33898";"58.03200";"61.83773";"42.83595";"50.50890";"51.27835";"54.74975";"63.40569";"45.75243";"42.53946";"44.94545";"41.96890";"51.10592";"52.00173";"35.73365";"42.65508";"48.01022";"49.88671";"48.72293";"56.61998";"47.89748";"53.29891";"45.10696";"46.90756";"54.71533";"57.91946";"58.32580";"52.43995";"60.84612";"53.85480";"62.24354";"47.64098";"58.43496";"59.59375";"45.80307";"55.43949";"57.93168";"64.14990";"60.96675";"55.88509";"64.50911";"55.51797";"57.11986";"57.10409";"53.91410";"61.04667";"53.64321";"61.32812";"59.56832";"53.92612";"58.48195";"52.79615"
"10am";"59.49930";"62.02873";"56.37056";"56.00624";"58.91922";"47.67706";"55.29055";"56.79398";"61.55113";"52.59475";"45.56322";"57.64400";"64.78754";"59.20343";"54.66773";"58.08771";"61.14755";"40.17220";"49.27019";"51.13102";"55.46724";"58.78329";"46.73091";"42.00905";"44.36694";"37.40124";"51.63333";"52.08955";"34.87000";"43.58890";"49.44151";"50.72503";"52.13674";"51.36379";"45.51300";"55.86791";"43.35375";"47.36056";"55.70155";"53.97767";"56.18547";"47.02501";"57.78049";"55.34848";"60.62193";"49.08515";"56.75465";"66.53907";"52.22549";"54.43838";"59.57256";"63.40736";"59.51004";"55.42148";"62.62585";"57.65069";"49.43490";"53.71581";"54.29557";"59.86118";"55.16808";"61.93514";"59.50860";"53.00907";"57.24634";"57.05388"
"11am";"61.21647";"64.09690";"57.40516";"54.72913";"56.13835";"43.89424";"57.46571";"55.26115";"61.91224";"53.74487";"49.24216";"52.73791";"63.98274";"59.32894";"55.42755";"56.93440";"63.78845";"40.94167";"47.85410";"50.29974";"54.50121";"60.57206";"47.28215";"41.66831";"44.05630";"39.16238";"50.77426";"53.07846";"35.76958";"43.58055";"51.75498";"52.06178";"53.28505";"53.63696";"46.97065";"52.06138";"44.80926";"45.71805";"54.32691";"55.62278";"53.99119";"49.38629";"58.96944";"57.08951";"59.83840";"47.54123";"58.82136";"57.75828";"51.69583";"54.56289";"60.80152";"63.13565";"57.23903";"58.36480";"63.67132";"52.28954";"48.86295";"53.85477";"51.73522";"56.99439";"56.46482";"59.98543";"60.03175";"53.36779";"56.76371";"55.59737"
