"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78";"130.78"
"max";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62";"8822.62"
"4am";"1398.34";"1036.18";" 875.22";"1066.36";" 824.92";" 975.82";" 895.34";" 593.54";"1156.90";"1559.30";" 855.10";"1066.36";"1468.76";" 814.86";" 985.88";"1277.62";" 985.88";" 754.50";"1277.62";" 744.44";" 955.70";" 875.22";"1036.18";" 875.22";" 865.16";" 704.20";"1026.12";" 553.30";" 301.80"
"5am";"1398.34";"1056.30";" 865.16";"1096.54";" 814.86";" 975.82";" 915.46";" 573.42";"1146.84";"1549.24";" 845.04";"1086.48";"1478.82";" 764.56";" 955.70";"1277.62";" 975.82";" 724.32";"1237.38";" 744.44";" 945.64";" 865.16";" 965.76";" 855.10";" 804.80";" 684.08";"1016.06";" 563.36";" 372.22"
"6am";"1307.80";"1046.24";" 875.22";"1146.84";" 784.68";" 885.28";" 955.70";" 583.48";"1076.42";"1579.42";" 895.34";"1187.08";"1468.76";" 714.26";" 855.10";"1237.38";" 895.34";" 714.26";"1156.90";" 663.96";" 885.28";" 794.74";" 804.80";" 814.86";" 714.26";" 653.90";"1026.12";" 573.42";" 694.14"
"7am";"1428.52";" 925.52";" 865.16";"1247.44";" 734.38";" 734.38";"1227.32";" 633.78";" 895.34";"1991.88";" 915.46";"1187.08";"1579.42";" 583.48";" 593.54";" 905.40";" 724.32";" 513.06";" 865.16";" 432.58";" 824.92";" 633.78";" 593.54";" 543.24";" 613.66";" 553.30";"1106.60";" 563.36";"1086.48"
"8am";"1599.54";" 895.34";" 875.22";"1197.14";" 985.88";" 653.90";"1267.56";" 704.20";" 784.68";"2776.56";"1116.66";"1146.84";"1750.44";" 462.76";" 482.88";" 754.50";" 613.66";" 392.34";" 684.08";" 402.40";" 804.80";" 553.30";" 563.36";" 543.24";" 573.42";" 462.76";"1327.92";" 432.58";"1468.76"
"9am";"1549.24";" 905.40";" 834.98";"1156.90";" 925.52";" 583.48";"1307.80";" 734.38";" 714.26";"2997.88";"1277.62";"1126.72";"1861.10";" 432.58";" 472.82";" 754.50";" 573.42";" 342.04";" 653.90";" 372.22";" 834.98";" 553.30";" 573.42";" 523.12";" 553.30";" 432.58";"1327.92";" 482.88";"1529.12"
"10am";"1549.24";" 935.58";" 814.86";"1187.08";" 985.88";" 583.48";"1267.56";" 734.38";" 734.38";"2987.82";"1327.92";"1066.36";"1901.34";" 472.82";" 462.76";" 754.50";" 563.36";" 352.10";" 643.84";" 402.40";" 824.92";" 563.36";" 593.54";" 523.12";" 563.36";" 402.40";"1287.68";" 452.70";"1589.48"
"11am";"1589.48";" 915.46";" 845.04";"1146.84";" 945.64";" 543.24";"1307.80";" 764.56";" 764.56";"2917.40";"1307.80";"1136.78";"1921.46";" 472.82";" 442.64";" 714.26";" 563.36";" 372.22";" 633.78";" 442.64";" 865.16";" 563.36";" 583.48";" 533.18";" 553.30";" 422.52";"1287.68";" 432.58";"1559.30"
"12am";"1509.00";" 985.88";" 744.44";"1227.32";" 915.46";" 583.48";"1257.50";" 754.50";" 764.56";"2867.10";"1337.98";"1076.42";"1891.28";" 442.64";" 462.76";" 744.44";" 603.60";" 372.22";" 694.14";" 422.52";" 885.28";" 613.66";" 623.72";" 492.94";" 543.24";" 402.40";"1277.62";" 442.64";"1579.42"
"1pm";"1599.54";" 975.82";" 734.38";"1217.26";" 945.64";" 543.24";"1277.62";" 784.68";" 774.62";"2897.28";"1307.80";"1066.36";"1901.34";" 412.46";" 452.70";" 744.44";" 623.72";" 382.28";" 714.26";" 422.52";" 875.22";" 603.60";" 623.72";" 503.00";" 563.36";" 402.40";"1297.74";" 432.58";"1559.30"
"2pm";"1498.94";" 965.76";" 734.38";"1247.44";" 975.82";" 533.18";"1287.68";" 824.92";" 744.44";"2846.98";"1257.50";"1126.72";"1901.34";" 452.70";" 492.94";" 704.20";" 633.78";" 372.22";" 734.38";" 442.64";" 865.16";" 633.78";" 663.96";" 482.88";" 563.36";" 442.64";"1297.74";" 422.52";"1488.88"
"3pm";"1488.88";" 905.40";" 774.62";"1197.14";" 915.46";" 573.42";"1287.68";" 754.50";" 744.44";"2746.38";"1257.50";"1036.18";"1901.34";" 523.12";" 513.06";" 804.80";" 653.90";" 432.58";" 684.08";" 452.70";" 845.04";" 653.90";" 724.32";" 482.88";" 563.36";" 452.70";"1317.86";" 402.40";"1307.80"
"4pm";"1317.86";" 935.58";" 794.74";"1207.20";" 885.28";" 754.50";" 945.64";" 653.90";" 834.98";"2233.32";"1287.68";" 875.22";"1398.34";" 794.74";" 694.14";" 905.40";" 774.62";" 563.36";" 865.16";" 573.42";" 824.92";" 704.20";" 824.92";" 653.90";" 623.72";" 543.24";"1116.66";" 513.06";" 804.80"
"5pm";"1378.22";" 925.52";" 814.86";"1066.36";" 834.98";" 834.98";" 875.22";" 674.02";" 935.58";"1921.46";"1187.08";" 955.70";"1509.00";" 774.62";" 855.10";"1136.78";" 875.22";" 663.96";"1076.42";" 704.20";" 824.92";" 734.38";" 885.28";" 774.62";" 694.14";" 633.78";" 975.82";" 513.06";" 583.48"
"6pm";"1509.00";" 935.58";" 804.80";"1016.06";" 875.22";" 855.10";" 784.68";" 633.78";" 955.70";"1901.34";"1126.72";"1026.12";"1448.64";" 804.80";" 895.34";"1156.90";" 865.16";" 694.14";"1096.54";" 663.96";" 865.16";" 734.38";" 915.46";" 774.62";" 774.62";" 674.02";" 965.76";" 503.00";" 492.94"
"7pm";"1438.58";" 945.64";" 834.98";"1096.54";" 875.22";" 855.10";" 824.92";" 653.90";" 975.82";"1881.22";"1106.60";"1036.18";"1378.22";" 784.68";" 885.28";"1237.38";" 885.28";" 653.90";"1146.84";" 694.14";" 865.16";" 744.44";" 955.70";" 804.80";" 774.62";" 694.14";" 925.52";" 472.82";" 442.64"
"8pm";"1478.82";" 965.76";" 824.92";" 945.64";" 834.98";" 885.28";" 824.92";" 653.90";"1006.00";"1911.40";" 965.76";" 985.88";"1448.64";" 804.80";" 905.40";"1307.80";" 915.46";" 714.26";"1177.02";" 714.26";" 885.28";" 754.50";" 975.82";" 814.86";" 814.86";" 674.02";" 945.64";" 472.82";" 392.34"
"9pm";"1488.88";"1026.12";" 794.74";" 905.40";" 804.80";" 915.46";" 784.68";" 623.72";"1066.36";"1830.92";" 935.58";" 965.76";"1468.76";" 855.10";" 925.52";"1247.44";" 925.52";" 734.38";"1237.38";" 694.14";" 915.46";" 784.68";" 995.94";" 814.86";" 845.04";" 663.96";" 965.76";" 492.94";" 362.16"
"10pm";"1509.00";"1016.06";" 794.74";" 985.88";" 784.68";" 925.52";" 814.86";" 583.48";"1106.60";"1639.78";" 915.46";"1016.06";"1478.82";" 855.10";" 935.58";"1227.32";" 915.46";" 774.62";"1237.38";" 704.20";" 935.58";" 814.86";"1016.06";" 804.80";" 875.22";" 663.96";" 995.94";" 533.18";" 362.16"
