"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149"
"max";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666"
"4am";" 5.354334";"17.326443";"14.012700";" 5.880521";" 2.430807";"14.946456";" 0.923094";" 5.475230";"10.166021";" 7.200243";" 3.541687";" 4.425371";" 6.676783";" 2.489376";" 4.682639";" 9.831024";" 3.779081";" 6.783026";" 5.471207"
"5am";" 6.267963";"16.962357";"14.312774";" 6.247503";" 2.453745";"14.235911";" 0.923094";" 5.069001";" 9.264984";" 7.089956";" 3.603371";" 4.558455";" 6.947492";" 2.781055";" 5.262698";" 9.895111";" 3.975945";" 6.415855";" 5.499262"
"6am";" 5.165649";"17.568616";"12.091705";" 6.341645";" 2.431994";"11.942467";" 1.843884";" 5.193289";" 9.599931";" 6.747234";" 3.603371";" 3.547132";" 7.499900";" 2.614327";" 5.502531";" 9.374824";" 4.133982";" 7.095397";" 5.597346"
"7am";" 5.019403";"18.556906";" 8.455600";" 6.043658";" 2.060005";" 9.717337";" 1.781291";" 4.982814";" 9.429062";" 9.769668";" 4.882867";" 3.516044";" 8.068002";" 6.523851";" 6.735897";" 6.811219";" 2.805585";" 4.919816";" 7.567398"
"8am";" 6.186109";"19.302712";" 9.904397";" 5.066325";" 2.130072";" 8.338845";" 2.566946";" 5.039452";"12.713632";" 9.088553";" 5.056801";" 4.626491";" 6.300490";" 6.783504";" 8.748409";" 8.223065";" 3.253026";" 3.658598";" 5.959193"
"9am";" 5.069136";"17.940124";" 8.544467";" 5.348805";" 2.214113";" 8.189647";" 2.535643";" 5.735633";"13.908310";"10.397011";" 5.171578";" 4.494482";" 6.152078";" 7.393795";" 9.131813";" 7.930977";" 3.622088";" 4.697807";" 4.795749"
"10am";" 4.2848024";"18.2029056";" 8.8926607";" 5.2647791";" 0.7137875";" 8.0738870";" 3.6018610";" 7.1812481";"14.1863291";" 9.8269962";" 5.5210946";" 3.9614322";" 6.5310228";" 7.0325735";" 8.3462493";" 6.2335151";" 3.9079636";" 3.6868910";" 5.6146236"
"11am";" 4.686612";"19.523912";" 9.974387";" 4.342423";" 2.335976";" 7.922164";" 5.163134";" 6.118560";"13.829009";" 9.421571";" 5.382538";" 4.186692";" 6.904090";" 6.093527";" 8.395783";" 7.630340";" 3.710052";" 3.659214";" 5.533351"
"12am";" 4.143510";"18.042516";" 9.416527";" 5.317495";" 3.797181";" 8.149053";" 2.844530";" 6.048160";"13.216039";" 8.621847";" 5.106704";" 4.051142";" 8.874652";" 6.499845";" 8.613895";" 7.456718";" 4.460073";" 4.488917";" 5.831506"
"1pm";" 6.074780";" 9.020356";"11.072208";" 6.261868";" 2.182795";" 3.664228";"15.263765";" 7.949017";"15.639665";" 6.687807";" 5.150860";" 5.498677";" 7.357359";" 5.844765";" 8.266159";" 8.991361";" 3.305085";" 3.477220";" 4.322035"
"2pm";" 5.548090";"11.181435";"13.950353";" 5.630882";" 2.175388";"10.049296";" 1.936223";" 7.125689";"16.362323";" 6.943844";" 5.559472";" 5.736117";" 6.909122";" 5.824642";" 7.249277";" 8.740916";" 3.205380";" 4.022106";" 3.226634"
"3pm";" 4.788794";" 8.342874";"14.016206";" 5.238471";" 1.569226";" 9.623489";" 2.007330";" 8.903335";"14.581463";" 6.081583";" 5.860373";" 4.486188";" 5.989874";" 5.440104";" 8.074604";"10.563290";" 3.221900";" 4.350269";" 4.207737"
"4pm";" 4.9805694";"14.8858320";"13.8822510";" 5.8247560";" 3.2665915";"10.0125819";" 0.6433654";" 8.1092134";"15.5598967";" 4.4644412";" 6.2233197";" 6.8279398";" 7.8896402";" 2.9295170";" 7.7852361";" 9.4844618";" 3.8473490";" 4.7825133";" 3.2443562"
"5pm";" 4.6668350";"12.9867749";"16.8228674";" 3.2345690";" 2.7093540";"12.2222780";" 0.8951628";" 7.7548716";"12.8363179";" 5.3300366";" 4.8624927";" 6.1553771";" 7.3705877";" 1.9985427";" 5.7477407";" 7.3076354";" 3.8905297";" 7.7463667";" 3.7578428"
"6pm";" 4.485554";"18.279528";"14.672533";" 6.087925";" 5.003007";"11.364586";" 1.270867";" 7.761546";"10.634526";" 3.046633";" 4.434293";" 5.000289";" 7.856787";" 1.923329";" 5.484664";" 8.475617";" 3.871340";" 6.754330";" 5.301815"
"7pm";" 6.238945";"17.214673";"14.362933";" 5.439573";" 4.479597";"13.746434";" 1.289746";" 6.648917";"10.352955";" 4.024023";" 4.216127";" 5.341028";" 8.910643";" 1.851275";" 5.004934";" 8.327364";" 3.632606";" 6.253980";" 5.443246"
"8pm";" 5.240920";"17.271249";"16.085317";" 5.621708";" 2.253741";"11.631972";" 1.304285";" 6.832962";"10.330877";" 3.870256";" 3.895742";" 5.383705";" 8.971794";" 1.897764";" 4.690344";" 9.014454";" 3.940875";" 6.409874";" 5.582790"
"9pm";" 5.295140";"18.276676";"16.365290";" 6.322578";" 2.252659";"12.707837";" 1.263651";" 6.709271";"10.280968";" 3.800614";" 3.727998";" 5.382305";" 6.633988";" 2.557314";" 4.668396";"10.441627";" 3.853089";" 6.412657";" 4.873169"
"10pm";" 5.028867";"18.268068";"16.445435";" 5.951721";" 2.276951";"13.685708";" 1.217066";" 6.586306";"10.520223";" 3.771380";" 3.596361";" 5.185932";" 7.291193";" 1.851580";" 4.549307";"10.498671";" 3.826959";" 7.061979";" 5.305696"
"11pm";" 5.393383";"18.038073";"16.027616";" 5.886343";" 2.341079";"14.405276";" 1.195962";" 6.311958";"10.566607";" 3.849008";" 3.557571";" 5.102092";" 7.238052";" 1.827923";" 4.630645";"10.325736";" 3.736633";" 6.933913";" 5.355649"
"12pm";" 5.321167";"18.038073";"15.845064";" 5.864725";" 2.328780";"14.735820";" 1.149388";" 6.311958";"10.566607";" 3.992509";" 3.557571";" 5.102092";" 7.059302";" 1.827923";" 4.630645";"10.325736";" 3.715055";" 6.881268";" 5.336096"
"1am";" 5.546905";"18.038073";"15.845064";" 5.864725";" 2.328780";"15.002637";" 1.134081";" 6.311958";"10.627266";" 3.992509";" 3.521657";" 5.082523";" 6.882435";" 1.820508";" 4.624114";"10.268149";" 3.672489";" 6.797746";" 5.342801"
"2am";" 5.634401";"18.038073";"15.904487";" 5.864725";" 2.328780";"14.515349";" 1.175062";" 6.311958";"10.724592";" 3.974586";" 3.502300";" 5.082523";" 6.882435";" 1.832089";" 4.573311";"10.268149";" 3.672489";" 6.797746";" 5.411821"
"3am";" 5.278420";"16.891056";"15.904487";" 5.864725";" 2.328780";"15.357782";" 1.175062";" 6.311958";"10.724592";" 3.974586";" 3.502300";" 5.082523";" 6.882435";" 1.832089";" 4.573311";"10.268149";" 3.672489";" 6.797746";" 5.411821"
