"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329";"68.5233057888329"
"4am";"26.79910";"47.67286";"56.26121";"52.83723";"45.85951";"43.93300";"42.06487";"56.66837";"43.82565";"53.94018";"52.95117";"60.14192";"49.58700";"62.97933";"62.90041";"60.16312";"63.05598";"57.47647";"49.88497"
"5am";"27.97070";"47.45825";"58.48136";"52.56543";"46.27211";"43.97235";"42.06487";"56.29568";"44.23245";"54.63021";"52.15565";"60.21199";"49.04861";"63.71249";"62.51763";"59.21327";"63.12579";"56.31909";"49.62954"
"6am";"29.94689";"46.55089";"56.84362";"51.49734";"47.91588";"50.72844";"42.68709";"55.27441";"44.21515";"54.87844";"52.15565";"60.17682";"47.45560";"57.52750";"61.27444";"60.30770";"61.67233";"56.99835";"48.73666"
"7am";"32.52396";"54.95803";"57.54095";"50.75947";"42.93707";"50.25964";"43.65324";"52.38619";"38.76393";"55.68558";"47.83704";"59.40520";"52.39453";"62.86338";"56.49864";"61.03045";"68.16799";"57.14092";"50.12433"
"8am";"43.58797";"52.80416";"52.10873";"44.90942";"39.62810";"53.50214";"42.60873";"51.90720";"36.72900";"51.81445";"46.71927";"56.18407";"58.10279";"56.28256";"50.85445";"59.38609";"67.69761";"54.01901";"53.12127"
"9am";"45.63555";"47.13167";"52.58308";"44.26441";"39.11954";"55.65915";"43.16940";"50.27299";"40.30312";"53.45270";"46.31409";"56.09640";"57.58450";"55.93267";"48.70062";"60.17489";"67.58415";"53.27097";"54.33591"
"10am";"44.94532";"47.60231";"50.07562";"48.07858";"40.22582";"56.16055";"45.12293";"51.17451";"35.43825";"49.03254";"47.47960";"50.97240";"59.27565";"55.22847";"48.16045";"61.21516";"67.35771";"51.28029";"49.92138"
"11am";"45.23591";"50.78643";"51.56411";"45.78067";"39.76635";"57.57170";"42.63295";"46.62433";"40.86920";"50.41104";"48.62163";"56.30280";"56.97283";"55.13843";"50.17249";"58.49450";"63.63009";"53.73382";"50.68004"
"12am";"41.88736";"46.69368";"52.45295";"48.76703";"39.60940";"56.93234";"44.82221";"57.13321";"40.92380";"48.51374";"51.91917";"55.37225";"56.46580";"56.43397";"51.99054";"61.86689";"48.47408";"52.90503";"47.75703"
"1pm";"45.84788";"46.51817";"48.71833";"46.95374";"40.50831";"59.22198";"41.63828";"48.33725";"38.42047";"49.90357";"49.21537";"59.89148";"53.75234";"60.18225";"52.24117";"55.35451";"67.08784";"53.40805";"50.74735"
"2pm";"45.07970";"48.03411";"44.54817";"56.20269";"41.00038";"54.45153";"48.82966";"52.36333";"40.78653";"49.78476";"50.51542";"57.97368";"55.08218";"55.65852";"52.43659";"55.37457";"63.83992";"53.11432";"51.08754"
"3pm";"45.44295";"48.32501";"44.49530";"48.01112";"45.22396";"50.26270";"49.48031";"53.34469";"43.77529";"54.21166";"52.52808";"57.61602";"54.22960";"68.26505";"53.80886";"50.62363";"62.85884";"54.21177";"49.85687"
"4pm";"42.95720";"50.15544";"46.94934";"43.63590";"45.58274";"50.88092";"45.83945";"49.28143";"49.06997";"54.43832";"52.64442";"55.82138";"53.26675";"68.52331";"51.98532";"53.72080";"66.68915";"53.84250";"49.05246"
"5pm";"41.13565";"51.17219";"49.17026";"43.79631";"50.89735";"52.25538";"40.82351";"48.78876";"43.37550";"53.30126";"53.52446";"51.78502";"53.68711";"65.21837";"56.40908";"58.11684";"66.60254";"56.84523";"47.70178"
"6pm";"34.35027";"46.06941";"52.05697";"47.95320";"51.00704";"51.56689";"37.95565";"56.88902";"42.45770";"53.93450";"54.63346";"51.65682";"53.02159";"62.32928";"57.92144";"59.19599";"55.09683";"56.32761";"46.27388"
"7pm";"31.10695";"47.29868";"57.28230";"47.49261";"49.42182";"50.93218";"42.30251";"59.46929";"41.64148";"52.03903";"51.58803";"56.61903";"51.04185";"63.80737";"60.63404";"56.94595";"58.44114";"57.43899";"46.19107"
