"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08";"8229.08"
"4am";"130.78";"  0.00";"  0.00";"  0.00";"  0.00";"0";"130.78";"  0.00";"  0.00";"  0.00";"150.90";"  0.00";"160.96";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"120.72";"  0.00";"  0.00";"  0.00";"382.28"
"5am";"181.08";"191.14";"  0.00";"  0.00";"  0.00";"0";"221.32";"  0.00";"  0.00";"181.08";"382.28";"191.14";"291.74";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"181.08";"  0.00";"140.84";"  0.00";"653.90"
"6am";" 472.82";" 352.10";" 231.38";" 663.96";" 160.96";"   0.00";" 865.16";" 331.98";" 120.72";" 603.60";" 855.10";" 955.70";" 774.62";" 150.90";"   0.00";" 321.92";" 181.08";" 261.56";" 201.20";" 160.96";" 251.50";" 231.38";"   0.00";"   0.00";" 492.94";" 251.50";" 734.38";" 241.44";"2172.96"
"7am";"2042.18";" 955.70";" 623.72";"2142.78";"1317.86";" 291.74";"2555.24";"1146.84";" 331.98";"2535.12";"2736.32";"2183.02";"2434.52";" 452.70";" 271.62";" 885.28";" 492.94";" 523.12";" 663.96";" 402.40";" 845.04";" 603.60";" 402.40";" 251.50";" 784.68";" 462.76";"1881.22";" 643.84";"4305.68"
"8am";"4225.20";"1428.52";" 995.94";"3782.56";"2867.10";" 694.14";"4195.02";"1901.34";" 613.66";"5180.90";"4728.20";"2686.02";"3923.40";" 603.60";" 442.64";"1358.10";" 734.38";" 653.90";" 855.10";" 623.72";"1177.02";" 744.44";" 593.54";" 422.52";" 885.28";" 523.12";"3007.94";" 905.40";"6046.06"
"9am";"4677.90";"1539.18";"1076.42";"4164.84";"3178.96";" 885.28";"4768.44";"2102.54";" 663.96";"5875.04";"5985.70";"3138.72";"4376.10";" 663.96";" 513.06";"1519.06";" 855.10";" 663.96";" 945.64";" 674.02";"1187.08";" 794.74";" 724.32";" 472.82";" 915.46";" 573.42";"3490.82";"1006.00";"6991.70"
"10am";"4808.68";"1619.66";"1177.02";"4285.56";"3370.10";" 905.40";"4818.74";"2183.02";" 643.84";"5885.10";"6790.50";"3450.58";"4758.38";" 744.44";" 533.18";"1579.42";" 985.88";" 663.96";"1006.00";" 714.26";"1187.08";" 855.10";" 734.38";" 472.82";" 955.70";" 633.78";"3581.36";"1026.12";"7464.52"
"11am";"4748.32";"1639.78";"1187.08";"4074.30";"3229.26";" 845.04";"4567.24";"2112.60";" 623.72";"5834.80";"6850.86";"3460.64";"4597.42";" 704.20";" 533.18";"1539.18";" 895.34";" 663.96";" 895.34";" 633.78";"1257.50";" 764.56";" 704.20";" 462.76";" 985.88";" 583.48";"3440.52";"1056.30";"7796.50"
