"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095";"5625.63095"
"4am";"1006.2294";"1351.0375";"1790.9159";"1068.5392";"2382.6798";"2871.1728";"1006.9180";" 148.4359";"1251.7214";" 600.5848";"1086.9865";" 445.7403";" 206.1643";" 292.0431";" 829.6425";"1289.8129";"1346.1585";" 397.2616";" 275.4969";" 707.9730";" 894.1383";"1476.6511";"1377.8515";"1805.6084";"1843.2320";" 881.8008";"1951.6333";"1663.0602";"1263.7520";"1579.8640";"1081.8878"
"5am";"1006.2294";"1351.0375";"1790.9159";"1068.5392";"2318.3786";"2871.1728";"1006.9180";" 148.4359";"1251.7214";" 566.5148";"1114.7335";" 400.4488";" 206.1643";" 435.7058";" 829.6425";"1289.8129";"1346.1585";" 344.5288";" 275.4969";" 680.2260";" 853.1654";"1476.6511";"1377.8515";"1805.6084";"1843.2320";" 881.8008";"1951.6333";"1663.0602";"1263.7520";"1579.8640";"1081.8878"
"6am";" 978.9692";"1274.3585";"1818.5128";"1001.8298";"2363.4543";"2673.7565";"1044.7932";" 148.4359";"1140.5208";" 535.9846";"1065.1759";" 362.5736";" 206.1643";" 526.9619";" 793.0349";"1289.8129";"1321.4679";" 289.6850";" 275.4969";" 709.3343";" 801.3000";"1403.9476";"1187.7588";"1771.5606";"1843.2320";" 755.1818";"1819.9455";"1561.2515";"1263.7520";"1579.8640";"1081.8878"
"7am";" 994.4471";"1043.1362";"2063.3040";" 855.2134";"2278.0735";"1936.0956";" 808.6399";" 200.9239";"1216.3244";" 627.9900";" 909.2398";" 423.6053";" 297.7074";" 969.3457";" 580.1590";" 893.5470";"1043.0162";" 289.6850";" 277.8874";"1124.2553";" 672.6019";" 885.5519";"1040.5321";"1309.2224";"1576.0378";" 516.3975";"1576.8303";"1312.8359";"1220.6321";"1439.6482";"1032.1253"
"8am";"1596.0090";"1053.5806";"2651.5281";" 934.3281";"1492.8064";"1534.0689";" 705.2108";" 444.9741";" 927.0725";" 715.8464";" 574.1018";" 486.5876";" 400.1045";"2356.4555";" 545.4961";" 728.2627";" 719.5100";" 345.9461";" 747.7016";"1498.5976";" 499.6505";" 733.2873";" 758.2414";"1291.9829";"1438.8622";" 423.1436";"1121.8572";"1321.7921";" 847.0088";"1162.2543";"1062.6962"
"9am";"1627.2221";"1215.6611";"2818.6225";" 910.5019";"1462.1367";"1344.9710";" 652.7165";" 374.6205";" 886.8632";" 754.5891";" 707.6374";" 523.1411";" 381.7137";"2239.8540";" 660.3058";" 698.9442";" 552.4512";" 318.7822";" 582.6698";"2173.2248";" 557.1696";" 733.2873";" 633.7331";"1135.5844";"1348.5843";" 397.9444";" 866.7406";"1395.0604";" 955.2751";"1140.7117";"1062.6962"
"10am";"1811.3618";"1175.1117";"2662.0978";" 968.9852";"1459.7369";"1328.5738";" 780.5944";" 440.1044";" 779.4252";" 755.1954";" 626.0399";" 523.1411";" 309.9578";"2266.3445";" 587.0257";" 670.4053";" 552.0471";" 327.1763";" 635.1504";"2498.4456";" 636.6451";" 626.6079";" 754.7919";" 922.2293";"1173.3243";" 558.8898";" 802.5916";"1259.4104";"1005.6912";"1000.5739";"1062.6962"
"11am";"1617.3492";"1069.7151";"2618.9792";" 958.5026";"1609.7863";"1598.9475";" 705.4600";" 263.0463";" 919.9650";" 678.9846";" 807.6666";" 505.4502";" 434.8569";"2371.5322";" 546.1577";" 684.7998";" 621.1083";" 434.5012";" 587.2884";"2136.3570";" 598.1425";" 778.7869";" 475.7299";" 951.5923";"1054.5903";" 425.5477";" 961.3804";"1352.4953";" 853.3139";"1176.5378";"1062.6962"
"12am";"1644.6548";"1021.5388";"2581.4409";"1061.6503";"1860.3882";"1816.9418";" 691.0893";" 107.6319";"1105.5172";" 515.4271";" 906.8008";" 423.6053";" 233.5285";"2160.6571";" 850.1233";" 841.0534";" 721.6273";" 339.0985";" 490.0350";"2238.8580";" 598.1425";" 840.4791";" 556.0970";"1035.0548";"1114.3326";" 319.8456";"1059.0973";"1295.7736";" 956.3736";"1206.0200";" 973.6309"
"1pm";"1660.0883";"1073.8689";"2723.1929";"1091.6001";"1718.0369";"1581.3345";" 642.2499";" 220.3143";" 946.0248";" 553.8830";"1066.1175";" 441.2962";" 321.9522";"2472.1193";" 695.6688";" 746.8548";" 528.2756";" 494.5161";" 543.0938";"1836.2435";" 598.1425";" 979.6771";" 641.8311";"1184.3803";"1106.1671";" 339.6013";"1002.1511";"1378.6524";" 922.2142";"1045.3095";" 884.5657"
"2pm";"2086.6416";" 968.7723";"2960.4316";" 893.2836";"1766.2127";"1310.5909";" 443.9914";" 384.2558";" 929.7701";" 658.7307";" 779.1027";" 305.8358";" 287.8771";"2472.0615";" 731.3558";" 740.0879";" 338.6373";" 494.5161";" 801.7186";"2150.6173";" 570.5175";" 920.9898";" 560.9558";"1102.4480";"1032.0671";" 486.5116";" 965.4222";"1556.7470";" 804.6046";"1073.9644";" 884.5657"
"3pm";"2244.6831";"1058.5504";"2782.7926";"1030.8255";"1769.9266";"1272.5619";" 659.4900";" 337.4572";" 872.0749";" 688.5700";" 754.9818";" 219.6970";" 269.4862";"2324.2602";" 853.8071";" 685.0411";" 302.7282";" 484.3450";" 780.7304";"2101.2796";" 472.0254";" 747.0711";" 601.1394";"1198.6075";" 981.4514";" 478.2823";"1034.2477";"1349.5135";" 797.0386";"1051.1344";" 973.6309"
"4pm";"1961.3902";"1228.8568";"2653.9013";"1070.1751";"1636.1342";"1521.1695";" 764.5878";" 295.6200";" 992.7190";" 709.0578";" 855.8287";" 183.1652";" 252.4535";"2028.3315";" 594.9995";" 815.6087";" 499.1560";" 347.2686";" 553.1636";"2001.3637";" 550.9699";" 980.9083";" 647.2307";"1154.0282";" 958.2186";" 644.1615";"1036.2183";"1328.4270";"1002.3623";"1166.1419";" 894.6865"
"5pm";"1624.3874";"1132.0799";"1953.4715";" 855.3159";"2027.8136";"1888.7025";" 951.8162";" 423.0088";" 801.7995";" 568.5217";" 831.6055";" 170.3896";" 319.5335";"1438.9236";" 787.9894";" 888.5314";" 626.0012";" 289.6850";" 798.0546";"1929.5223";" 485.7580";"1012.9566";" 923.4379";"1244.7656";"1222.4377";" 623.4308";"1338.3927";"1528.6752";"1035.1529";"1278.6242";" 944.4490"
"6pm";"1337.6563";"1164.7663";"1951.1796";"1012.0870";"2184.8937";"2052.8500";" 903.1620";" 184.0101";"1173.9761";" 574.8100";"1013.7077";" 170.3896";" 260.6556";"1062.7172";" 833.4101";"1103.1849";"1029.5303";" 308.4548";" 469.4858";"1853.6649";" 665.3759";"1113.2318";" 968.3910";"1490.8460";"1767.1239";" 797.2585";"1665.6543";"1525.3776";" 925.9862";"1489.7439";" 992.8226"
"7pm";" 981.7761";"1479.2957";"1956.5585";"1097.0067";"2121.4893";"2684.6707";"1132.3834";" 118.1262";"1399.1366";" 503.9248";"1078.8734";" 445.7403";" 220.0206";" 690.2045";" 678.6719";"1193.3946";"1122.1757";" 361.1875";" 483.8113";" 960.0641";" 715.1295";"1463.1524";"1325.1474";"1620.9051";"1922.3038";" 751.9013";"1521.9849";"1501.5540";"1228.1382";"1829.9471";" 992.8226"
"8pm";"1101.8371";"1534.0617";"1714.4525";"1005.9607";"2197.4292";"2936.3081";"1064.1971";" 148.4359";"1275.2078";" 435.5674";"1212.0120";" 445.7403";" 184.8714";" 415.5155";" 744.4355";"1325.0618";"1228.0393";" 397.2616";" 524.7248";" 902.3589";" 863.5744";"1546.1505";"1302.8163";"1735.5394";"1922.3038";" 829.9855";"1694.4976";"1576.8391";"1288.4155";"1708.9447";" 992.8226"
"9pm";"1137.4015";"1467.9693";"1651.7485";"1005.9607";"2329.2619";"2875.1716";"1091.5995";" 148.4359";"1320.1154";" 503.9248";"1170.6361";" 445.7403";" 206.1643";" 312.4433";" 770.7347";"1325.0618";"1319.6652";" 397.2616";" 456.3673";" 915.2082";" 784.6300";"1546.1505";"1405.7038";"1679.1269";"1922.3038";" 829.9855";"1750.9101";"1576.8391";"1261.0131";"1674.1690";" 992.8226"
"10pm";"1088.3243";"1467.9693";"1724.2890";"1035.9892";"2296.9405";"2875.1716";"1110.4025";" 148.4359";"1251.7214";" 572.2823";"1244.6295";" 445.7403";" 206.1643";" 312.4433";" 784.0852";"1325.0618";"1338.3849";" 397.2616";" 337.4820";" 877.6855";" 918.8245";"1546.1505";"1405.7038";"1679.1269";"1922.3038";" 829.9855";"1854.3450";"1607.2478";"1313.6482";"1527.8407";"1081.8878"
"11pm";" 987.4382";"1337.4773";"1724.2890";"1035.9892";"2453.2215";"2921.9662";"1110.4025";" 148.4359";"1251.7214";" 600.5848";"1244.6295";" 445.7403";" 206.1643";" 312.4433";" 784.0852";"1325.0618";"1390.6255";" 397.2616";" 365.4002";" 835.0636";" 961.4464";"1546.1505";"1434.8760";"1805.6084";"1922.3038";" 829.9855";"1854.3450";"1607.2478";"1313.6482";"1527.8407";"1081.8878"
"12pm";"1024.4058";"1300.5097";"1724.2890";"1035.9892";"2453.2215";"2921.9662";"1070.2189";" 148.4359";"1251.7214";" 600.5848";"1123.5280";" 445.7403";" 206.1643";" 312.4433";" 819.3341";"1289.8129";"1390.6255";" 397.2616";" 365.4002";" 835.0636";" 961.4464";"1546.1505";"1475.0595";"1805.6084";"1922.3038";" 829.9855";"1854.3450";"1663.0602";"1313.6482";"1648.9422";"1081.8878"
"1am";" 973.8780";"1351.0375";"1724.2890";"1035.9892";"2453.2215";"2921.9662";"1006.9180";" 148.4359";"1251.7214";" 600.5848";"1123.5280";" 445.7403";" 206.1643";" 330.7912";" 819.3341";"1289.8129";"1382.7660";" 397.2616";" 365.4002";" 792.3383";" 961.4464";"1546.1505";"1520.0125";"1805.6084";"1922.3038";" 829.9855";"2002.8888";"1663.0602";"1316.3871";"1648.9422";"1081.8878"
"2am";" 973.8780";"1351.0375";"1790.9159";"1035.9892";"2453.2215";"2921.9662";"1006.9180";" 148.4359";"1251.7214";" 600.5848";"1123.5280";" 445.7403";" 206.1643";" 330.7912";" 819.3341";"1289.8129";"1382.7660";" 397.2616";" 298.7734";" 792.3383";" 961.4464";"1546.1505";"1520.0125";"1805.6084";"1922.3038";" 829.9855";"2002.8888";"1663.0602";"1316.3871";"1648.9422";"1081.8878"
"3am";" 973.8780";"1351.0375";"1790.9159";"1035.9892";"2453.2215";"2921.9662";"1006.9180";" 148.4359";"1251.7214";" 600.5848";"1123.5280";" 445.7403";" 206.1643";" 330.7912";" 819.3341";"1289.8129";"1382.7660";" 397.2616";" 298.7734";" 792.3383";" 961.4464";"1546.1505";"1520.0125";"1805.6084";"1922.3038";" 829.9855";"2002.8888";"1663.0602";"1316.3871";"1648.9422";"1081.8878"
