"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485"
"4am";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"7am";"324.180";"324.211";"429.409";"  0.000";"  0.000";"  0.000";"  0.000";"430.920";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8am";" 885.621";"1085.673";"1424.437";"   0.000";"   0.000";"   0.000";"   0.000";" 713.216";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";" 904.401";"1154.284";"1405.029";" 310.371";"   0.000";" 532.018";"   0.000";" 925.010";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"10am";" 904.720";"1094.264";"1450.485";" 388.297";"   0.000";" 502.427";" 521.568";" 938.996";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"791.037";"709.544";"941.110";"  0.000";"  0.000";"505.375";"415.880";"759.174";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"12am";"475.972";"  0.000";"450.340";"  0.000";"  0.000";"  0.000";"  0.000";"701.832";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"1pm";" 835.778";" 884.448";"1003.679";" 561.406";"   0.000";"   0.000";"   0.000";" 774.216";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"2pm";"1075.679";" 984.295";"1234.637";"   0.000";"   0.000";" 664.499";" 801.353";" 938.898";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"3pm";"1110.138";"1014.369";"1305.508";" 307.784";"   0.000";" 580.855";"   0.000";" 894.006";"   0.000";"   0.000";"   0.000";" 667.190";"   0.000";"   0.000";"   0.000"
"4pm";"1141.676";"1023.009";"1440.839";" 275.049";"   0.000";"   0.000";"   0.000";" 648.363";"   0.000";"   0.000";"   0.000";" 638.895";"   0.000";"   0.000";"   0.000"
"5pm";"751.251";"347.913";"820.031";"  0.000";"  0.000";"  0.000";"  0.000";"510.416";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"6pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"7pm";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"8pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"9pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"10pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"11pm";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";"0";"0";"0";" 0"
"12pm";" 0";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";"0";"0";"0";" 0"
"1am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";"0";"0";"0";" 0"
"2am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";"0";"0";"0";" 0"
"3am";" 0";" 0";"0";"0";"0";"0";"0";"0";" 0";" 0";"0";"0";"0";"0";" 0"
