"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046";"31.2960168671046"
"max";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954";"68.7039831328954"
"4am";"42.52447";"64.86423";"54.51651";"44.47789";"47.70411";"37.68828";"46.60301";"41.92694";"41.96445";"36.54088";"41.04866";"43.53383";"48.02503";"53.87153";"45.31502";"48.43163";"41.26526";"43.06183";"45.57124"
"5am";"42.36807";"64.72013";"55.48723";"45.22858";"47.23359";"37.27409";"46.60301";"42.29923";"41.42574";"37.49156";"40.05189";"43.12886";"47.38996";"55.06773";"45.64781";"47.39786";"39.95001";"42.52056";"45.79248"
"6am";"42.86998";"64.38593";"53.73139";"44.59383";"46.71527";"37.75080";"47.03321";"40.98285";"41.99938";"37.99339";"40.05189";"43.36387";"50.11154";"50.18475";"44.37926";"48.00365";"40.19858";"42.25714";"45.63359"
"7am";"45.45703";"54.85649";"56.04984";"43.61500";"54.76012";"37.08248";"43.98188";"33.55336";"41.41612";"48.52797";"33.44714";"42.11699";"55.14391";"49.32037";"36.93839";"48.69858";"56.04733";"38.99846";"48.69857"
"8am";"45.00842";"54.35849";"54.39934";"44.36657";"53.24666";"35.88284";"41.38825";"33.85255";"39.94868";"55.28515";"32.83134";"43.57632";"57.81124";"49.67021";"42.84040";"51.00972";"60.94983";"44.68681";"40.02048"
"9am";"47.41618";"50.14336";"51.20896";"43.39318";"55.24575";"35.95050";"44.67908";"31.56518";"39.94519";"53.68389";"32.87382";"48.98041";"58.57174";"49.13171";"42.85811";"46.50928";"65.10634";"46.67868";"39.04810"
"10am";"47.18449";"53.79563";"50.40720";"42.60455";"55.43357";"36.01606";"45.73555";"31.29602";"39.36893";"52.16311";"34.00661";"46.50967";"58.29055";"47.78155";"40.40235";"45.82093";"67.79135";"48.47370";"38.18951"
"11am";"46.59221";"55.95412";"52.51293";"41.48270";"50.59303";"39.43778";"43.49493";"35.73474";"38.69261";"46.94731";"36.08790";"43.01132";"58.54038";"45.20518";"41.44668";"50.69667";"62.92383";"42.54029";"34.77518"
