"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236"
"4am";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"  89.80625";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"  56.72445";"  55.84692";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"5224.20768";"8233.87073";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"6799.14838";"   0.00000";"   0.00000";"  12.98083";"  67.31907";"   0.00000";"4699.82919";"   0.00000";"   0.00000";"   0.00000";"4146.01967";"   0.00000";"   0.00000";"6627.06162"
"5am";"   0.00000";"   0.00000";"  76.75113";"   0.00000";"  89.80625";"   0.00000";"   0.00000";"   0.00000";"  64.00561";"   0.00000";"   0.00000";" 113.44890";"  55.84692";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"  97.23479";"5122.97519";"8082.82804";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"6510.64170";"  39.88202";"   0.00000";"  47.99982";"  67.31907";"   0.00000";"4632.51012";"   0.00000";"   0.00000";"   0.00000";"3873.80226";"  28.40211";"   0.00000";"6483.30178"
"6am";"   0.00000";"   0.00000";" 184.40815";"  92.42236";"  89.80625";"   0.00000";"   0.00000";"   0.00000";"  64.00561";"   0.00000";"  39.88202";" 149.75834";"  75.54079";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"  97.23479";"5090.64280";"7733.07301";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"  30.11070";"   0.00000";"6164.35014";"  39.88202";"   0.00000";" 126.92407";" 131.52600";"   0.00000";"4251.18453";"   0.00000";"   0.00000";"   0.00000";"3603.93614";"  77.14328";"  45.22326";"5894.26076"
"7am";" 191.02017";" 716.34402";" 384.78935";" 532.02975";" 173.83126";"   0.00000";"   0.00000";"  32.33239";" 282.35232";"  53.76129";" 386.53655";" 475.58933";" 148.03826";"   0.00000";"  35.01899";"   0.00000";"   0.00000";" 117.48996";"3685.61201";"5748.93414";" 160.09338";"  16.15166";" 101.96978";"  76.75113";" 146.58869";"  30.11070";"   0.00000";"4740.80109";" 246.05308";"   0.00000";" 390.31190";" 260.74576";"   0.00000";"3279.90969";"   0.00000";"   0.00000";" 116.06024";"3169.99069";" 129.71876";"  99.80351";"4724.85056"
"8am";" 580.28201";" 880.00957";" 433.11207";" 558.22230";" 418.15181";" 113.64420";"  73.05383";"  32.33239";" 385.36524";" 340.03438";" 680.93020";" 656.12179";" 341.92614";"   0.00000";"  35.01899";"  85.88094";" 109.52747";" 173.78967";"2915.62265";"4797.03364";" 211.51180";"  16.15166";" 170.01748";" 195.93591";" 146.58869";"  68.81357";"   0.00000";"4268.53560";" 246.05308";"   0.00000";" 696.55655";" 565.81184";"   0.00000";"2880.15462";"  35.01899";"  83.05616";" 225.31556";"2558.41163";" 236.41401";"  99.80351";"3817.32206"
"9am";" 595.69143";" 954.84499";" 494.65714";" 593.01528";" 385.81942";"   0.00000";"  32.33239";"  32.33239";" 410.99310";" 409.81236";" 711.44770";" 732.87292";" 388.46778";"  40.72144";"  35.01899";"  85.88094";"  59.24500";" 201.05028";"2914.52781";"4778.41263";" 211.51180";"  16.15166";" 204.04133";" 154.08130";" 166.84386";"  68.81357";"   0.00000";"3952.52776";" 288.01476";"   0.00000";" 695.12708";" 570.23516";"   0.00000";"2770.54723";"  70.03798";"  83.05616";" 190.29657";"2365.55716";" 257.66043";"  99.80351";"3630.31908"
"10am";" 654.61023";" 954.84499";" 591.01085";" 549.08210";" 385.81942";"   0.00000";"  32.33239";"  32.33239";" 410.99310";" 360.28955";" 763.64216";" 697.97640";" 431.75196";"   0.00000";"  73.72186";"  85.88094";"  59.24500";" 201.05028";"2840.38728";"4975.29210";" 211.51180";"  16.15166";" 204.04133";" 167.82370";" 166.84386";"  68.81357";"   0.00000";"3725.26347";" 371.72398";"   0.00000";" 694.52089";" 512.80396";"   0.00000";"2945.66052";"  70.03798";"  83.05616";" 139.70858";"2420.97646";" 322.56636";" 149.68046";"3603.13886"
"11am";" 559.12552";" 943.06521";" 454.20364";" 549.08210";" 405.21788";"  20.06315";"  72.53117";"  32.33239";" 370.63541";" 418.90988";" 682.50446";" 697.97640";" 501.75844";"   0.00000";"  73.72186";" 113.14155";"  59.24500";" 242.68977";"2846.33372";"5179.95362";" 211.51180";"  16.15166";" 204.04133";"  77.33017";" 166.84386";"  68.81357";"   0.00000";"3663.69211";" 371.72398";"   0.00000";" 759.33655";" 473.87966";"   0.00000";"3058.00075";"  35.01899";"  34.31499";" 194.98274";"2525.37402";" 227.68376";" 129.98659";"3589.99095"
