"hour","cs1","cs2","cs3","cs4","cs5"
"4am",0.259958583073244,0.472828456241743,0.295862373268837,0.175742962043483,0.662582259581767
"5am",0.25067505715656,0.436273615497917,0.297720444629665,0.184730813798136,0.658102564247416
"6am",0.232841167729033,0.424926448957803,0.30196883164523,0.202918261018259,0.661059221841799
"7am",0.178746776536522,0.378947458395122,0.255951498222159,0.17471247094687,0.670667659262911
"8am",0.120061474339518,0.41441243730075,0.0698701668471956,0.152956361666827,0.584688974719121
"9am",0.117554119602046,0.486355268856676,0.0445061452420998,0.175401104739204,0.600401517877269
"10am",0.101563581049426,0.466558458750727,-0.00764942070038755,0.18690470109198,0.587466615387645
"11am",0.135257983552381,0.418564220040466,0.0279418787943092,0.153929752749055,0.591445134542055
"12am",0.133241966699073,0.40984473899177,0.121454091595662,0.149148669622619,0.657419481168855
"1pm",0.155687277263975,0.399944825299374,0.0615414146843593,0.0906925713801255,0.627819439370327
"2pm",0.156826056265059,0.452200689066787,0.0788760206185842,0.0246212219807589,0.605450351821767
"3pm",0.104586703273867,0.477222472720955,0.0788881342829959,0.0184469566472164,0.586244915118851
"4pm",0.167752656859623,0.502183830421497,0.0927641416978395,0.0409964250055658,0.610599787642252
"5pm",0.266020721492879,0.517075623457121,0.232659008798516,0.149884084842636,0.645630089788348
"6pm",0.255335393664442,0.455273147181271,0.220969138718912,0.168452659300303,0.680412847534359
"7pm",0.244675290152952,0.498405202010968,0.27236944940154,0.153331966253028,0.698024296225917
"8pm",0.249954607809433,0.512362803985279,0.330556095083368,0.17320157620715,0.693640054950405
"9pm",0.252653823439456,0.502510643880144,0.324994936131532,0.205957889501085,0.692923151620516
"10pm",0.253002079537307,0.500909312554284,0.318119129620635,0.188308354497261,0.686816930598376
"11pm",0.258276352037989,0.502291659546999,0.315743681474115,0.180893421954568,0.689225074272147
"12pm",0.249615134852404,0.490208754552033,0.315031976959519,0.171692153471568,0.678746299308295
"1am",0.252348459755671,0.491542458833444,0.316982827850463,0.168232691637277,0.68151674323156
"2am",0.257950289729944,0.505628691284928,0.307588597619288,0.171322322861739,0.685133381293214
"3am",0.25864993878509,0.506529069192641,0.306019154128193,0.167530759953317,0.683057210724729
