"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",0.267955948200824,0.534745564342702,0.213245979331893,0.694234367000274
"5am",0.271200666244429,0.536369307745898,0.213500417149465,0.692702675182067
"6am",0.28549218827375,0.522327376195523,0.197437992075642,0.697467492831187
"7am",0.337470169287342,0.48689552062691,0.048203454904314,0.702072899789391
"8am",0.348785352540018,0.427998229124642,0.00234327675920848,0.579957209641797
"9am",0.386537590101673,0.440984311525432,0.00965918068895024,0.599662099056573
"10am",0.399572105500391,0.402373694792824,0.00958091596672771,0.587552166608516
"11am",0.392330399565744,0.39410298596441,-0.00332022104297065,0.585611799305344
"12am",0.37169123320041,0.426217263221248,-0.0267922861230044,0.618623423526884
"1pm",0.38954002900947,0.404125218536318,-0.064096421539469,0.631337416680149
"2pm",0.377147754285828,0.381699775109613,-0.061968732991406,0.618932290280064
"3pm",0.372719099538619,0.338835109384195,-0.0532487566747956,0.605003204223375
"4pm",0.390252758092097,0.390294537835753,0.0319924963519788,0.603979036533859
"5pm",0.323712823481702,0.3927075318684,0.0703876708552389,0.606915638835266
"6pm",0.261772915312699,0.44118453388694,0.187004493908561,0.661549107595418
"7pm",0.243853009092897,0.483239863989352,0.160239641990864,0.682383497714338
"8pm",0.261870604909187,0.507784287298275,0.180378040527834,0.711221531367077
"9pm",0.253665524709955,0.525434254741999,0.201780165548563,0.715916634425758
"10pm",0.247332227097426,0.521017210013517,0.204172531572549,0.710521378692519
"11pm",0.24311439968887,0.53194112049503,0.213993092686523,0.722754404115821
"12pm",0.24209038625616,0.529388055501427,0.206285260816998,0.713245888091241
"1am",0.242259226222479,0.526812028061591,0.192629589936347,0.709684178517287
"2am",0.242478608126075,0.526084548460897,0.199841230862372,0.712339297183658
"3am",0.25829927934679,0.525757199835697,0.205497260562021,0.709806150432676
