"hour","mode1","mode2","mode3"
"4am",0.733256889734831,0.764835344397726,0.642775241442584
"5am",0.725285447910339,0.766378231040376,0.640345716923537
"6am",0.736754109449347,0.756386956981182,0.621142171366897
"7am",0.614777124449952,0.723160326239067,0.529935883883076
"8am",0.586261068650203,0.683113040333961,0.368969573856595
"9am",0.620357841813075,0.669304370614728,0.330559163620293
"10am",0.612472470389961,0.665438279230187,0.325590039335275
"11am",0.622041310474632,0.685429136588989,0.375054918777324
"12am",0.582156685790702,0.726783940842229,0.58774750886829
"1pm",0.627349188731487,0.742743195032687,0.610832203989243
"2pm",0.651372262453102,0.742708962121493,0.604676427677114
"3pm",0.66245250125167,0.739685300552729,0.607203727330496
"4pm",0.6461108975706,0.740811586886434,0.602841519800436
"5pm",0.703216299061898,0.761750474433087,0.652865919918244
"6pm",0.708354614785585,0.774223134007771,0.661482781415116
"7pm",0.73773208359048,0.778140117845041,0.663661006223065
"8pm",0.752725732812771,0.773159725808889,0.635757414035376
"9pm",0.749477098235646,0.760490799501879,0.617902723127459
"10pm",0.747657362508791,0.763469148670949,0.626585113057604
"11pm",0.752850864378084,0.762853643978707,0.628903233914542
"12pm",0.74036754426563,0.759311039359866,0.6333845704869
"1am",0.74475023275191,0.759099956158196,0.633906719701666
"2am",0.746407531652237,0.761084830222926,0.635836814378855
"3am",0.749173233139715,0.763864406127803,0.639488928797283
