"hour","act1","act2","act3","act4","act5"
"4am",0.0395441887335525,0.0332221029844991,-0.0240331873749276,0,0.0540698548713657
"5am",0.0789001586608422,0.0723065409705724,-0.0122055916207247,0,0.0623967227857866
"6am",0.0972252070040501,0.0917891331641175,-0.00315750907318964,-0.0284103498789368,0.0686327326559803
"7am",0.0787991202989062,0.123233442368119,0.0694036107433605,-0.0355515003458334,0.106545429906504
"8am",0.13844406626383,0.158138877866051,0.105813396032512,-0.0213994847481132,0.0268616017534294
"9am",0.221909046603788,0.151427576387259,0.13386223986118,-0.0828606382733347,-0.00497623886217495
"10am",0.230908034859619,0.162005118446597,0.123255384269501,0.00356113350583243,0.0399607016928524
"11am",0.243188388248511,0.17977593000661,0.115404473530731,0.000667820754890702,0.0702331732437519
"12am",0.282431038394015,0.150691292131224,0.067920926055281,-0.0129681336947025,0.294508381564114
"1pm",0.300977754388206,0.218600217049741,0.129478311213257,-0.00911635066985524,0.140819862562518
"2pm",0.298693649971625,0.194938104299098,0.129274884176665,0.00189514170074064,0.0883706829062289
"3pm",0.270630516640703,0.182348907643693,0.114667827135907,0.0163631126047954,0.0374215879403282
"4pm",0.270657128364934,0.210446076062001,0.127816404929307,-0.0186678524299221,0.00718222957237939
"5pm",0.300176971343223,0.307141692473901,0.0943574809289674,-0.0546732164110497,0.0380358552419941
"6pm",0.267978010080991,0.247090178562295,0.0978026088410938,0.014106516077587,0.14036217081899
"7pm",0.298377604660169,0.201599840047995,0.0497899247795332,0.018786340249758,0.190897614972739
"8pm",0.261335728555479,0.0642913375645368,0.000310623952794091,0.0104506091649708,0.304670841671128
"9pm",0.313349745279502,0.0658064674895771,-0.0112081645969487,-0.0419010864698267,0.317013583946462
"10pm",0.338546840956159,0.102586455993363,-0.00427725735102784,-0.0339886572228921,0.329875204690758
"11pm",0.286554589269177,0.059979562856303,0,0.0221750441211112,0.280963728022126
"12pm",0.363994800930958,0.0467407574413601,0,-0.00167408897503455,0.355675501944247
"1am",0.357886527103614,0.0353907052347718,0,0.0219219322136,0.358115737059116
"2am",0.330195909332497,0.0388511338595794,0,0.0217389737599724,0.317012228984706
"3am",0.295819942642175,0.0311456492560886,0,0.0217389737599724,0.302022760882841
