"hour","resarea1","resarea2","resarea3"
"4am",0.711986024039567,0.564347060444002,0.752969198757699
"5am",0.71219797473487,0.56427044566558,0.754841507677986
"6am",0.71504662400942,0.566867763104178,0.75503439810912
"7am",0.729923612799228,0.589411475609474,0.779534651344353
"8am",0.733185580391759,0.605806463309902,0.789768062781278
"9am",0.733634912685981,0.615945783655847,0.803372459310947
"10am",0.734643379883451,0.614553028726483,0.802852400572121
"11am",0.731373545098267,0.609601659905313,0.801673017098329
"12am",0.72468775080267,0.595249626368674,0.783057443846142
"1pm",0.730099507145379,0.605684127830719,0.797727041706176
"2pm",0.739389412278646,0.618039103785824,0.802356316056879
"3pm",0.74317549431688,0.619066720585569,0.799336914649745
"4pm",0.740365552088101,0.610778768010369,0.794068197599041
"5pm",0.732533275833571,0.595956581349385,0.787724496827526
"6pm",0.724937470524919,0.57900285667358,0.766831526494356
"7pm",0.719018103901826,0.568785785579757,0.755417537836633
"8pm",0.719047697242534,0.566994340484469,0.754283048432042
"9pm",0.715166786887709,0.563771158030269,0.751441157640932
"10pm",0.711442282385815,0.562063281610784,0.751722578722936
"11pm",0.709683100185322,0.55987811490728,0.754647978828272
"12pm",0.709553457514387,0.561195121050643,0.755465202825414
"1am",0.708838779618426,0.561305244499249,0.753928472016242
"2am",0.708650485992472,0.561594139722222,0.754511797320713
"3am",0.708825600081948,0.561275568916038,0.754641432976545
