"hour","educmen1","educmen2","educmen3","educmen4"
"4am",0.212901243880615,0.516966730819634,0.175141202542954,0.649162338766766
"5am",0.209736953498878,0.521330037046788,0.166100967589102,0.644057601293301
"6am",0.218061478107515,0.513413145841656,0.173190201121538,0.6456293838629
"7am",0.25167588808601,0.512781675123444,0.135806204343815,0.660428071933037
"8am",0.250841461323648,0.453345125646425,0.141742071014839,0.52473871181367
"9am",0.280752180834683,0.446698066575017,0.171124712345002,0.540124071075376
"10am",0.312114864638635,0.396923578123052,0.172016110988823,0.541158056214045
"11am",0.294980882690778,0.415475310804046,0.144649620350277,0.546765055643289
"12am",0.270147927977874,0.450014158288167,0.110434211847763,0.587314568274876
"1pm",0.29602500167348,0.408295338626658,0.0732458139459719,0.604126171101182
"2pm",0.275110185314744,0.402944025881878,0.0556258556205099,0.586902567376867
"3pm",0.277563232412774,0.364485042447492,0.0649842446149478,0.571950859230186
"4pm",0.285713760313381,0.411691030630978,0.125095476733937,0.559381177593601
"5pm",0.230564615408925,0.443652633722847,0.168052360527513,0.576664187321132
"6pm",0.192727429696997,0.455186156601301,0.211312194932114,0.623778795549806
"7pm",0.193774209610513,0.481131142855457,0.174040614263189,0.642438710371165
"8pm",0.199981273819309,0.50433366985398,0.171688561348449,0.661294075068794
"9pm",0.212001359139381,0.519350195117065,0.174732279337523,0.671722009729673
"10pm",0.202889837173477,0.511321991391005,0.181477093737642,0.666955538025674
"11pm",0.201440835257411,0.510195928778128,0.179622758883228,0.673556462814705
"12pm",0.199750499479724,0.506479154387798,0.16856847477488,0.66365041022731
"1am",0.199395318010858,0.509063796112376,0.172756274743725,0.663955012618422
"2am",0.199210687897855,0.509231279782761,0.173973945467297,0.665251398205839
"3am",0.21255880587168,0.509344037027868,0.176704749032336,0.661417582102387
