"hour","occ1","occ2","occ3","occ4","occ5"
"4am",0.496908106558603,0.587505262348181,0.246285002365477,0.358910875099169,0.234970368133988
"5am",0.485507850525189,0.582324075865481,0.251169804843249,0.359119081942551,0.231361205359374
"6am",0.43663909824383,0.593143959018797,0.240398696588292,0.369952291072892,0.21840419144619
"7am",0.262198757442351,0.369367913762341,0.137318515844332,0.302007758082146,0.195473330500383
"8am",0.179123762647977,0.24935922951829,0.162758899381353,0.219372818156956,0.176142844488527
"9am",0.140357083001438,0.236195969164646,0.116435666770381,0.246570251415075,0.190918781768547
"10am",0.149202558485251,0.215213095874323,0.127815748671384,0.221762180769552,0.204694480520381
"11am",0.165033042927882,0.227276702925904,0.114267756279853,0.233271037330677,0.20474784278316
"12am",0.19024893900863,0.29747085740762,0.116673439639715,0.248754381233373,0.222567148834635
"1pm",0.172916993798463,0.255876129643676,0.155760567331092,0.248538297319496,0.247311828959336
"2pm",0.178709748187047,0.277533264995322,0.150563235369249,0.248115000592915,0.206244862951036
"3pm",0.18992899751214,0.29472100591433,0.128043901104783,0.241036751320114,0.19626484688318
"4pm",0.248896830522006,0.363549929937979,0.18385373185646,0.234316562209939,0.204335037224258
"5pm",0.38494807204922,0.462764537959074,0.244524001547136,0.296974936442561,0.235162683796705
"6pm",0.474028004032857,0.510370114069927,0.235118624252928,0.31306280237246,0.261154986204367
"7pm",0.488655644509807,0.534913853270451,0.216546522036297,0.288450899780778,0.253048798536504
"8pm",0.492407420448076,0.580094925778526,0.229015564694189,0.317552360385148,0.245866235554913
"9pm",0.464048739872105,0.596386855645032,0.241632953090139,0.308662097286981,0.240308991390565
"10pm",0.460518799168659,0.586703526620314,0.239406941758713,0.322272361487638,0.233572622985407
"11pm",0.470677717817577,0.59315923668975,0.237053326320156,0.328941347191214,0.229275875988727
"12pm",0.479925415653652,0.595943491636024,0.246781668322775,0.337459162652487,0.237983881867575
"1am",0.480194179306216,0.602628184671638,0.23781216248058,0.337405184466969,0.243661317172564
"2am",0.486599230016647,0.597757729396253,0.235302042468481,0.339293083872183,0.243167477713788
"3am",0.491205408536236,0.602429954535764,0.236061759533409,0.340420247835844,0.244291929538486
