"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381";"15231.5381"
"4am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0"
"7am";"   0.0000";"6527.7090";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1114.3559";"   0.0000";"1243.3292";"   0.0000";"   0.0000";"   0.0000";" 789.7117";"   0.0000";"   0.0000";"1878.6346";"   0.0000";"   0.0000";"   0.0000";"1741.1403";"   0.0000";"   0.0000";" 426.2393";"5984.2405";"   0.0000";"   0.0000";"   0.0000";"1852.7603";" 912.1406";"1996.6907";"   0.0000";"   0.0000";"1066.0417";"   0.0000";"   0.0000";"   0.0000";"1430.6079";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 756.0545";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000"
"8am";"1433.1131";"8728.9756";"1489.2425";"1719.2897";" 987.2909";" 976.3444";"1666.6705";"   0.0000";"2003.9143";"   0.0000";"   0.0000";"   0.0000";"1808.5426";"   0.0000";"   0.0000";"2371.4287";"   0.0000";"   0.0000";"   0.0000";"2119.4249";"1847.4186";"   0.0000";"1029.4090";"8686.3946";"   0.0000";"   0.0000";"   0.0000";"5212.6103";"1937.2590";"2972.3842";"   0.0000";" 909.2098";"1272.8381";"   0.0000";"1591.0478";"   0.0000";"1853.2545";"1027.6664";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 594.1086";"1395.6505";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1124.4188";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000"
"9am";" 1630.5165";"11432.9037";" 1574.4379";" 2196.9538";" 1079.2745";"  976.3444";" 1739.6660";"    0.0000";" 2073.3635";"    0.0000";"    0.0000";"    0.0000";" 1908.4113";"    0.0000";"    0.0000";" 2621.4945";" 1415.5057";"    0.0000";"    0.0000";" 2293.7261";" 2124.8153";"    0.0000";" 1119.1168";"10192.1723";"    0.0000";"    0.0000";"    0.0000";" 6364.7664";" 2099.9777";" 3655.6623";"    0.0000";"  971.2044";" 1320.4329";"    0.0000";" 1846.8486";"    0.0000";" 1853.2545";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"  749.8198";" 1395.6505";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";" 1277.2466";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"0";"    0.0000";"    0.0000";"    0.0000"
"10am";" 1754.0590";"12475.2105";" 2040.8387";" 2607.2855";" 1229.9900";"  976.3444";" 1832.2105";"    0.0000";" 1962.8280";"    0.0000";"    0.0000";"    0.0000";" 1882.3979";"    0.0000";"    0.0000";" 2621.4945";" 1604.6008";"    0.0000";"    0.0000";" 2231.9901";" 2174.8993";"    0.0000";" 1146.5019";"10617.0359";"    0.0000";"    0.0000";"    0.0000";" 7722.1235";" 2099.9777";" 3761.9511";"    0.0000";" 1095.5795";" 1330.6518";"    0.0000";" 1865.3021";"    0.0000";" 1982.0644";" 1027.6664";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";" 1217.6000";" 1395.6505";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"  994.5176";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"0";"    0.0000";"    0.0000";"    0.0000"
"11am";" 1516.7932";"11635.5262";" 1988.7219";" 2372.0374";" 1056.8072";"  872.6220";" 1887.8647";"    0.0000";" 2028.0163";"    0.0000";"    0.0000";"    0.0000";" 1810.4891";"    0.0000";"    0.0000";" 2430.3942";" 1451.7730";"    0.0000";"    0.0000";" 2129.6264";" 2263.2834";"    0.0000";" 1397.1829";"10427.9514";"    0.0000";"    0.0000";"    0.0000";" 7671.9610";" 2193.4304";" 3713.5806";"    0.0000";" 1150.6100";" 1266.1707";"    0.0000";"    0.0000";"    0.0000";" 1983.3698";" 1154.6115";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";" 1085.9581";" 1381.2021";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"  994.5176";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"0";"    0.0000";"    0.0000";"    0.0000"
