"hour";"7501";"7502";"7503";"7504";"7505";"7506";"7507";"7508";"7509";"7510";"7511";"7512";"7513";"7514";"7701";"7702";"7703";"7704";"7705";"7706";"7707";"7708";"7709";"7710";"7711";"7712";"7713";"7714";"7715";"7716";"7801";"7802";"7803";"7804";"7805";"7806";"7807";"7808";"7809";"7810";"7811";"7812";"7813";"7814";"7815";"7816";"9101";"9102";"9103";"9104";"9105";"9106";"9107";"9108";"9109";"9110";"9111";"9112";"9113";"9114";"9201";"9202";"9203";"9204";"9205";"9206";"9207";"9208";"9209";"9210";"9211";"9212";"9302";"9303";"9304";"9305";"9306";"9307";"9308";"9309";"9310";"9311";"9312";"9402";"9403";"9404";"9405";"9406";"9407";"9408";"9409";"9410";"9411";"9412";"9413";"9414";"9501";"9502";"9503";"9504";"9505";"9506";"9507";"9508";"9509";"9510";"9511";"9512";"9513"
"min";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946";"1.53480825033946"
"max";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215";"52.0606532000215"
"4am";" 4.836701";" 4.003310";" 5.181315";" 7.429660";" 7.732083";" 5.801039";" 6.662608";" 2.456289";" 5.626495";" 3.516885";" 5.662078";"10.473660";"10.909351";" 8.285419";"12.599805";"15.003226";"14.390203";"21.992694";"20.949015";"19.486450";"22.140595";"13.057529";"23.314188";"18.296456";"17.078927";"16.947193";"22.097494";"14.223103";"25.398611";"17.943089";" 9.910591";" 5.124137";" 6.252374";"16.372390";"10.470194";"22.417795";"19.175452";"17.020838";" 8.475933";"11.203437";" 7.759509";" 4.175953";" 9.284820";" 6.161487";"13.658626";"12.438382";"16.548172";"11.898869";"18.658324";"11.457442";"15.132792";"19.611245";"15.171314";" 9.874665";"14.497178";"19.876282";"17.242113";"12.428918";" 7.897381";" 8.983011";"15.214811";"13.949702";" 8.554414";"12.444617";" 7.620287";" 8.838107";" 3.705432";" 4.703848";" 7.735220";" 9.411283";"11.925775";" 9.886450";"13.059881";"21.491126";"20.349178";"24.889313";"15.406767";"18.293862";"26.593960";"22.632948";"20.452865";"22.118390";"23.745100";"19.764107";"13.679088";"18.509282";"13.291384";"16.834579";"14.142735";" 9.258435";" 7.458099";"13.763559";"19.374630";"17.852961";"23.711137";" 9.210369";"12.404760";"19.739641";"16.978723";"16.333607";"16.603652";"23.061699";"26.151539";"16.771019";"13.309652";"12.685665";"11.440895";"12.014543";"13.027357"
"5am";" 5.442769";" 4.270256";" 6.820807";" 6.529205";" 7.690897";" 6.488805";" 6.649101";" 2.451818";" 5.836413";" 4.292304";" 6.746201";"10.279461";"10.859215";" 8.365524";"13.911898";"14.219743";"15.282443";"21.768818";"19.579865";"19.602942";"22.067131";" 9.451102";"24.448866";"17.822295";"16.302787";"15.930827";"21.507656";"13.598035";"23.997389";"17.792336";" 9.507557";" 4.655176";" 5.608375";"16.121404";"10.134718";"22.361959";"19.127353";"14.867687";" 7.798221";"11.354187";" 8.176771";" 4.186425";" 8.129529";" 5.622843";"12.724508";"11.382618";"16.843783";"12.081809";"18.248303";"11.606493";"14.418729";"18.694505";"13.995400";" 8.356298";"13.987567";"19.520838";"18.817079";"12.661003";" 6.918004";" 8.983011";"16.302794";"12.688571";" 7.237649";"11.488797";" 6.694550";" 8.757219";" 3.719648";" 5.481423";" 7.749813";" 9.663546";"12.297630";" 9.943092";"10.755187";"20.603360";"21.319570";"23.192562";"15.343684";"16.550240";"24.873057";"21.958868";"18.413628";"20.657002";"23.570014";"19.603053";"13.241146";"18.371016";"15.162562";"16.741939";"12.926701";" 8.372358";" 7.611141";"13.916398";"18.648031";"17.304309";"23.371255";" 8.530193";"11.768272";"19.279342";"15.473076";"15.472970";"16.928300";"23.612903";"26.016775";"15.519461";"13.426742";"13.384707";"11.464718";"11.517398";"13.113737"
"6am";" 5.758784";" 5.887094";"11.538751";" 7.784501";" 6.624896";" 8.441885";" 7.503017";" 2.005728";" 5.272381";" 5.796513";" 6.262750";"10.464775";" 8.617773";" 7.962219";"18.262281";"13.170116";"15.649831";"21.604704";"21.293198";"18.338004";"21.274550";" 8.409319";"23.588177";"19.356514";"17.191293";"14.637842";"21.055807";"12.239772";"24.940857";"17.568845";" 8.133465";" 5.054994";" 4.707719";"16.629214";"12.617765";"22.568349";"16.719301";"15.569480";" 8.894537";" 9.787465";" 9.432923";" 2.611675";" 9.207450";" 6.078635";"13.672524";"10.099074";"16.366837";"10.384900";"17.661814";"12.604508";"13.857806";"15.438260";"12.960756";" 7.485954";"15.135441";"19.261091";"20.868230";"12.717776";" 7.882581";" 8.065817";"17.681608";"11.350531";" 7.303624";"15.751439";" 6.778038";" 8.296028";" 3.819081";" 6.490327";" 6.320951";" 8.924492";"10.609799";" 9.299925";"10.779491";"20.745619";"19.801566";"20.745810";"13.854412";"15.272500";"25.044640";"19.912311";"16.707492";"20.008803";"22.534931";"19.822155";"14.674193";"18.880789";"15.306510";"16.577788";"12.706654";" 6.987917";" 7.680681";"14.438057";"15.760560";"15.912735";"21.020021";" 6.405519";"11.303150";"18.378135";"16.020517";"15.138067";"16.530145";"22.496954";"23.571070";"14.675839";"12.209516";"12.275607";"10.725607";"10.594019";"15.081297"
"7am";" 9.674715";" 7.845721";"15.034943";" 9.292361";" 6.630437";"10.065991";" 7.077270";" 3.624242";" 5.669364";" 6.153218";" 7.123653";"14.086886";" 9.185703";" 9.632391";"21.130708";"11.911039";"21.635825";"21.909213";"22.946845";"18.477627";"21.688772";" 9.212918";"29.307055";"18.635230";"18.168684";"15.908426";"21.419435";"12.380759";"25.520551";"18.929298";" 8.205332";" 7.681820";" 6.680024";"18.237932";"14.458159";"25.254143";"17.978230";"18.481132";"10.026754";"11.257510";" 9.666800";" 4.478109";"11.382416";" 8.143186";"13.183259";" 9.642872";"17.363599";"11.420334";"16.830724";"12.355520";"17.088934";"17.512636";"13.793473";" 9.916601";"14.196067";"19.186212";"24.736690";"11.765686";" 7.598843";"10.162309";"18.586701";"11.374995";" 8.758424";"15.848287";" 7.496334";" 8.556528";" 5.119351";" 6.891787";" 6.788068";"12.100837";"13.885189";" 9.313085";"10.725248";"22.752854";"20.703415";"20.992411";"13.160413";"13.384202";"27.237433";"20.589666";"17.304922";"20.528311";"19.492071";"20.426225";"15.762071";"20.828273";"14.191622";"17.166047";"14.129752";" 9.929825";" 8.738937";"17.159609";"13.662497";"18.274873";"25.180564";"13.700375";"11.418081";"20.989268";"16.569964";"15.149435";"17.721436";"24.702423";"23.451076";"13.314237";"14.201702";"12.012851";"11.698848";"10.719641";"16.473190"
"8am";" 7.187495";" 7.488192";"10.728478";" 8.585384";" 6.708564";"10.269281";" 7.783039";" 4.982354";" 5.910011";" 7.902176";" 7.738328";"16.681771";" 8.459680";"11.663459";"19.707372";"11.099212";"22.472402";"22.098881";"22.343791";"17.918167";"24.256184";" 7.015785";"30.723742";"21.468524";"17.595114";"14.621527";"21.246065";"12.679365";"27.731326";"18.790556";"10.508278";" 7.674599";"10.942764";"18.411657";"12.218356";"26.554199";"17.540465";"20.720628";"11.192669";" 9.788253";" 7.615325";" 5.453298";"10.614491";" 7.480479";"15.336099";" 8.515831";"17.018353";"12.229191";"17.602814";"11.807649";"16.597279";"16.625995";"14.701057";" 8.397887";"14.644852";"20.548228";"23.165956";"13.700631";" 8.623769";" 9.631222";"20.234704";"11.434115";" 8.838200";"14.376065";" 5.905356";" 7.809401";" 6.069918";" 7.237568";" 7.882556";"12.995874";"16.839702";" 9.412507";"10.847922";"21.364458";"20.117646";"22.054363";"13.989093";"15.084357";"29.501688";"21.444962";"16.875276";"19.249579";"16.919090";"20.399513";"16.958244";"22.070730";"14.010774";"17.718783";"15.093249";" 9.063261";"11.538273";"15.682760";"15.522780";"19.928754";"24.897073";"13.419890";"11.171576";"21.530479";"19.593716";"14.959751";"18.870422";"23.120328";"22.742610";"15.123927";"17.814697";"12.181890";"13.368755";"12.844035";"18.509388"
"9am";" 7.040996";" 5.498645";" 9.148375";" 9.124604";" 7.981456";" 9.951101";" 7.411044";" 5.646549";" 6.505862";" 7.629007";" 6.991589";"17.473513";" 8.823959";"11.364480";"18.913956";" 9.825097";"22.635325";"20.420814";"21.937709";"18.488850";"24.478222";" 6.870162";"31.351605";"21.357442";"17.125815";"13.812684";"21.428140";"13.997648";"27.406600";"17.134536";"10.757868";" 9.776487";" 9.562514";"20.253731";"11.916269";"24.813824";"19.576591";"16.436319";"10.652206";" 9.828720";" 7.785633";" 5.938659";"11.338637";" 8.557889";"16.120126";" 7.806672";"15.760845";"12.604897";"17.160685";"10.784625";"16.890262";"18.451662";"14.546069";"11.485061";"13.524061";"20.139911";"22.102117";"15.377778";" 8.624180";" 9.171224";"19.081187";"11.058935";"10.337184";"12.500243";" 4.842534";" 8.802153";" 7.018626";" 8.920795";" 6.378239";"11.584030";"16.032597";" 8.552721";"12.755055";"18.120228";"18.811117";"21.428636";"15.214596";"16.070884";"29.695303";"21.119639";"16.960200";"19.884251";"14.942845";"20.254972";"15.088775";"23.443929";"13.236885";"18.106996";"12.877252";"12.101582";"10.586335";"15.147830";"15.838524";"17.394456";"24.581493";"19.936748";"10.038570";"20.908991";"19.135165";"15.417427";"19.837526";"23.445075";"18.713262";"14.861518";"16.756547";"12.705453";"17.583407";"13.079764";"19.778181"
"10am";" 7.145658";" 5.866875";" 8.844064";"11.182252";" 8.102032";" 9.120027";" 8.039233";" 6.190310";" 6.349273";" 6.718338";" 6.965889";"16.196161";" 9.851884";"10.561867";"18.879229";" 9.697564";"23.738272";"20.483753";"22.920758";"18.209220";"24.742611";" 9.054749";"30.779202";"21.470514";"18.594188";"14.164322";"21.017865";"13.379457";"27.162657";"16.662735";"10.495364";" 9.748113";" 8.697443";"21.036106";"12.642847";"24.981290";"19.889911";"16.858125";"10.450938";"10.217061";" 6.326969";" 6.112350";"12.590986";" 9.213345";"14.843024";" 7.516728";"14.905320";"11.713035";"19.676883";"12.830443";"17.017873";"19.349303";"16.740816";"11.857555";"13.297821";"20.537038";"21.726143";"18.009232";" 9.371692";" 9.786333";"18.571957";"11.284991";"10.371012";"12.245664";" 4.523497";" 8.524324";" 7.183805";" 7.137193";" 6.522010";"11.100031";"16.159971";"10.148568";"12.596049";"19.687197";"20.324975";"21.664719";"14.417956";"18.786856";"26.518381";"21.094965";"18.743109";"19.640400";"13.993390";"18.629043";"13.665322";"22.492800";"12.735075";"16.866640";"11.637110";"12.290175";"10.985323";"15.301645";"14.132667";"18.305550";"25.140391";"22.936616";"11.250456";"20.030045";"17.762753";"14.678513";"18.199507";"22.338795";"21.226626";"14.681898";"15.842115";"12.765592";"15.703508";"12.769878";"20.174968"
