"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796";"21907.1796"
"4am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0"
"7am";"   0.0000";"6573.5334";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1114.3559";"   0.0000";"1057.4510";"   0.0000";"   0.0000";"   0.0000";" 895.4077";"   0.0000";"   0.0000";"1838.1950";"   0.0000";"   0.0000";"   0.0000";"1453.3262";"   0.0000";"   0.0000";" 664.8834";"6028.1434";"   0.0000";"   0.0000";"   0.0000";"1996.0526";"   0.0000";"1483.4706";"   0.0000";"   0.0000";"1110.1100";"   0.0000";"   0.0000";"   0.0000";"1179.6538";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 738.3222";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000"
"8am";"1525.0608";"9139.7486";"1482.7744";"1623.6079";" 830.7893";"   0.0000";"1666.6705";"   0.0000";"1730.8395";"   0.0000";"   0.0000";"   0.0000";"1815.0593";"   0.0000";"   0.0000";"2426.0519";"   0.0000";"   0.0000";"   0.0000";"1831.6108";"1916.7195";"   0.0000";"1340.3620";"9086.7020";"   0.0000";"   0.0000";"   0.0000";"6191.4413";"1268.6589";"2245.4801";"   0.0000";" 994.1744";"1272.8381";"   0.0000";"   0.0000";"   0.0000";"1506.9812";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 615.4544";"1377.9182";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000"
"9am";" 1610.0062";"11714.7250";" 1567.9698";" 2010.3541";" 1002.6022";"    0.0000";" 1702.9378";"    0.0000";" 1800.2887";"    0.0000";"    0.0000";"    0.0000";" 1856.1983";"    0.0000";"    0.0000";" 2466.4676";"    0.0000";"    0.0000";"    0.0000";" 1798.2960";" 2084.2573";"    0.0000";" 1548.6906";"10763.5782";"    0.0000";"    0.0000";"    0.0000";" 7460.8774";" 1408.7605";" 2662.4011";"    0.0000";" 1056.1690";" 1272.8381";"    0.0000";"    0.0000";"    0.0000";" 1506.9812";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"  831.9676";" 1495.4630";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"0";"    0.0000";"    0.0000";"    0.0000"
"10am";" 1534.115";"12630.395";" 1924.277";" 2251.127";" 1037.448";"    0.000";" 1752.724";"    0.000";" 1689.753";"    0.000";"    0.000";"    0.000";" 1900.220";"    0.000";"    0.000";" 2466.468";"    0.000";"    0.000";"    0.000";" 1904.708";" 2134.341";"    0.000";" 1810.559";"11276.826";"    0.000";"    0.000";"    0.000";" 8731.038";" 1408.761";" 2723.988";"    0.000";" 1073.326";" 1283.057";"    0.000";"    0.000";"    0.000";" 1658.504";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";" 1269.718";" 1495.463";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"0";"    0.000";"    0.000";"    0.000"
"11am";" 1464.9970";"11716.0954";" 1872.1601";" 2042.1240";" 1057.6933";"    0.0000";" 1716.4564";"    0.0000";" 1689.7532";"    0.0000";"    0.0000";"    0.0000";" 1888.9146";"    0.0000";"    0.0000";" 2202.9040";" 1293.1748";"    0.0000";"    0.0000";" 1802.3444";" 2134.3413";"    0.0000";" 1899.6372";"11107.5386";"    0.0000";"    0.0000";"    0.0000";" 8680.8754";" 1502.2132";" 2664.3124";"    0.0000";"  973.4643";" 1218.5759";"    0.0000";"    0.0000";"    0.0000";" 1506.9812";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";" 1125.8943";" 1481.0146";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"0";"    0.0000";"    0.0000";"    0.0000"
