"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907";"43.2907"
"max";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176";"19130.8176"
"4am";" 222.3774";"1338.5773";"1645.5946";"1330.8050";"1700.7262";"2990.1659";"4118.5233";"2896.6457";"2185.8175";"3061.1318";"3306.2207";"2082.3960";"3391.7503";"1090.0602";"5307.5225";"2748.0663";"1199.3263";"1146.0261";"3381.6161";"6555.0417";"3539.3680";"3974.7828";"4083.7238";"1214.7951";"1636.0086";"2010.4564";"5311.8357";"3761.2520";"2396.9043";"3515.1261";"3808.6710";"3260.7936";"2738.0966";"2128.9142";"4267.8844";"4955.1509";"3362.1938";"6665.7556";"1902.5613";"2661.2013";"5660.2715";"3980.3973";"3822.3732";"2595.2097";"2570.8592";"2111.7160";"1329.9912";"1123.5351";"4436.4371";"5477.5923";"6628.6939";"3586.2064";"5185.0401";"9153.3937";"3836.1347";"2609.6574";"5197.0984";"2207.4774";"2857.8728";"3815.5069";"5585.3203";"5715.2129";"1882.0318";"4058.2563";"3451.9156";"5864.4208"
"5am";" 222.3774";"1495.2413";"1645.5946";"1330.8050";"1607.7083";"2873.5586";"3977.5663";"2896.6457";"2185.8175";"3061.1318";"3325.2471";"2054.1952";"3391.7503";"1090.0602";"5428.5963";"2894.7211";"1147.8429";"1126.3919";"3503.7623";"6466.5549";"3442.6390";"3974.7828";"4083.7238";"1294.9489";"1788.2052";"1966.0212";"5087.5344";"3761.2520";"2414.9154";"3515.1261";"3879.5927";"3195.5129";"2738.0966";"2007.1730";"4389.4983";"4842.3564";"3386.8048";"6639.3199";"1863.0934";"2661.2013";"5660.2715";"4011.2256";"3619.6692";"2567.3086";"2570.8592";"2172.5180";"1329.9912";"1053.6920";"4577.8171";"5355.9784";"6741.4884";"3755.2034";"4927.5570";"9017.4863";"3836.1347";"2609.6574";"5197.0984";"2207.4774";"2857.8728";"3693.3607";"5363.6881";"5715.2129";"1848.9422";"4058.2563";"3456.6733";"6096.5539"
"6am";" 255.7041";"1559.6962";"1775.2224";"1525.6917";"1677.7436";"2985.5672";"3789.3929";"2717.6420";"2256.2246";"3213.9596";"3248.2582";"2031.6608";"3599.2921";"1042.5449";"5531.8960";"2300.5240";"1300.1701";"1465.4563";"3195.2011";"6021.2101";"3282.5218";"3553.9897";"4142.9171";"1476.9953";"2022.0276";"1921.5860";"4890.9510";"3756.2124";"3241.3470";"4339.6194";"3549.8223";"3566.2751";"2535.3058";"2100.3302";"4358.5446";"4725.1692";"3353.1660";"6768.1963";"1975.0786";"2629.6464";"5421.7594";"3561.0537";"3317.7440";"2617.7206";"2516.0704";"2314.3286";"1394.8204";"1053.6920";"4834.2433";"5119.1834";"6077.2305";"3082.1381";"4143.0506";"8473.5934";"3337.0189";"2717.4329";"4443.8770";"1859.0416";"2413.3362";"3161.4420";"4656.9442";"4614.7132";"1644.6285";"3842.1886";"3361.3917";"5799.6944"
"7am";" 497.9981";"2160.0490";"2091.7629";"1528.2111";"1890.6763";"3220.2236";"3598.5054";"2802.4225";"2164.6663";"2878.9257";"3564.2614";"1784.0235";"3623.5297";"1201.4587";"5328.2062";"2520.3660";"1463.1074";"1888.0677";"3458.5723";"4913.6228";"3564.6417";"3472.8219";"4432.8535";"1590.4879";"2505.0589";"1750.1181";"4873.9470";"4415.1951";"4234.3459";"4926.6696";"3499.7572";"3828.6051";"2289.6443";"1991.0893";"4491.9301";"4160.6015";"4041.8563";"7013.0173";"1849.6686";"2220.7182";"4987.0634";"3419.8871";"3325.0876";"2464.0887";"2597.1250";"2374.3754";"1218.1287";" 924.9262";"5171.4462";"4860.4354";"4975.5200";"2966.5611";"3764.0377";"8125.1185";"3140.5427";"2617.9995";"4135.6816";"1626.2448";"2145.8295";"2766.6224";"4417.3219";"4546.2161";"1440.3148";"3392.8234";"2953.1280";"5402.8039"
"8am";"1023.3687";"2697.2269";"2849.5474";"2419.6904";"2220.5838";"2960.3713";"3420.7403";"2823.7426";"2239.9187";"3076.3428";"3310.5687";"1786.3638";"3367.0541";"1458.9926";"5094.8927";"2499.5431";"1887.1575";"2017.8012";"3261.8339";"4264.5770";"3948.7179";"3265.1676";"4419.1938";"1557.7909";"2590.3519";"1539.5250";"4876.4179";"4723.0653";"4660.2881";"5339.3012";"3330.0517";"3912.2406";"2413.0003";"2599.9172";"4930.9426";"3188.2992";"3606.0342";"7458.4349";"1811.3765";"1824.8093";"5613.4905";"3001.2695";"3114.8572";"2553.1033";"2395.2572";"2812.8210";"1207.3710";" 892.6817";"5153.8653";"4656.0162";"4993.2524";"2743.2746";"3689.3947";"8960.8197";"2887.7862";"2875.3829";"3763.6649";"1377.4452";"2003.1237";"2646.1141";"4019.9653";"4048.8689";"1334.6954";"3293.6996";"2715.2640";"5183.7100"
"9am";"1556.7900";"3059.8191";"3017.7879";"3001.0966";"2638.0480";"3295.4853";"3399.0523";"3054.2342";"2376.9890";"2788.6464";"2965.7694";"1608.6360";"3500.8243";"1256.7908";"4486.3185";"2927.7974";"2093.4366";"1748.2044";"3154.0501";"4019.5578";"4214.8773";"3029.8599";"4501.0005";"1600.5424";"2617.0119";"1497.9138";"4747.0151";"4670.1205";"4700.8023";"5429.0190";"3241.7585";"3729.9134";"3090.4802";"2178.5495";"4664.7361";"3128.1357";"3426.0148";"7734.6582";"1838.0420";"1679.9247";"5345.4602";"2704.5524";"2842.8181";"2675.4521";"2189.2721";"2926.7126";"1456.6773";" 805.9369";"5418.1924";"5096.0170";"4960.1816";"2949.8864";"3252.1156";"8155.0380";"2715.1922";"3136.2374";"3697.3274";"1320.3980";"2192.2482";"2123.4267";"4374.0737";"4012.8404";"1137.6603";"2895.1713";"2598.6522";"4696.6101"
"10am";"1674.3938";"3839.6930";"3268.1952";"3469.3235";"2343.1944";"3096.1868";"3192.5563";"2877.3231";"2596.2918";"2761.3483";"3006.3253";"1663.0587";"3926.4279";"1301.2464";"4089.8817";"2546.2194";"2582.2510";"1940.0029";"3195.3968";"3792.0475";"4749.5831";"3032.5207";"4593.2881";"1721.4716";"2776.8815";"1252.7613";"4499.8941";"4654.1568";"4685.7653";"5279.1872";"3471.2754";"3769.5610";"2530.8199";"2486.6808";"4679.5910";"3034.5837";"3215.1913";"8724.8062";"1810.4443";"1957.4500";"5406.4184";"2651.0595";"2772.0821";"2703.5372";"2071.2052";"3048.1403";"1580.0710";" 695.8107";"6226.2698";"4563.3859";"4640.5326";"2676.5711";"3410.7190";"8142.0906";"2683.6516";"2863.7056";"3279.4831";"1268.4807";"2081.7109";"2207.9925";"4107.0061";"3948.3064";"1175.8067";"2986.4016";"2579.6931";"4297.8412"
"11am";"1083.4432";"3405.2428";"3191.8605";"3036.1089";"1861.9281";"2660.9549";"3493.9797";"2623.1015";"2500.5435";"2902.9587";"2997.5599";"1416.2910";"4135.6122";"1554.0107";"4437.7702";"2771.5882";"1905.8439";"2095.2356";"3456.9953";"4232.1203";"4132.1308";"3216.8512";"4509.9986";"1842.5186";"2676.2651";"1214.6164";"4592.3465";"4840.1566";"4221.4720";"5543.8678";"3328.5167";"4248.6459";"2674.7065";"2657.6456";"4765.5646";"2985.2608";"3705.1665";"8515.4133";"1754.2156";"1856.3642";"4984.5588";"2196.2202";"2770.9789";"2606.4885";"2251.0871";"3101.1081";"1403.6066";" 629.1638";"5735.5572";"4738.8215";"4817.4830";"3180.0590";"3092.8725";"8860.8579";"3128.1881";"2793.7809";"2968.3601";"1221.6933";"1883.2415";"2395.7589";"4015.6034";"3871.2255";"1170.7499";"3352.6902";"2856.7914";"5006.2441"
