"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"61.2709738649664";"61.2709738649664";"61.2709738649664";"61.2709738649664";"61.2709738649664";"61.2709738649664";"61.2709738649664";"61.2709738649664";"61.2709738649664";"61.2709738649664";"61.2709738649664";"61.2709738649664";"61.2709738649664";"61.2709738649664";"61.2709738649664"
"4am";" 3.8016722";" 5.3446899";" 5.4375080";" 1.3311653";" 1.2617428";" 0.4824974";"10.6890839";" 8.3875443";" 4.4446883";" 5.8376984";" 1.9319178";" 0.6310346";" 3.6908600";" 3.3779018";" 1.6911352"
"5am";" 3.7776558";" 5.3446899";" 5.4567879";" 1.3094368";" 1.2661171";" 0.4725242";"11.4126411";" 8.3569490";" 4.5193021";" 6.0048752";" 1.9465912";" 0.6354773";" 3.5776547";" 3.3779018";" 1.1438574"
"6am";" 3.7735291";" 5.3360350";" 5.5108478";" 0.5490885";" 1.2782910";" 0.4834689";"11.5280834";" 8.5147881";" 4.7948376";" 6.1332579";" 1.9592498";" 0.6773637";" 3.5730089";" 3.5795993";" 1.1438574"
"7am";" 2.8531126";" 4.8899624";" 5.1913246";" 1.1890169";" 1.1403213";" 0.5062398";"12.7286426";" 9.3370924";" 6.3649937";" 8.2463086";" 2.2146696";" 0.0000000";" 3.4861216";" 2.8526862";" 1.3499687"
"8am";" 2.790894";" 5.487680";" 4.014302";" 1.396671";" 1.114230";" 1.904779";"10.295619";" 8.171568";" 7.334063";"10.347418";" 2.442556";" 0.000000";" 4.004461";" 3.615332";" 7.822978"
"9am";" 2.821855";" 3.220494";" 5.395385";" 1.357730";" 1.168011";" 2.006289";" 5.898852";"12.034961";" 8.204496";"10.677427";" 2.837609";" 2.169951";" 2.109898";" 0.000000";" 6.931205"
"10am";" 1.366721";" 4.251380";" 2.521125";" 3.414574";" 1.251563";" 1.909913";" 8.340871";"10.993021";" 8.779650";"10.612980";" 2.739133";" 1.020840";" 2.152616";"18.699384";" 2.407527"
"11am";"1.684037";"3.920941";"4.301664";"1.265807";"1.234524";"1.864390";"8.556926";"9.943130";"8.894521";"6.364130";"5.284881";"0.954443";"4.243965";"3.479422";"8.226316"
"12am";"1.7574559";"3.9469502";"5.9738564";"1.2959909";"1.7370924";"1.7748282";"9.1413245";"8.6610075";"6.2738908";"8.6517119";"2.5978694";"0.8541567";"3.8487936";"2.6895016";"1.7770064"
"1pm";"1.699650";"3.265581";"5.461332";"1.395871";"1.433542";"1.875276";"8.814885";"9.191539";"5.780516";"9.433660";"2.410779";"1.048436";"4.392154";"3.104245";"2.069719"
"2pm";"3.9354599";"3.8094659";"6.3251425";"5.8926454";"1.4967610";"3.6653080";"7.4289228";"2.5600076";"5.2972916";"9.9722230";"2.8507012";"0.9789731";"4.6010197";"1.6133629";"2.1916841"
"3pm";"4.056988";"3.311616";"6.978407";"6.027735";"4.633846";"2.026412";"5.354201";"3.450983";"5.725086";"9.645108";"1.541977";"1.537610";"4.331681";"3.714054";"1.970487"
"4pm";"3.505270";"3.882088";"6.765633";"1.583459";"1.764775";"1.809426";"6.208279";"6.273745";"5.663558";"8.424226";"3.476149";"1.320612";"4.685632";"3.290354";"2.006689"
"5pm";"4.1027144";"4.2297539";"5.9901580";"1.3440266";"1.4287642";"1.8606307";"6.2886232";"6.8660877";"6.4182903";"7.2439078";"2.2746770";"0.7420675";"2.9454075";"2.8401508";"1.5311642"
"6pm";" 4.1899041";" 9.1295776";" 1.0147688";" 1.0605481";" 1.4811980";" 1.5019455";" 5.9556360";" 8.7275348";" 4.7357294";"16.9673772";" 2.3931441";" 0.7015511";" 4.1831329";" 3.1081137";" 1.3190142"
"7pm";" 5.4157463";" 9.0359570";" 1.7372300";" 1.4492499";" 1.3734237";" 0.4609589";" 5.6745271";" 7.1607255";" 4.4194302";"15.6068816";" 1.9077507";" 0.6953549";" 3.9640275";" 2.9493279";" 1.7834675"
"8pm";" 5.6996680";" 8.8427535";" 1.6506365";" 1.4760824";" 1.3151054";" 0.4727678";" 5.6464223";" 7.5588049";" 4.3228457";"15.0547445";" 1.9982110";" 0.6501762";" 3.8976296";" 2.8639680";" 1.8012672"
"9pm";" 4.3560740";" 8.6618520";" 1.6886206";" 1.4562605";" 1.3142840";" 0.4625132";" 7.9343148";" 7.7662460";" 4.1691071";"15.0468979";" 1.9638767";" 0.6232327";" 3.8021588";" 2.9843238";" 1.7793219"
"10pm";" 4.0763767";" 8.7616542";" 1.7158147";" 1.4008225";" 1.2511456";" 0.4738245";" 7.6299807";" 7.5862746";" 4.1252479";"14.9301778";" 2.3820837";" 0.6234479";" 3.8060899";" 3.2618068";" 1.7251891"
"11pm";" 4.2135972";" 9.0903924";" 1.7188330";" 1.3624235";" 1.2301918";" 0.4732499";" 7.1944346";" 7.4445960";" 4.0468897";"14.6494009";" 2.3051317";" 0.6185072";" 3.8317451";" 3.3043386";" 1.6588627"
"12pm";" 4.2944630";" 9.0903924";" 1.7293388";" 1.3750959";" 1.2301918";" 0.4739783";" 7.1674855";" 7.4095270";" 3.9412090";"14.7123371";" 2.2437066";" 0.6185072";" 3.7683207";" 3.3043386";" 1.6487457"
"1am";" 4.1410516";" 5.2391853";" 1.7709023";" 1.3581355";" 1.2301918";" 0.4720743";"10.7891825";" 7.4095270";" 3.9156108";"14.7123371";" 2.2437066";" 0.6185072";" 3.7683207";" 3.2965306";" 1.6487457"
"2am";" 4.1293974";" 5.2391853";" 1.7709023";" 1.3581355";" 1.2301918";" 0.4720743";"10.7502100";" 7.3731554";" 3.9156108";"14.7123371";" 2.2437066";" 0.6185072";" 3.7683207";" 3.2965306";" 1.6487457"
"3am";" 4.1293974";" 5.2391853";" 5.3394157";" 1.3581355";" 1.2301918";" 0.4720743";"10.7502100";" 7.4435572";" 3.9156108";" 5.5934380";" 2.2437066";" 0.6185072";" 3.7683207";" 3.2965306";" 1.6487457"
