"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529";"1.17647058823529"
"max";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705";"70.5294705294705"
"4am";"34.33048";"52.09677";"40.47244";"34.48753";"38.70968";"26.92308";"35.85714";"34.27041";"29.21647";"37.82148";"33.95150";"31.44828";"37.57225";"22.93233";"30.05540";"32.68966";"28.24773";"34.92063";"36.82635";"25.09804";"35.45994"
"5am";"34.18079";"51.76282";"40.56604";"34.48753";"38.51351";"26.77054";"36.64234";"34.50135";"29.13907";"37.99392";"34.34343";"31.71071";"38.61386";"22.26277";"30.28169";"32.82548";"29.03727";"35.28628";"36.78679";"25.80214";"36.48855"
"6am";"32.66932";"51.16641";"39.57055";"34.17015";"37.25490";"25.94142";"38.10976";"33.95225";"29.35657";"38.70968";"36.09023";"33.13609";"40.63158";"20.33898";"32.16995";"35.07463";"31.31313";"35.67568";"38.40125";"27.87611";"38.98026"
"7am";"25.09434";"53.59477";"39.93808";"38.18770";"30.22636";"26.72293";"41.51261";"36.84993";"26.99005";"38.15201";"36.44578";"39.31777";"44.84412";"17.70624";"38.53211";"39.45111";"36.34578";"37.79070";"43.37979";"30.60556";"44.72656"
"8am";"23.75000";"52.12766";"36.71766";"39.55095";"27.99043";"26.90647";"44.10163";"38.32237";"26.59698";"36.95652";"36.33763";"41.88912";"44.73008";"18.78122";"40.42969";"42.38532";"36.25000";"37.31343";"44.58955";"30.70175";"44.92754"
"9am";"22.95877";"50.81301";"36.11111";"38.06104";"27.27273";"27.29970";"43.80952";"38.07947";"26.47059";"36.62182";"37.31139";"42.25664";"43.78378";"20.01944";"41.85567";"42.18456";"35.39823";"37.74734";"43.22200";"29.74453";"45.09804"
"10am";"23.20709";"51.32743";"36.98811";"38.01066";"29.03600";"25.15432";"43.95393";"38.99160";"26.46720";"35.01484";"36.27586";"44.66231";"43.01676";"19.84805";"40.71730";"40.42553";"36.30137";"36.40625";"43.77432";"29.13534";"45.53776"
"11am";"21.02128";"49.56629";"36.76662";"37.21739";"28.20823";"25.98784";"44.08397";"38.57143";"25.84795";"34.96933";"36.83492";"43.73626";"43.64641";"19.74952";"41.09312";"41.01562";"36.72055";"36.78516";"42.74809";"29.92701";"44.98886"
"12am";"20.65404";"49.30818";"36.50138";"38.56655";"30.64133";"26.10687";"43.20298";"38.95072";"25.74140";"35.98201";"34.45946";"43.43891";"44.69274";"19.71545";"41.87867";"39.25781";"35.73034";"36.86636";"42.55725";"30.05367";"45.49550"
"1pm";"20.11494";"52.94826";"39.76222";"38.06104";"29.62085";"25.73964";"41.06776";"39.03654";"26.65148";"33.93939";"34.78261";"42.10526";"44.72222";"19.73435";"43.26531";"35.77075";"34.73193";"36.64596";"40.45175";"29.32605";"45.30892"
"2pm";"20.23217";"50.62500";"39.46309";"36.72014";"29.00485";"26.79356";"41.06090";"39.03654";"26.39363";"34.61538";"34.41467";"41.53499";"44.73684";"20.66667";"41.40000";"37.22772";"35.17241";"36.34945";"42.49513";"29.18149";"45.21158"
"3pm";"22.90009";"46.65738";"37.74648";"37.01843";"30.56931";"26.35432";"41.90647";"38.65132";"26.52124";"36.35015";"32.42468";"42.23602";"45.34314";"19.31932";"38.49057";"38.57143";"34.34125";"35.84337";"43.12618";"29.84563";"44.63519"
"4pm";"27.67654";"46.14306";"36.08247";"35.68147";"34.97110";"28.03030";"39.26789";"37.36264";"27.61194";"39.00482";"32.67882";"38.73239";"40.60475";"21.75824";"34.50586";"36.20981";"30.72626";"35.69322";"40.24180";"28.41270";"40.44118"
"5pm";"30.60453";"46.40805";"36.30862";"35.09545";"37.46130";"26.08696";"38.44937";"36.55589";"28.84097";"38.73457";"33.51351";"34.40514";"38.57442";"24.36869";"32.60870";"34.30769";"29.94652";"36.09130";"36.89320";"25.96439";"37.18593"
"6pm";"30.68182";"45.53314";"36.98630";"35.51263";"36.80241";"26.25538";"37.38462";"36.75595";"29.21647";"37.51938";"34.05405";"34.41034";"38.93617";"24.18136";"33.08157";"33.94495";"29.70123";"35.60284";"36.59306";"25.76867";"36.76471"
"7pm";"31.37004";"44.57143";"37.32719";"36.02941";"36.45833";"27.05882";"37.40219";"36.86567";"29.58656";"37.10407";"34.03974";"33.59746";"38.10526";"24.36548";"32.98193";"34.48795";"29.42177";"35.56188";"36.40625";"25.54745";"36.78161"
"8pm";"31.87831";"47.45763";"38.56921";"36.20438";"37.11180";"26.60944";"37.26994";"36.06322";"29.12989";"37.82542";"33.73819";"32.42009";"37.91667";"24.80720";"31.23167";"34.23019";"28.73950";"34.88045";"36.79389";"25.00000";"36.48208"
"9pm";"32.53857";"50.72231";"40.25765";"34.92286";"37.50000";"26.51297";"36.96970";"35.61254";"28.83117";"37.53799";"33.70014";"32.40059";"37.62575";"24.22680";"30.74713";"33.23615";"28.54785";"34.76454";"36.39098";"24.78873";"35.86957"
"10pm";"33.19027";"51.62338";"40.77670";"35.02110";"37.98319";"27.05036";"36.70695";"35.02110";"28.53403";"38.18182";"32.95933";"32.22543";"37.84861";"24.04580";"30.55163";"32.62411";"28.66450";"34.21053";"36.58171";"25.24407";"35.76865"
"11pm";"33.38129";"52.14521";"40.77047";"34.78261";"38.40948";"26.94524";"36.61765";"34.77051";"28.47769";"37.90447";"33.85714";"31.99426";"38.01980";"24.03599";"30.31989";"32.71693";"28.25040";"34.02204";"36.73163";"24.86264";"35.95166"
"12pm";"33.62319";"51.96078";"41.02564";"34.82517";"38.39590";"26.90647";"36.41703";"34.81276";"28.57143";"37.90447";"33.81089";"31.90272";"37.79528";"23.97436";"30.18081";"32.90598";"28.22967";"33.97524";"36.95324";"24.82853";"35.80060"
"1am";"33.72093";"51.96078";"41.02564";"34.82517";"38.26531";"26.98413";"36.41703";"34.76454";"28.68526";"37.90447";"33.71429";"31.85714";"37.72102";"24.00513";"30.22284";"32.90598";"28.18471";"33.88203";"36.95324";"24.76060";"35.80060"
"2am";"33.81924";"52.13115";"40.89457";"34.77654";"38.20034";"26.98413";"36.41703";"34.72222";"28.68526";"37.90447";"33.66619";"31.85714";"37.72102";"24.03599";"30.36212";"32.90598";"28.18471";"33.78933";"37.00906";"24.79452";"35.80060"
"3am";"33.91813";"52.13115";"40.82935";"34.82517";"38.20034";"26.94524";"36.41703";"34.72222";"28.76165";"37.78802";"33.76252";"31.90272";"37.72102";"24.06692";"30.36212";"32.90598";"28.18471";"33.83562";"37.00906";"24.69304";"35.80060"
