"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584";"33.321767636584"
"max";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416";"66.678232363416"
"4am";"42.67600";"48.30368";"42.26476";"42.17501";"41.34129";"42.67099";"44.22871";"43.58792";"43.24088";"41.41598";"39.74228";"50.88001";"50.83760";"46.78683";"53.19039";"43.50633";"47.48781";"50.75475";"41.59291";"44.59036";"51.44597";"52.36640";"49.59505";"53.27380";"51.36797";"51.19344";"50.48764";"47.38877"
"5am";"43.55601";"48.57173";"42.00282";"42.36085";"40.95051";"42.27163";"43.43910";"42.82399";"43.10045";"40.88637";"38.72897";"49.97041";"49.85560";"46.37004";"53.87336";"44.18223";"47.45945";"49.89173";"41.80639";"45.44300";"51.77178";"52.07363";"48.78262";"53.06863";"51.71135";"51.19344";"50.13285";"47.35849"
"6am";"44.56484";"47.63539";"41.56901";"41.14642";"39.97911";"41.54767";"43.66008";"41.82238";"41.57729";"41.26069";"38.16956";"50.25622";"49.54294";"48.90065";"54.24920";"45.30913";"47.10009";"49.08385";"40.88116";"44.21524";"50.64870";"52.06984";"48.36838";"49.78773";"52.15200";"51.49933";"47.61341";"47.17589"
"7am";"44.28871";"46.34800";"38.17480";"40.64351";"41.28606";"43.11587";"45.69059";"40.76781";"41.58067";"40.50026";"34.05197";"54.14467";"50.06894";"56.86618";"54.08889";"46.24648";"43.31425";"41.19705";"39.47978";"40.47078";"49.90603";"49.70517";"47.06836";"52.57056";"45.56647";"53.23650";"36.91511";"45.13443"
"8am";"39.81595";"47.62098";"40.05883";"40.08831";"41.76228";"39.02124";"46.29985";"43.06979";"37.42425";"40.53960";"33.32177";"48.69030";"48.90669";"54.83991";"56.00308";"52.18578";"48.81679";"44.23737";"41.21052";"41.71546";"51.82581";"45.76869";"49.80837";"59.02836";"43.08003";"52.87077";"38.92418";"52.44958"
"9am";"39.15596";"48.25974";"39.30026";"36.13923";"42.19021";"41.46190";"43.89667";"43.50183";"38.23077";"41.97349";"37.70635";"50.59349";"48.26774";"55.73111";"55.33326";"52.90564";"49.18857";"43.49573";"40.29834";"40.76336";"52.41425";"47.19230";"47.47544";"59.14726";"43.55260";"51.97914";"39.78452";"50.54399"
"10am";"39.77424";"49.78936";"41.40750";"37.32788";"43.27428";"37.91540";"43.22628";"40.69483";"39.22623";"42.39066";"38.55295";"49.03570";"46.19915";"55.67919";"55.77505";"52.86200";"49.03994";"41.84200";"42.06457";"41.88092";"51.41211";"51.28822";"48.68898";"56.76150";"44.43721";"52.02001";"42.43421";"44.70096"
"11am";"40.76313";"47.52068";"41.72691";"39.31160";"42.21042";"38.54248";"45.23658";"42.48512";"37.06507";"43.32506";"36.31620";"49.46446";"44.01373";"53.17458";"54.26850";"51.24207";"49.17839";"42.57344";"42.49869";"40.49036";"54.19417";"49.36722";"48.32933";"53.78250";"43.11743";"51.30931";"42.51567";"50.08841"
"12am";"37.45805";"47.32679";"40.27691";"42.51314";"40.26470";"37.78228";"44.40779";"43.20365";"44.21105";"43.03991";"43.13400";"49.73298";"49.20646";"56.00864";"54.08113";"50.91681";"43.82540";"42.53146";"41.68411";"38.81753";"53.53710";"48.99083";"50.43614";"54.84104";"45.37537";"51.08524";"41.51355";"47.18860"
"1pm";"38.82328";"49.97863";"39.08440";"40.34880";"39.35601";"37.78665";"42.68938";"46.49843";"42.83890";"41.18460";"42.22192";"52.61656";"45.12623";"56.74831";"52.82949";"51.07702";"47.19199";"36.68744";"45.78792";"38.50942";"51.48282";"48.68079";"46.06105";"54.86110";"42.90705";"52.26366";"43.89704";"50.40372"
"2pm";"38.68017";"48.86090";"41.36195";"38.36600";"42.42694";"38.54425";"43.21345";"42.01761";"44.12595";"40.51487";"40.70635";"51.82648";"47.53787";"57.32524";"51.66262";"50.84160";"48.60242";"37.20699";"45.42244";"40.86881";"46.45052";"49.51883";"52.90534";"51.71303";"42.03471";"59.87568";"44.87075";"49.44654"
"3pm";"37.57367";"44.88638";"41.79101";"39.73047";"40.33791";"40.86168";"42.50162";"42.62594";"42.69393";"39.81281";"42.76981";"52.35225";"47.30959";"57.48497";"53.65076";"47.65151";"48.01539";"42.68279";"45.21401";"43.20414";"48.51227";"51.04632";"48.09032";"54.89314";"37.02773";"56.45899";"46.69995";"44.08041"
"4pm";"37.73552";"45.94241";"46.05378";"40.16676";"40.58398";"38.74174";"45.67710";"44.42277";"46.38198";"39.30935";"48.05899";"51.65524";"41.07739";"56.03087";"54.07767";"49.42780";"45.63848";"43.60137";"47.54061";"39.82041";"47.27747";"50.38670";"51.92829";"54.49240";"36.98121";"52.69698";"41.46714";"47.54351"
"5pm";"43.72617";"48.61164";"43.38536";"41.99629";"35.38130";"41.88879";"44.20482";"44.13601";"41.43091";"43.05668";"47.88692";"52.63042";"41.82645";"55.84850";"50.05586";"42.87514";"50.82763";"48.40036";"43.28628";"40.59746";"49.35188";"49.31185";"51.75971";"51.96710";"42.34159";"48.83148";"46.62295";"44.95550"
"6pm";"42.73120";"46.25232";"41.89528";"40.12278";"36.86789";"43.58679";"47.70856";"43.89582";"46.27315";"45.31008";"39.01399";"53.93119";"45.13704";"50.14052";"51.36622";"45.02410";"48.96443";"50.24008";"41.37799";"42.43071";"49.87319";"49.58013";"51.60756";"50.22647";"49.37114";"49.65935";"48.18810";"46.58997"
