"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624";"80.9900927784624"
"4am";"38.212635";"25.445952";"17.351649";"24.304112";"16.570413";"22.197851";" 9.345765";"19.948633";"26.044907";"22.928980";"15.480743";"14.129749";"14.523022";"15.833533";" 9.921622";"12.445715";"14.059235";"14.400372";"35.197681";"14.840561";" 8.133613";"11.496543";" 8.958320";" 7.446031";"11.546542";"17.714791";"17.517754";"16.873993";"25.699340";"20.143163";"19.142786";"16.683238";"13.850396";"19.067692";"20.858936";" 9.452992";"17.358988";"11.673571";"30.020116";"12.756368";"31.164468"
"5am";"37.852757";"26.395394";"16.941876";"23.389628";"15.845218";"21.419549";" 9.662332";"20.165559";"28.383180";"23.912583";"14.425285";"16.189863";"14.389607";"15.957605";"10.113337";"11.759212";"14.322495";"13.244613";"35.872787";"15.125252";" 8.170915";"11.490735";" 9.392078";" 7.663648";"10.042536";"16.806296";"18.030907";"17.618879";"24.914304";"19.852799";"19.238375";"16.542188";"14.062247";"17.891594";"19.867388";" 9.954061";"17.375496";" 9.796501";"28.453924";"11.755027";"29.993149"
"6am";"36.297995";"25.091093";"16.792394";"23.537040";"15.870729";"20.789633";" 9.969390";"17.882506";"28.534285";"23.985441";"15.991937";"17.626706";"12.541739";"14.804138";" 9.372818";"12.272903";"14.666945";"13.243986";"35.381490";"12.327803";" 7.823032";"11.560911";" 9.254158";" 8.384771";"10.801413";"17.223138";"15.214483";"19.822435";"24.702575";"22.778440";"17.665665";"16.845378";"14.342237";"19.496446";"19.325501";" 9.989071";"17.764202";"11.040184";"29.920715";"11.680036";"30.558149"
"7am";"27.150269";"29.392781";"14.781850";"19.307755";"21.774420";"16.728441";"13.286007";"14.762747";"28.690317";"24.221796";"18.679302";"16.117571";"12.682744";"12.160919";" 6.187308";" 9.151965";"14.345015";"13.386061";"26.636659";"10.371020";" 9.518052";"11.808113";" 8.249505";" 9.853476";" 8.789014";"14.340945";"12.324086";"18.183346";"23.024735";"20.093996";"17.397491";"14.167227";"16.229313";"16.323290";"16.912917";" 9.605215";"13.991205";" 9.967825";"29.818431";"11.847728";"32.988012"
"8am";"27.920706";"32.604671";"13.983426";"18.768504";"20.744592";"16.194873";"10.718919";"13.103845";"27.093116";"25.171727";"20.200384";"17.293556";"13.413182";"11.969631";" 8.315723";"11.285065";"14.720122";"12.953173";"13.952494";"10.860731";"11.392378";" 9.708833";" 6.836439";" 9.798618";" 8.341595";" 9.828806";"10.926520";"15.116874";"23.750627";"19.243900";"20.500532";"16.206023";"13.635138";"16.423196";"15.348018";" 9.877497";"16.421366";"13.592568";"28.217317";"12.673168";"26.531664"
"9am";"27.935912";"32.312182";"14.607315";"18.404728";"19.114532";"12.519092";"10.340413";"10.948500";"24.978416";"23.799942";"17.373288";"15.988238";"15.357947";"15.191945";" 7.912415";" 9.006381";"16.679075";"13.976828";"14.270460";"12.452772";"11.686582";" 8.624877";"10.009792";" 9.820614";" 8.544576";"12.702161";"10.008137";"17.400666";"22.706018";"19.142572";"18.647389";"17.211385";"12.558829";"16.660877";"14.168190";"10.795255";"16.847817";"14.341697";"27.139238";"13.313277";"26.325152"
"10am";"27.691360";"30.631315";"16.755016";"17.945804";"18.794092";"13.022700";"15.658344";"11.661949";"26.451561";"24.645936";"18.376901";"16.116389";"17.193980";"13.520877";" 9.785991";"11.701949";"15.199163";"13.559358";"13.572605";"11.896895";"11.876167";"11.323605";" 8.529284";" 8.432935";" 7.925859";"11.843744";"10.225652";"18.230575";"23.083985";"18.410617";"20.584346";"15.072671";"10.556445";"15.103405";"13.265623";"11.743426";"15.070936";"13.776051";"27.769550";"13.223277";"23.323455"
"11am";"25.873913";"30.478812";"12.715082";"18.754592";"22.037341";"14.765918";"10.827295";"13.715542";"23.871911";"24.936641";"19.132209";"16.672361";"17.420023";"10.577318";" 7.836799";"10.233810";"13.898223";"14.162062";"15.955114";"11.581204";"12.156967";"10.275241";" 4.929176";" 9.745128";" 8.687203";"11.453547";"10.708696";"19.670090";"21.174842";"21.253453";"19.039108";"14.427824";"11.183862";"15.920845";"13.567582";" 9.966200";"16.005395";"10.654943";"29.567580";"11.349700";"25.186476"
