"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586"
"4am";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"5am";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"6am";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";"22.526";" 0.000";" 0.000";" 0.000";" 0.000"
"7am";"19.130";"70.674";" 9.232";" 0.000";" 0.000";" 0.000";"43.376";"20.525";" 0.000";" 0.000";"13.092";"31.329";" 0.000";" 0.000";"14.047"
"8am";"133.475";" 59.657";"  0.000";" 66.699";" 11.532";" 10.802";"  0.000";"251.520";" 12.278";"  0.000";"103.742";" 29.333";"  0.000";"  0.000";"  0.000"
"9am";"323.123";" 91.343";"  0.000";"513.848";"  0.000";" 61.292";"116.295";"560.283";" 12.278";"  0.000";"262.241";"128.226";"  0.000";"181.204";" 28.461"
"10am";"369.588";" 55.520";" 30.563";"567.342";"  0.000";" 72.184";"113.556";"443.020";" 12.278";"  0.000";" 72.594";" 84.680";"110.706";"634.412";" 27.024"
"11am";" 65.826";" 21.924";"  0.000";"116.208";"  0.000";"  0.000";" 23.298";"171.115";" 24.165";"  0.000";"116.620";" 96.357";"  0.000";" 37.801";"  0.000"
"12am";" 0.000";"93.571";" 0.000";"71.480";" 0.000";" 0.000";"82.583";"95.757";" 0.000";" 0.000";" 0.000";"63.428";" 0.000";"71.234";"44.911"
"1pm";"  0.000";"  0.000";"  0.000";" 50.557";"  0.000";"  0.000";"  0.000";"197.416";" 16.625";" 14.285";"  0.000";" 41.000";"  0.000";" 49.310";"  0.000"
"2pm";"338.116";" 90.942";" 28.876";"229.283";"  0.000";" 19.341";" 29.858";"154.714";" 16.625";" 14.285";"  9.239";"198.111";"  0.000";"475.756";" 39.244"
"3pm";"368.725";" 65.765";"143.679";"405.172";"  0.000";" 30.182";" 76.532";"229.972";"  0.000";" 14.285";" 28.694";"117.645";"  0.000";"167.961";"107.428"
"4pm";"769.828";"125.895";" 78.272";"246.761";" 22.849";" 37.664";" 16.872";"110.050";"  0.000";"  8.552";" 64.744";" 56.140";" 18.670";"156.311";" 10.493"
"5pm";"510.663";"231.664";" 97.862";"349.714";"  0.000";" 14.041";" 49.897";"282.318";"  0.000";" 37.011";"100.353";" 74.001";"  0.000";"129.933";" 51.382"
"6pm";" 95.682";" 13.922";" 12.470";"383.060";" 27.965";"  0.000";" 96.612";"251.595";"  0.000";" 12.470";"  0.000";"173.290";" 43.389";" 16.386";" 27.025"
"7pm";"14.047";" 0.000";"12.470";"24.474";" 0.000";" 0.000";" 0.000";"35.909";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";"13.481"
"8pm";"14.047";" 0.000";" 0.000";" 0.000";" 0.000";"22.526";" 0.000";"13.932";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000"
"9pm";"14.047";" 0.000";" 0.000";" 0.000";" 0.000";"22.526";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000"
"10pm";"14.047";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000"
"11pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"12pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1am";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"2am";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"3am";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
