"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193";"4669.193"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"7am";"   0.0000";"   0.0000";" 628.2690";"   0.0000";"   0.0000";"1212.7670";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 707.6915";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"1607.7579";"1839.3786";"1816.0557";"1641.5359";"1310.6856";"1859.6990";" 746.3629";"   0.0000";"   0.0000";"1104.3898";"   0.0000";"1492.7115";"   0.0000";"1639.1165";"1777.7322";"   0.0000";" 887.0193";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"9am";"2404.7024";"2343.6580";"1954.3182";"1893.2089";"1549.1939";"2027.4782";" 783.8289";"   0.0000";"   0.0000";"1326.2282";"   0.0000";"1954.1024";"   0.0000";"1439.3295";"1833.3297";"1368.8006";" 914.4604";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"10am";"2406.4141";"2542.2510";"2220.0685";"1839.9330";"1697.2655";"2311.6253";" 750.0010";"   0.0000";"   0.0000";"1326.2282";"   0.0000";"1981.8237";" 879.9352";"1508.5468";"1968.4859";"1299.1896";" 903.0527";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"11am";"2619.6173";"2557.5940";"2210.8209";"1820.5926";"1731.2895";"2054.8157";" 658.5787";"   0.0000";"   0.0000";"1130.8413";"   0.0000";"1916.6953";"   0.0000";"1652.9945";"1606.4361";"1400.9568";" 852.1264";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
