"hour";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137";"138";"139";"140";"141";"142";"143";"144";"145";"146";"147";"148";"149";"150";"151";"152";"153";"154";"155";"156";"157"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058";"7394.96058"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"7am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1613.613";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2382.590";"1794.116";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1964.806";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"3682.995";"2779.661";"1393.647";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2530.066";"   0.000";"   0.000";"   0.000";"1564.951";"   0.000";"   0.000";"   0.000";"1472.140";"2737.728";"   0.000";"   0.000";"   0.000";"2064.427";"3037.188";"3344.388";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"3660.898";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1968.892";"   0.000";"   0.000";"   0.000";"   0.000";"1563.047";"   0.000";"2999.199";"   0.000";"   0.000";"1457.487";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1453.852"
"9am";"4059.180";"3564.033";"1300.311";"   0.000";"   0.000";"1990.296";"1148.531";"   0.000";"   0.000";"2195.123";"   0.000";"   0.000";"   0.000";"1626.256";"   0.000";"   0.000";"1812.932";"1523.078";"2987.604";"   0.000";"1714.765";"   0.000";"2219.639";"3161.581";"4407.561";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"3624.228";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2492.173";"   0.000";"   0.000";"   0.000";"   0.000";"2038.974";"   0.000";"3658.700";"   0.000";"   0.000";"1641.698";"1895.650";"   0.000";"   0.000";"1209.582";"   0.000";"   0.000";"1845.958"
"10am";"4641.013";"3705.116";"1669.751";"   0.000";"1787.990";"1985.058";"1404.921";"   0.000";"   0.000";"2330.094";"   0.000";"   0.000";"   0.000";"1916.308";"   0.000";"   0.000";"1851.537";"1573.592";"3087.336";"   0.000";"1915.000";"   0.000";"1840.139";"3311.749";"4507.776";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"3347.835";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2624.533";"   0.000";"   0.000";"   0.000";"   0.000";"2364.876";"1187.189";"3763.429";"   0.000";"   0.000";"1653.204";"1605.651";"   0.000";"   0.000";"1298.125";"   0.000";"   0.000";"2158.587"
