"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719";"81.4719"
"max";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122";"15743.4122"
"4am";" 157.5858";" 326.9768";" 369.5448";" 293.7160";" 477.1670";" 822.4939";"1062.0403";"1470.6903";"1166.8612";"1456.5844";"1334.6078";" 971.6726";" 592.5366";" 719.6617";"2818.2196";"1188.8241";"  81.4719";" 286.5416";"1687.9780";"1071.4348";"1489.7750";" 363.9722";" 674.5043";" 370.3618";"1552.2696";" 317.7888";"2839.6225";" 292.5504";" 379.9774";"1395.4434";" 295.9464";" 304.1892";" 616.8458";" 605.7954";" 145.3454";"1001.1898";" 124.0664";"2221.8219";" 577.9903";"1916.4829";"2595.8241";" 938.2580";"3525.5624";" 367.2120";" 993.7878";" 434.6682";" 709.4634";" 385.8166";" 712.4471";"2572.9074";"1899.2336";" 829.2147";"2639.8806";"2709.5645";" 553.4632";" 620.1610";"3451.3083";"1341.5307";"1315.5682";"1003.0326";"1609.7995";" 808.5455";" 396.2847";"2168.0343";"1384.0081";" 370.7448"
"5am";" 157.5858";" 404.6233";" 369.5448";" 293.7160";" 477.1670";" 822.4939";"1017.6051";"1470.6903";"1166.8612";"1456.5844";"1334.6078";" 971.6726";" 592.5366";" 719.6617";"2818.2196";"1188.8241";"  81.4719";" 286.5416";"1687.9780";"1071.4348";"1489.7750";" 363.9722";" 674.5043";" 370.3618";"1552.2696";" 362.2240";"2761.9760";" 292.5504";" 379.9774";"1395.4434";" 295.9464";" 304.1892";" 685.4311";" 605.7954";" 313.4935";"1001.1898";" 124.0664";"2221.8219";" 577.9903";"1916.4829";"2595.8241";" 969.0863";"3338.5133";" 367.2120";" 993.7878";" 434.6682";" 709.4634";" 385.8166";" 712.4471";"2572.9074";"1899.2336";" 829.2147";"2487.0528";"2709.5645";" 553.4632";" 620.1610";"3384.9708";"1341.5307";"1246.9829";"1003.0326";"1441.6514";" 808.5455";" 396.2847";"2168.0343";"1447.0717";" 463.9020"
"6am";"  88.1366";" 404.6233";" 369.5448";" 363.1652";" 477.1670";" 822.4939";" 947.5698";"1542.0964";"1166.8612";"1609.4122";"1334.6078";" 971.6726";" 592.5366";" 650.6269";"2573.9242";"1035.4919";"  81.4719";" 286.5416";"1653.2514";"1071.4348";"1536.3185";" 363.9722";" 674.5043";" 571.7256";"1650.8768";" 396.7414";"2792.4077";" 380.9345";" 379.9774";"1395.4434";" 295.9464";" 304.1892";" 685.4311";" 555.5207";" 494.2387";"1001.1898";" 251.0115";"2221.8219";" 577.9903";"2069.8151";"2578.8876";" 855.8949";"2883.8657";" 367.2120";" 993.7878";" 434.6682";" 709.4634";" 385.8166";" 653.9266";"2295.1154";"1442.7704";" 675.8825";"2285.6890";"2709.5645";" 553.4632";" 800.9062";"3384.9708";"1341.5307";"1246.9829";" 885.5093";"1441.6514";" 808.5455";" 396.2847";"2168.0343";"1447.0717";" 463.9020"
"7am";" 162.3859";" 767.3885";" 369.5448";" 319.9553";" 608.2029";" 960.3733";" 994.8323";"1468.3727";"1195.0620";"1609.4122";"1072.1279";" 871.0541";" 649.1323";" 815.3230";"2048.3352";" 970.8409";" 191.3958";" 309.1826";"1507.7757";"1448.3564";"1570.2661";" 363.9722";"1158.8866";" 833.4503";"1611.7960";" 328.4030";"2590.9455";" 565.9149";" 379.9774";"1392.8864";" 349.0281";" 432.1960";" 871.5364";" 582.2349";" 371.1710";"1242.9972";" 251.0115";"2035.7166";" 588.2910";"2027.8694";"2762.1442";" 855.8949";"2258.9442";" 367.2120";" 899.5646";" 434.6682";" 672.9739";" 292.8350";" 854.1156";"2396.4019";"1050.3997";" 583.4617";"2084.3252";"2810.8510";" 483.0561";" 808.5482";"2445.6570";"1341.5307";"1032.0036";" 650.4627";"1235.7012";"1114.1281";" 396.2847";"2118.5648";"1418.2442";" 644.6472"
"8am";" 417.5599";"1085.5515";" 499.3392";" 437.4786";" 635.5518";"1095.3644";"1104.9260";"1310.5394";"1095.3977";"1609.4122";"1151.1454";" 919.3116";"1284.1507";" 711.7708";"1822.1740";" 849.2274";" 518.4198";" 275.8559";"1959.8260";"1341.5532";"1303.9402";" 342.8609";"1150.7431";" 865.3882";"1569.5131";" 283.9678";"2439.5660";" 722.5571";" 285.2308";"1454.1747";" 580.0085";" 606.8222";"1295.8737";" 582.2349";" 371.1710";"1279.7196";" 251.0115";"1949.0770";" 588.2910";"2027.8694";"2711.0566";" 860.8658";"1990.6110";" 275.4090";" 948.5096";" 465.0999";" 543.5028";" 259.5261";" 892.3539";"2396.4019";"1141.6300";" 583.4617";"2055.4201";"2718.6309";" 483.0561";" 808.5482";"1344.6184";"1221.6933";"1032.0036";" 742.6828";"1029.7510";"1009.9905";" 396.2847";"2130.3096";"1319.3814";" 644.6472"
"9am";" 498.4902";"1135.2779";" 544.6588";" 593.0698";" 695.4676";"1010.7402";" 919.2409";"1387.5283";" 995.7334";"1596.1287";"1134.9585";" 811.8571";"1522.0410";" 642.7360";"1807.5264";" 528.6530";" 518.4198";" 341.3314";"1922.1756";"1341.5532";"1341.6238";" 342.8609";"1150.7431";" 865.3882";"1488.2648";" 249.7986";"2367.6572";" 775.8654";" 465.4036";"1664.8361";" 551.0713";" 486.9848";"1528.4942";" 420.8835";" 473.3806";"1243.9416";" 358.8230";"1949.0770";" 705.2868";"2027.8694";"3001.9975";" 860.8658";"2094.5718";" 480.6299";" 948.5096";" 417.5051";" 589.9936";" 213.0353";"1041.1712";"2110.4724";" 926.0070";" 583.4617";"1936.5225";"2670.4712";" 412.6490";" 735.6247";"1182.8936";"1221.6933";"1032.0036";" 587.8739";" 926.7759";"1193.7104";" 330.1055";"1959.5938";"1319.3814";" 521.0656"
"10am";" 355.1186";"1419.6818";" 521.2210";"1000.6348";" 595.8033";" 928.0616";" 681.0716";"1413.0798";"1095.3977";"1465.7521";" 940.4248";" 674.4351";"1886.1447";" 532.6423";"1475.9872";" 621.5903";" 518.4198";" 275.8559";"2103.5615";"1462.6270";"1316.0227";" 342.8609";"1150.7431";" 812.3065";"1483.4969";" 181.4602";"2488.8646";" 687.8216";" 510.0982";"1744.1241";" 547.4918";" 563.0321";"1361.0620";" 524.2399";" 541.7190";"1243.9416";" 423.8621";"1985.7994";" 802.9058";"2027.8694";"2901.8589";" 789.9213";"1832.4600";" 502.7942";" 972.0014";" 686.9085";" 543.5028";" 213.0353";"1088.8354";"2226.6472";"1141.6300";" 583.4617";"2063.2106";"2436.1277";" 412.6490";" 950.6040";" 874.9615";"1166.2129";" 963.4183";" 860.2061";" 926.7759";"1334.8319";" 291.9591";"1844.8739";"1240.0934";" 737.8044"
"11am";" 296.4861";"1579.7609";" 652.6696";" 639.8712";" 502.7854";"1078.1100";" 883.8641";"1147.9275";"1063.9915";"1616.4958";"1179.0434";" 730.5843";"1653.0971";" 711.7708";"1761.0187";" 620.7364";" 312.4696";" 472.4037";"2247.2399";"1319.0188";"1248.4014";" 274.6028";"1150.7431";" 784.2044";"1553.5051";" 283.9678";"2563.5690";" 687.8216";" 409.9970";"1489.1006";" 621.4784";" 563.0321";"1341.1933";" 410.2190";" 371.1710";"1110.7454";" 344.9034";"1949.0770";" 692.4286";"1874.5372";"2623.1747";" 805.8885";"2020.2438";" 475.9544";" 972.0014";" 584.9373";" 589.9936";" 259.5261";"1160.8619";"2396.4019";"1266.0227";" 661.4260";"2055.4201";"2552.3025";" 412.6490";" 874.4451";" 955.8239";"1221.6933";" 963.4183";"1015.0150";"1441.6514";"1076.1697";" 330.1055";"1936.1042";"1240.0934";" 737.8044"
