"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144";"3395.87144"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"7am";"   0.0000";"   0.0000";" 781.9006";"   0.0000";"   0.0000";"1245.1824";"   0.0000";"   0.0000";"   0.0000";" 962.1558";"   0.0000";"   0.0000";"   0.0000";" 999.7779";"1094.5789";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"1408.176";"1539.016";"2140.232";"1764.060";"1188.089";"1829.885";"   0.000";"   0.000";"   0.000";"1607.541";"   0.000";"1507.751";"   0.000";"1709.441";"2000.331";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"2028.6473";"1792.6567";"2308.4535";"2059.2245";"1343.0042";"1922.9440";" 630.3395";"   0.0000";"   0.0000";"1839.4691";"   0.0000";"1892.7881";"   0.0000";"1450.8044";"2251.1584";"1265.7016";" 728.2859";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"10am";"2124.8853";"1797.6626";"2389.7158";"2009.2651";"1343.0042";"2127.6483";"   0.0000";"   0.0000";"   0.0000";"1839.4691";"   0.0000";"1920.5094";" 952.9025";"1567.0593";"2339.8791";"1196.0905";" 716.8781";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"11am";"2371.419";"1813.006";"2380.468";"1906.765";"1390.810";"2070.532";"   0.000";"   0.000";"   0.000";"1644.082";"   0.000";"1917.115";"   0.000";"1676.179";"1940.072";"1116.780";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"12am";"2403.2263";"1442.3499";"1789.2351";"1425.7421";" 764.2841";"1989.1926";"   0.0000";"   0.0000";"   0.0000";"1472.8283";"   0.0000";"1402.9455";"   0.0000";"1388.8447";"1201.3312";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"1pm";"2345.7982";"1756.8869";"2129.9629";"1574.8259";"1050.2700";"2233.7405";" 731.0165";"   0.0000";"   0.0000";"1613.2443";"   0.0000";"1775.9014";"   0.0000";"1482.0240";"1413.3608";"1379.0699";" 772.8514";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"2pm";"2622.5973";"1770.6359";"2253.1468";"1677.8717";"1179.9833";"2157.4306";"1104.2876";"   0.0000";"   0.0000";"1834.2012";" 858.1080";"1819.7407";"   0.0000";"1690.4188";"1720.3354";"1429.6200";" 885.0028";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"3pm";"2232.724";"2025.871";"2049.535";"1746.839";"1079.928";"2111.132";"1119.349";"   0.000";"   0.000";"1800.062";"   0.000";"1920.395";"   0.000";"1468.623";"2055.065";"1501.730";" 958.360";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"4pm";"2290.9142";"2056.3682";"1946.8681";"1819.3452";"1316.9662";"1791.4875";" 733.4165";"   0.0000";"   0.0000";"1386.2169";"   0.0000";"1784.5808";"   0.0000";"1212.8632";"1245.9883";"1176.9387";" 940.0857";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"5pm";"1966.3453";"1582.9939";" 867.8446";"1432.8267";"1056.8443";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1033.2128";"   0.0000";"1247.8749";" 885.9347";" 791.0997";" 839.8167";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"6pm";"1282.222";"1122.990";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1095.654";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
