"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998";"9353.998"
"4am";"404.770";" 99.432";"468.962";"674.103";" 84.820";"105.031";" 78.997";"918.540";"259.679";"328.430";"259.650";"206.885";"187.646";"330.206";" 97.643";"284.534";"148.260";"163.170";"176.938"
"5am";"404.770";" 99.432";"468.962";"674.103";" 84.820";"115.653";" 78.997";"918.540";"259.679";"328.430";"140.309";"160.647";"187.646";"330.206";" 97.643";"284.534";"137.638";"163.170";"134.098"
"6am";"404.770";" 99.432";"468.962";"674.103";" 84.820";"115.653";" 78.997";"918.540";"259.679";"298.038";"140.309";"160.647";"168.262";"330.206";" 97.643";"284.534";"137.638";"163.170";"134.098"
"7am";"463.100";" 69.062";"752.254";"656.931";"706.682";"861.799";" 78.997";"696.476";"232.973";"223.007";" 72.559";" 52.075";"120.783";"144.094";" 57.247";"128.722";" 12.967";" 45.162";"107.412"
"8am";" 582.430";"  55.393";" 764.473";" 769.412";" 822.790";"1800.229";" 148.418";" 831.288";" 249.847";" 135.514";" 113.869";"   0.000";"  75.863";"  82.037";"  57.247";"  59.093";"  12.967";"   0.000";"  49.964"
"9am";" 616.735";"  77.125";" 764.473";" 769.412";" 822.790";"2020.107";" 118.202";" 567.119";" 200.943";" 123.868";"  98.611";"   0.000";" 102.168";"  82.037";"  57.247";"   0.000";"  24.946";"   0.000";"  49.964"
"10am";" 533.824";"  75.632";" 767.243";" 646.744";" 811.458";"2132.340";" 118.438";" 626.999";" 164.285";" 116.931";"  98.611";"   0.000";" 121.552";"  82.037";"  97.643";"  14.505";"  24.946";"   0.000";"  49.964"
"11am";" 569.761";"  44.836";" 652.837";" 646.744";" 677.732";"2056.457";"  71.766";" 704.171";" 162.080";" 148.927";" 127.417";"   0.000";" 202.810";"  82.037";"  40.396";"  49.899";"  24.946";"   0.000";"  49.964"
