"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341";"44.41341"
"max";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893";"7802.46893"
"4am";" 702.8354";"1750.8425";"1864.2740";" 836.6297";" 898.8268";" 784.1649";" 754.4310";" 623.2866";"1514.9625";" 617.7556";"1396.4925";"1425.5417";" 494.4089";" 504.5464";" 573.1235";" 352.8244";" 549.1062";" 830.5572";" 767.7788";" 886.7368";"1178.1110";"1365.6042";" 725.2918";" 830.7169";"1047.3161";" 751.0826";"1346.8335";" 588.7571";" 819.9466";"1272.5647";"1743.3096"
"5am";" 702.8354";"1691.0050";"1804.5670";" 793.7677";" 898.8268";" 784.1649";" 799.7225";" 623.2866";"1448.8009";" 634.4862";"1182.3800";"1233.3577";" 494.4089";" 617.1540";" 573.1235";" 352.8244";" 514.1671";" 830.5572";" 900.9831";"1045.0232";"1113.0991";"1431.7657";" 642.6230";" 910.1271";" 957.0382";" 555.0270";"1346.8335";" 532.9447";" 819.9466";"1224.8748";"1743.3096"
"6am";" 740.7106";"1691.0050";"1737.9401";" 732.5628";" 723.9318";" 784.1649";" 799.7225";" 623.2866";"1404.1659";" 597.1057";"1078.9289";"1195.4825";" 494.4089";" 766.3253";" 497.0046";" 352.8244";" 549.1062";" 830.5572";" 872.8309";"1038.4315";" 819.0023";"1431.7657";" 642.6230";"1026.7726";" 957.0382";" 555.0270";"1346.8335";" 524.0700";" 848.0987";"1131.1201";"1743.3096"
"7am";" 724.7045";"1459.7827";"1361.8051";" 577.4923";" 718.3141";" 665.5911";" 609.0710";" 668.3615";"1257.9872";" 852.5268";"1091.6733";"1258.4464";" 537.7206";"1197.1630";" 426.5781";" 343.8464";" 393.8319";" 636.4913";" 755.3642";"1106.6323";" 538.1452";"1459.2445";" 609.2118";" 942.3375";" 708.6167";" 562.2860";"1030.3775";" 702.3893";" 670.7981";"1250.6639";"1702.0300"
"8am";"1060.6974";"1495.4625";"1332.2242";" 562.7530";" 457.1139";" 467.3080";" 738.2488";" 722.7848";" 736.4121";" 822.4009";" 976.5695";"1118.9702";" 463.9617";"1454.6167";" 399.5124";" 178.2635";" 323.9537";" 654.8392";" 782.9685";"1488.4402";" 394.3677";"1210.2502";" 469.4840";" 709.2096";" 708.6167";" 582.0417";" 969.3649";" 921.6583";" 603.0038";"1265.2299";"1770.1241"
"9am";"1086.7574";"1585.7404";"1403.0869";" 572.5301";" 562.4323";" 339.0324";" 614.0268";" 562.0929";" 916.6258";" 777.7659";" 909.2338";"1127.5722";" 442.4947";"1524.7008";" 277.2440";" 263.4140";" 271.7131";" 627.6754";" 780.3809";"2286.2834";" 531.2684";"1127.2521";" 469.4840";" 568.0112";" 622.5291";" 368.9895";" 736.7551";" 963.5650";" 608.2104";"1399.5102";"1649.9000"
"10am";"1309.0031";"1458.5488";"1361.2104";" 446.4770";" 529.6913";" 367.5792";" 865.4404";" 563.2971";" 713.3036";" 684.8803";"1043.1383";"1218.8787";" 426.8104";"1617.6701";" 277.2440";" 236.5116";" 323.9537";" 565.2388";" 772.6101";"2286.5924";" 531.2684";"1127.2521";" 415.9873";" 499.6859";" 708.6167";" 368.9895";" 862.1909";" 880.5669";" 542.7265";"1419.7734";"1649.9000"
"11am";" 845.9406";"1360.6402";"1323.9022";" 629.5661";" 506.5041";" 459.2770";" 736.6143";" 533.4343";" 748.2459";" 801.6222";"1077.2936";"1195.8450";" 498.4795";"1436.4310";" 220.8807";" 263.4140";" 423.1940";" 725.4609";" 719.8773";"2178.9280";" 668.1690";"1127.2521";" 349.0770";" 568.0112";" 629.5449";" 368.9895";" 899.8771";" 988.0057";" 390.3492";"1382.3929";"1649.9000"
