"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543";"9136.36543"
"4am";"1123.8591";"1206.6789";"1330.0458";"1162.0047";"1230.9370";" 829.0040";"1685.8017";" 878.5543";" 781.8294";" 848.1868";" 424.7176";" 756.3226";" 419.4673";" 751.8499";" 762.2072";" 625.5907";"1904.8101";" 315.8797";"1046.6995";"1091.6195";"1024.6437";" 613.7643";"1040.7292";" 546.8147";"1683.7490";" 821.8252";" 671.2870";"1449.7151";"1000.0195";" 942.5160"
"5am";"1123.8591";"1206.6789";"1330.0458";"1162.0047";"1230.9370";" 829.0040";"1685.8017";" 878.5543";" 781.8294";" 848.1868";" 424.7176";" 756.3226";" 419.4673";" 751.8499";" 762.2072";" 625.5907";"1904.8101";" 315.8797";"1046.6995";"1091.6195";"1024.6437";" 613.7643";"1040.7292";" 546.8147";"1683.7490";" 821.8252";" 671.2870";"1449.7151";"1000.0195";" 942.5160"
"6am";"1123.8591";"1206.6789";"1330.0458";"1039.4108";"1230.9370";" 829.0040";"1685.8017";" 878.5543";" 781.8294";" 848.1868";" 424.7176";" 878.9165";" 419.4673";" 751.8499";" 762.2072";" 625.5907";"1904.8101";" 315.8797";"1046.6995";"1091.6195";"1024.6437";" 613.7643";"1040.7292";" 533.5798";"1683.7490";" 821.8252";" 780.9457";"1449.7151";" 890.3608";" 942.5160"
"7am";"1123.8591";"1099.0650";"1356.1530";"1039.4108";"1259.7991";" 804.9730";"1685.8017";" 878.5543";" 781.8294";" 848.1868";" 424.7176";" 819.9140";" 678.2125";" 765.0848";" 503.4620";" 712.6392";"1815.5294";" 315.8797";"1046.6995";"1091.6195";"1024.6437";" 609.7493";"1040.7292";" 533.5798";"1683.7490";" 821.8252";" 780.9457";"1449.7151";" 890.3608";" 942.5160"
"8am";"1123.8591";"1136.8497";"1356.1530";"1056.5952";"1204.8299";" 804.9730";"1685.8017";" 878.5543";" 781.8294";" 827.2618";" 487.2206";" 855.3802";" 699.1376";" 754.6509";" 405.4928";" 712.6392";"1890.0652";" 315.8797";"1046.6995";" 962.7217";"1072.3713";" 609.7493";"1029.0731";" 640.4536";"1605.5997";" 821.8252";" 780.9457";"1401.6667";" 890.3608";" 990.5643"
"9am";"1123.8591";"1043.3963";"1439.5340";"1132.2631";"1038.2564";" 839.0631";"1607.6131";" 878.5543";" 840.6317";" 862.2740";" 504.7313";" 826.8981";" 735.9098";" 706.3451";" 446.2580";" 775.9164";"1763.5015";" 230.1549";"1046.2672";" 921.4769";"1263.0139";" 538.5079";" 978.2543";" 661.7455";"1574.3359";" 821.8252";" 807.8398";"1343.4813";" 836.5725";"1000.7014"
"10am";"1049.0573";" 989.9982";"1371.2389";"1185.6613";"1097.0587";" 835.6035";"1600.1177";" 878.5543";" 817.4968";" 862.2740";" 574.1476";" 815.9298";" 761.4711";" 725.2568";" 434.4627";" 673.6304";"1847.8773";" 245.8552";" 985.7878";"1123.3561";"1085.0691";" 535.0204";" 978.2543";" 620.0684";"1720.1475";" 821.8252";" 747.9879";"1318.2860";" 836.5725";"1113.7767"
"11am";"1049.0573";" 931.1410";"1397.3460";"1083.2943";"1155.9159";" 804.9730";"1630.7481";" 878.5543";" 817.4968";" 827.2618";" 494.9417";" 779.3773";" 760.3926";" 652.7256";" 474.8600";" 708.7246";"1890.0652";" 280.8675";"1046.6995";" 962.7217";"1080.6613";" 653.8045";" 967.6195";" 577.9904";"1604.0731";" 821.8252";" 780.9457";"1366.3344";" 890.3608";" 962.6552"
"12am";"1123.8591";"1136.2578";"1304.4846";"1083.2943";"1204.8299";" 804.9730";"1574.7342";" 828.7715";" 788.0955";" 721.2631";" 424.7176";" 889.1114";" 501.6474";" 698.2501";" 733.6052";" 778.5470";"1847.8773";" 305.6848";"1046.6995";"1026.8237";"1087.2285";" 689.4252";"1045.8936";" 615.3092";"1604.0731";" 801.2755";" 780.9457";"1449.7151";" 890.3608";" 942.5160"
"1pm";"1123.8591";" 976.6420";"1286.5274";"1053.4278";"1204.8299";" 804.9730";"1323.3433";" 847.0840";" 792.9180";" 721.2631";" 378.0670";" 796.2079";" 444.5662";" 719.3395";" 759.1665";" 941.7348";"1818.5502";" 305.6848";"1046.6995";"1026.8237";"1204.2232";" 574.1286";"1068.4167";" 561.0568";"1604.0731";" 821.8252";" 780.9457";"1451.2388";" 890.3608";" 850.7560"
"2pm";"1020.3735";"1043.3963";"1405.9082";" 979.1266";"1176.4778";" 810.8912";"1409.9818";" 847.0840";" 687.1986";" 721.2631";" 455.9103";" 755.3086";" 457.1133";" 686.0156";" 762.2072";"1110.8059";"1826.6433";" 235.1739";"1024.4148";"1026.8237";"1166.9045";" 574.1286";" 986.2501";" 598.3756";"1604.0731";" 707.2265";" 780.9457";"1500.8049";" 830.3125";" 882.3922"
"3pm";"1041.2985";" 999.8488";"1411.6709";"1016.9114";"1176.9400";" 755.5485";"1494.2934";" 797.3012";" 783.6018";" 700.3380";" 554.4801";" 676.4488";" 666.7135";" 686.0156";" 474.8600";" 975.5758";"1873.7361";" 270.7349";" 983.1217";"1090.4015";"1117.3849";" 543.9723";" 902.0942";" 657.3871";"1605.5997";" 707.2265";" 643.6500";"1494.9445";" 876.6750";" 995.0937"
"4pm";"1018.1456";"1128.8631";"1282.6567";"1046.7779";"1176.9400";" 737.2916";"1686.5144";" 778.9888";" 768.4414";" 700.3380";" 479.9517";" 848.3462";" 769.5215";" 737.2249";" 484.4713";" 686.8722";"1713.7151";" 280.9298";"1027.4650";" 962.7217";"1071.2516";" 606.8611";" 851.4685";" 708.2059";"1615.8176";" 740.8664";" 583.7980";"1570.4663";" 966.8654";" 757.7897"
"5pm";"1144.7842";"1084.6515";"1365.7466";"1073.4770";"1230.9370";" 804.9730";"1668.8681";" 828.7715";" 763.5169";" 700.3380";" 478.9386";" 824.3252";" 751.1672";" 622.8413";" 503.4620";" 748.5336";"1862.6221";" 351.4407";"1046.6995";" 962.7217";"1066.8316";" 637.7953";" 886.2205";" 679.0383";"1650.7062";" 821.8252";" 688.9256";"1348.9530";" 939.9712";" 956.8709"
"6pm";"1123.8591";"1139.6208";"1265.0501";"1185.5363";"1260.8035";" 804.9730";"1668.8681";" 828.7715";" 781.8294";" 742.1881";" 492.3568";" 756.3226";" 742.0637";" 751.8499";" 503.4620";" 731.5894";"1862.6221";" 315.8797";"1111.4953";"1026.8237";"1033.9207";" 637.7953";" 945.9384";" 563.7483";"1650.7062";" 821.8252";" 736.9740";"1331.7654";"1000.0195";" 942.5160"
"7pm";"1123.8591";"1113.2254";"1371.2389";"1158.8372";"1260.8035";" 804.9730";"1668.8681";" 828.7715";" 781.8294";" 742.1881";" 492.3568";" 756.3226";" 450.4076";" 716.2888";" 762.2072";" 731.5894";"1898.1832";" 315.8797";"1046.6995";"1091.6195";" 991.7328";" 613.7643";" 998.6513";" 563.7483";"1650.7062";" 854.9793";" 688.9256";"1379.8138";" 966.8654";" 942.5160"
"8pm";"1123.8591";"1139.9245";"1371.2389";"1162.0047";"1230.9370";" 829.0040";"1668.8681";" 828.7715";" 781.8294";" 742.1881";" 450.2789";" 756.3226";" 450.4076";" 716.2888";" 762.2072";" 731.5894";"1940.3711";" 315.8797";"1046.6995";"1091.6195";" 991.7328";" 646.6753";"1040.7292";" 563.7483";"1683.7490";" 854.9793";" 688.9256";"1449.7151";" 966.8654";" 942.5160"
"9pm";"1123.8591";"1139.9245";"1371.2389";"1162.0047";"1230.9370";" 829.0040";"1668.8681";" 828.7715";" 781.8294";" 848.1868";" 450.2789";" 756.3226";" 450.4076";" 716.2888";" 762.2072";" 625.5907";"1940.3711";" 315.8797";"1046.6995";"1091.6195";"1024.6437";" 613.7643";"1040.7292";" 563.7483";"1683.7490";" 854.9793";" 688.9256";"1449.7151";" 966.8654";" 942.5160"
"10pm";"1123.8591";"1139.9245";"1371.2389";"1162.0047";"1230.9370";" 829.0040";"1668.8681";" 828.7715";" 781.8294";" 848.1868";" 450.2789";" 756.3226";" 450.4076";" 751.8499";" 762.2072";" 625.5907";"1904.8101";" 315.8797";"1046.6995";"1091.6195";"1024.6437";" 613.7643";"1040.7292";" 563.7483";"1683.7490";" 854.9793";" 688.9256";"1449.7151";" 966.8654";" 942.5160"
"11pm";"1123.8591";"1206.6789";"1304.4846";"1162.0047";"1230.9370";" 829.0040";"1668.8681";" 828.7715";" 781.8294";" 848.1868";" 450.2789";" 756.3226";" 450.4076";" 751.8499";" 762.2072";" 625.5907";"1904.8101";" 315.8797";"1046.6995";"1091.6195";"1024.6437";" 613.7643";"1040.7292";" 563.7483";"1683.7490";" 854.9793";" 688.9256";"1449.7151";" 966.8654";" 942.5160"
"12pm";"1123.8591";"1206.6789";"1304.4846";"1162.0047";"1230.9370";" 829.0040";"1668.8681";" 828.7715";" 781.8294";" 848.1868";" 450.2789";" 756.3226";" 450.4076";" 751.8499";" 762.2072";" 625.5907";"1904.8101";" 315.8797";"1046.6995";"1091.6195";"1024.6437";" 613.7643";"1040.7292";" 563.7483";"1683.7490";" 854.9793";" 688.9256";"1449.7151";" 966.8654";" 942.5160"
"1am";"1123.8591";"1206.6789";"1304.4846";"1162.0047";"1230.9370";" 829.0040";"1668.8681";" 828.7715";" 781.8294";" 848.1868";" 450.2789";" 756.3226";" 450.4076";" 751.8499";" 762.2072";" 625.5907";"1904.8101";" 315.8797";"1046.6995";"1091.6195";"1024.6437";" 613.7643";"1040.7292";" 563.7483";"1683.7490";" 821.8252";" 688.9256";"1449.7151";"1000.0195";" 942.5160"
"2am";"1123.8591";"1206.6789";"1304.4846";"1162.0047";"1230.9370";" 829.0040";"1668.8681";" 828.7715";" 781.8294";" 848.1868";" 450.2789";" 756.3226";" 450.4076";" 751.8499";" 762.2072";" 625.5907";"1904.8101";" 315.8797";"1046.6995";"1091.6195";"1024.6437";" 613.7643";"1040.7292";" 563.7483";"1683.7490";" 821.8252";" 688.9256";"1449.7151";"1000.0195";" 942.5160"
"3am";"1123.8591";"1206.6789";"1304.4846";"1162.0047";"1230.9370";" 829.0040";"1668.8681";" 828.7715";" 781.8294";" 848.1868";" 450.2789";" 756.3226";" 450.4076";" 751.8499";" 762.2072";" 625.5907";"1904.8101";" 315.8797";"1046.6995";"1091.6195";"1024.6437";" 613.7643";"1040.7292";" 563.7483";"1683.7490";" 821.8252";" 688.9256";"1449.7151";"1000.0195";" 942.5160"
