"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873";"9358.02873"
"4am";"923.46897";"175.48791";"370.96454";"243.73583";"673.71360";"195.34288";"507.44679";" 87.78291";"168.05670";"200.14750";"466.55391";"158.37734";"112.13162";"380.11482";"196.99665";"693.04979";"877.73980";"213.44680";"183.60259";"155.65762";"324.69457";"262.08673";"292.10634";"190.52818";"391.03893";"338.68602";"197.17423";"475.96134";"438.45218";"418.61684"
"5am";"923.46897";"175.48791";"370.96454";"243.73583";"673.71360";"195.34288";"507.44679";" 87.78291";"168.05670";"200.14750";"466.55391";"158.37734";"112.13162";"380.11482";"196.99665";"693.04979";"877.73980";"213.44680";"183.60259";"155.65762";"324.69457";"262.08673";"292.10634";"190.52818";"391.03893";"338.68602";"197.17423";"475.96134";"438.45218";"418.61684"
"6am";"923.46897";"175.48791";"370.96454";"243.73583";"673.71360";"195.34288";"507.44679";" 87.78291";"168.05670";"200.14750";"466.55391";"158.37734";"112.13162";"380.11482";"196.99665";"693.04979";"877.73980";"213.44680";"183.60259";"155.65762";"324.69457";"262.08673";"292.10634";"190.52818";"391.03893";"338.68602";"197.17423";"475.96134";"438.45218";"418.61684"
"7am";"923.46897";"175.48791";"326.90019";"243.73583";"673.71360";"195.34288";"507.44679";" 87.78291";"168.05670";"200.14750";"466.55391";"158.37734";"112.13162";"343.21215";"196.99665";"729.95246";"788.45911";"213.44680";"227.66694";"155.65762";"324.69457";"262.08673";"292.10634";"190.52818";"391.03893";"338.68602";"197.17423";"475.96134";"438.45218";"418.61684"
"8am";"923.46897";"175.48791";"326.90019";"243.73583";"673.71360";"195.34288";"507.44679";" 87.78291";"168.05670";"200.14750";"493.01666";"195.28001";" 23.32060";"309.19487";"168.98641";"770.72161";"788.45911";"213.44680";"136.04322";"247.28134";"248.57024";"262.08673";"292.10634";"127.19685";"240.28243";"269.63290";"197.17423";"236.87194";"438.45218";"418.61684"
"9am";"923.46897";"116.63076";"326.90019";"302.59298";"673.71360";"123.96856";"507.44679";" 87.78291";"239.43102";" 99.92310";"822.75588";"195.28001";" 23.32060";"375.49537";"138.62701";"843.80629";"623.27891";"213.44680";"136.04322";"247.28134";"283.89435";"226.76262";"292.10634";"190.52818";"240.28243";"338.68602";"254.26482";"236.87194";"381.36159";"418.61684"
"10am";"923.46897";"175.48791";"326.90019";"243.73583";"647.60645";"123.96856";"215.89919";" 87.78291";"239.43102";" 99.92310";"535.94959";"214.90514";"544.46110";"358.98258";"159.87847";"606.47338";"623.27891";"213.44680";"136.04322";"247.28134";"148.17126";"190.36411";"292.10634";"190.52818";"391.03893";"338.68602";"197.17423";"178.68653";"438.45218";"476.80225"
"11am";"897.92107";"175.48791";"326.90019";"243.73583";"673.71360";"123.96856";"507.44679";" 87.78291";"239.43102";"200.14750";"579.79642";"195.28001";" 23.32060";"380.45797";"159.87847";"693.04979";"788.45911";"213.44680";"136.04322";"247.28134";"283.89435";"226.76262";"292.10634";"190.52818";"391.03893";"338.68602";"197.17423";"236.87194";"438.45218";"418.61684"
"12am";"923.4690";"175.4879";"326.9002";"243.7358";"610.1185";"195.3429";"507.4468";" 32.5561";"223.2835";"200.1475";"542.6782";"195.2800";"112.1316";"343.2122";"196.9967";"693.0498";"788.4591";"213.4468";"136.0432";"247.2813";"283.8943";"226.7626";"292.1063";"190.5282";"391.0389";"338.6860";"197.1742";"236.8719";"438.4522";"418.6168"
"1pm";"923.4690";"175.4879";"282.8358";"243.7358";"673.7136";"123.9686";"427.0863";" 32.5561";"223.2835";"200.1475";"493.0167";"195.2800";" 23.3206";"432.0232";"196.9967";"858.2300";"623.2789";"213.4468";"226.9050";"156.4195";"283.8943";"226.7626";"258.6545";"190.5282";"424.4907";"338.6860";"197.1742";"236.8719";"219.5431";"637.5259"
"2pm";"923.46897";"175.48791";"216.75539";"295.20508";"673.71360";" 71.37432";"427.08629";" 32.55610";"244.15963";"200.14750";"557.07157";"195.28001";" 23.32060";"380.45797";"261.93144";"980.86319";"494.28921";"213.44680";"136.04322";"354.60715";"127.09328";"262.08673";"258.65452";"139.88354";"424.49075";"338.68602";"158.97515";"268.60480";"438.45218";"355.03675"
"3pm";" 923.46897";" 175.48791";" 326.90019";" 243.73583";" 351.24098";"   0.00000";" 498.46061";"  32.55610";" 244.15963";" 200.14750";" 564.39098";" 101.20838";"  61.51968";" 380.45797";" 357.70447";"1287.08567";" 748.75010";" 213.44680";" 136.04322";" 182.48555";" 127.09328";" 262.08673";" 258.65452";" 139.88354";" 424.49075";" 338.68602";" 101.65858";" 268.60480";" 438.45218";" 355.03675"
