"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125";"18.125"
"max";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73";"13477.73"
"4am";"2264.143";"1605.385";" 508.961";" 373.890";" 791.795";" 101.476";" 489.543";" 576.542";"2986.398";" 781.529";" 245.328";"2114.402";" 136.740";" 423.854";" 418.084";" 532.746";"2283.972";" 562.179";" 268.290";" 337.524";" 358.054";" 494.125";" 560.125";" 114.672";" 185.861";" 120.383";" 425.601";" 273.853";"  46.434";" 897.578";"  74.761";" 362.234";" 263.246";" 280.664";"  55.274";" 306.658";" 143.430";" 153.220";" 630.922";" 626.914";" 597.712";" 596.141";" 117.344";" 510.008";" 434.442";" 713.436";" 223.229";"1107.911";" 346.334";" 167.670";" 359.756";" 206.020"
"5am";"2264.143";"1605.385";" 508.961";" 373.890";" 715.526";" 101.476";" 507.668";" 576.542";"2986.398";" 781.529";" 245.328";"2114.402";" 136.740";" 423.854";" 418.084";" 532.746";"2283.972";" 562.179";" 268.290";" 337.524";" 358.054";" 537.665";" 560.125";" 114.672";" 185.861";"  84.133";" 382.061";" 273.853";"  46.434";" 897.578";"  74.761";" 362.234";" 263.246";" 280.664";"  55.274";" 306.658";" 143.430";" 153.220";" 630.922";" 626.914";" 597.712";" 555.430";" 117.344";" 510.008";" 434.442";" 713.436";" 223.229";"1107.911";" 346.334";" 128.958";" 359.756";" 206.020"
"6am";"2264.143";"1631.262";" 442.164";" 373.890";" 715.526";" 101.476";" 489.543";" 576.542";"2836.794";" 682.589";" 245.328";"2118.029";" 136.740";" 380.009";" 418.084";" 532.746";"2283.972";" 562.179";" 242.413";" 337.524";" 299.882";" 595.837";" 543.007";" 114.672";" 185.861";"  84.793";" 382.061";" 233.276";"  46.434";" 897.578";"  56.788";" 380.207";" 198.114";" 345.796";"  55.274";" 306.658";" 143.430";" 153.220";" 630.922";" 626.914";" 468.575";" 514.719";" 117.344";" 510.008";" 434.442";" 713.436";" 223.229";"1107.911";" 346.334";"  83.835";" 339.664";" 206.020"
"7am";"2133.186";"1876.182";" 487.287";" 406.476";" 831.290";" 444.748";" 541.243";" 454.674";"2480.923";" 871.039";" 464.797";"1521.074";" 285.878";" 323.235";" 414.719";" 513.935";"1655.607";" 433.849";" 108.268";" 382.719";" 203.014";" 575.366";" 451.386";" 265.956";" 280.038";"  66.668";" 256.660";" 123.722";"  46.434";" 659.012";" 109.769";" 337.732";" 157.082";" 656.428";"  82.911";" 210.036";" 143.430";"  76.610";" 535.384";" 428.225";" 468.575";" 307.131";"  69.368";" 393.402";" 358.832";" 701.114";" 321.020";" 957.575";" 212.844";"  38.712";" 237.718";" 170.320"
"8am";"1740.149";"1999.808";" 691.818";" 352.446";"1364.262";"1092.099";"1015.792";" 903.879";"2558.952";" 684.254";" 511.211";"1499.757";" 416.899";" 432.908";" 632.031";" 524.963";"1288.798";" 610.517";" 113.184";" 347.427";" 272.055";" 652.855";" 352.804";" 220.715";" 265.824";"  18.125";" 168.302";"  83.145";"  30.956";" 545.869";" 109.769";" 370.497";"  45.522";" 933.648";" 166.713";" 165.321";" 111.104";"  38.305";" 612.476";" 319.577";" 319.333";" 231.011";" 129.743";" 273.112";" 219.438";" 406.755";" 321.020";" 823.605";"  79.354";"  38.712";" 114.462";" 120.860"
"9am";"1751.487";"1668.908";" 759.227";" 380.901";"1250.533";"1025.826";"1015.792";" 903.879";"2509.307";" 730.189";" 591.625";"1452.639";" 334.296";" 388.765";" 767.349";" 308.453";"1556.752";" 610.506";"  84.691";" 317.145";" 185.385";" 689.586";" 298.545";" 165.938";" 283.289";"  18.125";" 119.029";" 137.922";"  46.434";" 525.353";" 109.769";" 395.838";"  68.283";" 989.270";" 166.713";" 165.321";" 111.104";"  38.305";" 701.050";" 253.024";" 286.586";" 231.011";" 129.743";" 273.112";" 143.731";" 406.755";" 387.844";" 750.375";"  79.354";"  38.712";" 243.599";" 120.860"
"10am";"1903.604";"1868.737";" 487.329";" 380.901";"1170.303";" 888.225";"1034.736";" 976.882";"2248.916";" 685.717";" 542.115";"1533.597";" 348.529";" 432.908";" 767.349";" 308.453";"1741.860";" 706.517";"  30.793";" 334.610";" 158.436";" 747.758";" 267.322";" 253.317";" 265.824";"  18.125";"  87.080";"  82.492";"  46.434";" 545.869";" 109.769";" 413.811";"  22.761";"1066.913";" 166.713";" 210.036";"  69.653";"  55.219";" 609.689";" 318.160";" 497.997";" 265.249";"  57.445";" 273.112";" 127.568";" 406.755";" 308.606";" 750.375";"  79.354";"  38.712";"  95.588";" 120.860"
"11am";"1884.067";"1737.878";" 593.062";" 298.416";"1218.117";" 804.936";"1080.488";" 846.069";"2237.793";" 897.381";" 591.625";"1293.546";" 334.296";" 492.526";" 698.855";" 376.947";"1700.639";" 975.224";" 113.184";" 310.696";" 233.359";" 580.006";" 337.241";" 253.317";" 252.871";"  31.078";"  87.080";"  54.777";"  46.434";" 649.468";" 109.769";" 395.838";"  45.522";" 971.873";" 232.622";" 255.533";"  94.190";"  38.305";" 447.009";" 341.939";" 294.633";" 227.635";"  57.445";" 264.079";" 127.568";" 406.755";" 308.606";" 823.605";"  79.354";"  38.712";"  95.588";" 120.860"
